Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 18:05:55:798,0,-5.00502,0.113733,83.683
2023-03-11 18:05:55:806,0,-5.01904,0.104398,83.6803
2023-03-11 18:05:55:817,0,-5.02658,0.0963593,83.6763
2023-03-11 18:05:55:827,0,-5.0329,0.0886002,83.6731
2023-03-11 18:05:55:837,0,-5.04169,0.078299,83.6697
2023-03-11 18:05:55:847,0,-5.05092,0.0703468,83.6652
2023-03-11 18:05:55:857,0,-5.06489,0.0590231,83.6588
2023-03-11 18:05:55:867,0,-5.07697,0.0458721,83.6519
2023-03-11 18:05:55:877,0,-5.08926,0.0306226,83.6515
2023-03-11 18:05:55:887,0,-5.10474,0.0181807,83.6435
2023-03-11 18:05:55:897,0,-5.11237,0.0108964,83.6314
2023-03-11 18:05:55:907,0,-5.1171,0.0110566,83.6219
2023-03-11 18:05:55:917,0,-5.11955,0.0155314,83.6103
2023-03-11 18:05:55:927,0,-5.11912,0.0230507,83.596
2023-03-11 18:05:55:937,0,-5.11798,0.0353645,83.5855
2023-03-11 18:05:55:947,0,-5.11713,0.0496311,83.5755
2023-03-11 18:05:55:957,0,-5.11913,0.0728868,83.5603
2023-03-11 18:05:55:967,0,-5.11838,0.104883,83.5365
2023-03-11 18:05:55:977,0,-5.12151,0.146453,83.5104
2023-03-11 18:05:55:987,0,-5.12648,0.1927,83.481
2023-03-11 18:05:55:997,0,-5.13617,0.237183,83.4569
2023-03-11 18:05:56:7,0,-5.16066,0.277222,83.4353
2023-03-11 18:05:56:17,0,-5.19422,0.313427,83.4197
2023-03-11 18:05:56:27,0,-5.24211,0.343317,83.4067
2023-03-11 18:05:56:37,0,-5.29748,0.372168,83.3931
2023-03-11 18:05:56:47,0,-5.34741,0.395462,83.3806
2023-03-11 18:05:56:57,0,-5.39071,0.413806,83.3672
2023-03-11 18:05:56:67,0,-5.42845,0.428779,83.362
2023-03-11 18:05:56:77,0,-5.45365,0.436906,83.3546
2023-03-11 18:05:56:87,0,-5.47698,0.441135,83.3526
2023-03-11 18:05:56:97,0,-5.505,0.44129,83.3477
2023-03-11 18:05:56:107,0,-5.53075,0.441565,83.3484
2023-03-11 18:05:56:117,0,-5.55017,0.436113,83.3485
2023-03-11 18:05:56:127,0,-5.56385,0.428543,83.3529
2023-03-11 18:05:56:137,0,-5.56933,0.42245,83.3567
2023-03-11 18:05:56:146,0,-5.57208,0.409512,83.3628
2023-03-11 18:05:56:156,0,-5.56859,0.393688,83.3713
2023-03-11 18:05:56:166,0,-5.56533,0.374923,83.3793
2023-03-11 18:05:56:176,0,-5.56122,0.353553,83.3923
2023-03-11 18:05:56:186,0,-5.55078,0.33035,83.4019
2023-03-11 18:05:56:196,0,-5.53791,0.305021,83.4074
2023-03-11 18:05:56:206,0,-5.52426,0.285811,83.4061
2023-03-11 18:05:56:216,0,-5.50647,0.264215,83.4045
2023-03-11 18:05:56:226,0,-5.48499,0.245051,83.3981
2023-03-11 18:05:56:237,0,-5.46038,0.225085,83.386
2023-03-11 18:05:56:247,0,-5.4384,0.208008,83.378
2023-03-11 18:05:56:257,0,-5.41969,0.190501,83.365
2023-03-11 18:05:56:267,0,-5.40187,0.174168,83.3547
2023-03-11 18:05:56:277,0,-5.38857,0.162362,83.3514
2023-03-11 18:05:56:287,0,-5.37205,0.154544,83.351
2023-03-11 18:05:56:297,0,-5.35541,0.148518,83.352
2023-03-11 18:05:56:307,0,-5.34087,0.146664,83.3565
2023-03-11 18:05:56:317,0,-5.32984,0.148738,83.3628
2023-03-11 18:05:56:327,0,-5.32226,0.151011,83.366
2023-03-11 18:05:56:337,0,-5.32118,0.154506,83.3763
2023-03-11 18:05:56:347,0,-5.32266,0.15634,83.3854
2023-03-11 18:05:56:357,0,-5.32343,0.156444,83.394
2023-03-11 18:05:56:367,0,-5.32433,0.157528,83.3988
2023-03-11 18:05:56:377,0,-5.32737,0.158238,83.4037
2023-03-11 18:05:56:387,0,-5.32946,0.160964,83.4053
2023-03-11 18:05:56:397,0,-5.33086,0.165358,83.4063
2023-03-11 18:05:56:407,0,-5.33563,0.169459,83.4087
2023-03-11 18:05:56:417,0,-5.34068,0.175193,83.4142
2023-03-11 18:05:56:427,0,-5.35203,0.174168,83.4208
2023-03-11 18:05:56:437,0,-5.36307,0.170365,83.4287
2023-03-11 18:05:56:447,0,-5.37177,0.166355,83.4405
2023-03-11 18:05:56:457,0,-5.37906,0.163803,83.4498
2023-03-11 18:05:56:467,0,-5.38011,0.162757,83.4555
2023-03-11 18:05:56:477,0,-5.3741,0.162482,83.4577
2023-03-11 18:05:56:487,0,-5.35954,0.162478,83.4538
2023-03-11 18:05:56:497,0,-5.34426,0.159327,83.4483
2023-03-11 18:05:56:507,0,-5.32748,0.154876,83.4445
2023-03-11 18:05:56:517,0,-5.31263,0.154158,83.4409
2023-03-11 18:05:56:527,0,-5.29757,0.15606,83.4388
2023-03-11 18:05:56:537,0,-5.28693,0.158808,83.4316
2023-03-11 18:05:56:547,0,-5.27686,0.173413,83.4253
2023-03-11 18:05:56:557,0,-5.26298,0.190547,83.4168
2023-03-11 18:05:56:567,0,-5.24747,0.208929,83.4101
2023-03-11 18:05:56:577,0,-5.22605,0.22141,83.4041
2023-03-11 18:05:56:587,0,-5.20582,0.234737,83.4032
2023-03-11 18:05:56:597,0,-5.19058,0.245758,83.4013
2023-03-11 18:05:56:607,0,-5.18137,0.254114,83.4057
2023-03-11 18:05:56:617,0,-5.18007,0.253695,83.4211
2023-03-11 18:05:56:627,0,-5.18256,0.247162,83.4403
2023-03-11 18:05:56:637,0,-5.19123,0.231271,83.4667
2023-03-11 18:05:56:647,0,-5.20258,0.208496,83.4956
2023-03-11 18:05:56:657,0,-5.21178,0.184952,83.528
2023-03-11 18:05:56:667,0,-5.21619,0.16048,83.5525
2023-03-11 18:05:56:677,0,-5.21243,0.135693,83.5747
2023-03-11 18:05:56:687,0,-5.20368,0.112506,83.5832
2023-03-11 18:05:56:697,0,-5.19065,0.0959351,83.5875
2023-03-11 18:05:56:707,0,-5.17747,0.0891907,83.5822
2023-03-11 18:05:56:717,0,-5.16764,0.0887653,83.5718
2023-03-11 18:05:56:727,0,-5.16793,0.0908982,83.556
2023-03-11 18:05:56:737,0,-5.17791,0.101044,83.5404
2023-03-11 18:05:56:747,0,-5.19306,0.108923,83.5233
2023-03-11 18:05:56:757,0,-5.21362,0.115621,83.5106
2023-03-11 18:05:56:767,0,-5.23366,0.115893,83.5002
2023-03-11 18:05:56:776,0,-5.25441,0.117181,83.4962
2023-03-11 18:05:56:786,0,-5.27864,0.11747,83.49
2023-03-11 18:05:56:796,0,-5.30162,0.109584,83.4826
2023-03-11 18:05:56:806,0,-5.31826,0.0992527,83.4744
2023-03-11 18:05:56:817,0,-5.33158,0.0822612,83.4681
2023-03-11 18:05:56:826,0,-5.33052,0.0573111,83.465
2023-03-11 18:05:56:837,0,-5.32306,0.0267821,83.4608
2023-03-11 18:05:56:846,0,-5.3052,-0.00680626,83.4588
2023-03-11 18:05:56:856,0,-5.28816,-0.0393031,83.456
2023-03-11 18:05:56:867,0,-5.26728,-0.0710782,83.4582
2023-03-11 18:05:56:876,0,-5.24281,-0.0998437,83.4649
2023-03-11 18:05:56:887,0,-5.21208,-0.127312,83.4701
2023-03-11 18:05:56:896,0,-5.18188,-0.154144,83.4765
2023-03-11 18:05:56:906,0,-5.14521,-0.180963,83.4906
2023-03-11 18:05:56:917,0,-5.10966,-0.198713,83.5084
2023-03-11 18:05:56:926,0,-5.07212,-0.215648,83.5294
2023-03-11 18:05:56:937,0,-5.03167,-0.227377,83.5527
2023-03-11 18:05:56:947,0,-4.99388,-0.243762,83.5761
2023-03-11 18:05:56:957,0,-4.95457,-0.255521,83.5984
2023-03-11 18:05:56:967,0,-4.91407,-0.26606,83.6217
2023-03-11 18:05:56:977,0,-4.87453,-0.27761,83.6409
2023-03-11 18:05:56:987,0,-4.8413,-0.288955,83.6587
