Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 15:28:03:148,0,-7.59516,-1.37654,-12.8164,Q,Q
2023-03-15 15:28:03:150,0,-7.60058,-1.36809,-12.8244,Q,Q
2023-03-15 15:28:03:160,0,-7.60694,-1.35566,-12.8329,Q,Q
2023-03-15 15:28:03:171,0,-7.60691,-1.34222,-12.8405,Q,Q
2023-03-15 15:28:03:181,0,-7.60882,-1.33321,-12.8522,Q,Q
2023-03-15 15:28:03:191,0,-7.61261,-1.32398,-12.8659,Q,Q
2023-03-15 15:28:03:201,0,-7.62008,-1.31485,-12.8785,Q,Q
2023-03-15 15:28:03:211,0,-7.6277,-1.30411,-12.8907,Q,Q
2023-03-15 15:28:03:221,0,-7.63724,-1.29645,-12.9036,Q,Q
2023-03-15 15:28:03:231,0,-7.64684,-1.28921,-12.9173,Q,Q
2023-03-15 15:28:03:241,0,-7.65264,-1.27969,-12.9345,Q,Q
2023-03-15 15:28:03:251,0,-7.65817,-1.26887,-12.9509,Q,Q
2023-03-15 15:28:03:261,0,-7.66313,-1.25933,-12.9629,Q,Q
2023-03-15 15:28:03:271,0,-7.66344,-1.25379,-12.9742,Q,Q
2023-03-15 15:28:03:281,0,-7.66485,-1.24793,-12.9816,Q,Q
2023-03-15 15:28:03:291,0,-7.66156,-1.24727,-12.9853,Q,Q
2023-03-15 15:28:03:301,0,-7.65895,-1.24422,-12.9894,Q,Q
2023-03-15 15:28:03:311,0,-7.65172,-1.23762,-12.9949,Q,Q
2023-03-15 15:28:03:321,0,-7.6513,-1.23387,-13.0004,Q,Q
2023-03-15 15:28:03:331,0,-7.65043,-1.22753,-13.0047,Q,Q
2023-03-15 15:28:03:341,0,-7.64937,-1.22066,-13.0104,Q,Q
2023-03-15 15:28:03:351,0,-7.65109,-1.21517,-13.0154,Q,Q
2023-03-15 15:28:03:361,0,-7.65405,-1.21222,-13.0201,Q,Q
2023-03-15 15:28:03:371,0,-7.65568,-1.21099,-13.0283,Q,Q
2023-03-15 15:28:03:381,0,-7.65525,-1.2085,-13.0356,Q,Q
2023-03-15 15:28:03:391,0,-7.65362,-1.20299,-13.046,Q,Q
2023-03-15 15:28:03:401,0,-7.65266,-1.19877,-13.0606,Q,Q
2023-03-15 15:28:03:411,0,-7.64903,-1.19274,-13.0707,Q,Q
