Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-14 17:20:15:872,0,-1.76827,-3.06423,74.992,Q,Q
2023-03-14 17:20:15:881,0,-1.76586,-3.06916,74.994,Q,Q
2023-03-14 17:20:15:891,0,-1.76517,-3.0788,74.9992,Q,Q
2023-03-14 17:20:15:901,0,-1.76575,-3.08627,75.0055,Q,Q
2023-03-14 17:20:15:911,0,-1.76946,-3.08973,75.0105,Q,Q
2023-03-14 17:20:15:921,0,-1.77088,-3.09654,75.0182,Q,Q
2023-03-14 17:20:15:931,0,-1.77364,-3.10152,75.0229,Q,Q
2023-03-14 17:20:15:941,0,-1.77728,-3.10361,75.0309,Q,Q
2023-03-14 17:20:15:951,0,-1.78003,-3.10318,75.0388,Q,Q
2023-03-14 17:20:15:961,0,-1.7858,-3.10132,75.048,Q,Q
2023-03-14 17:20:15:971,0,-1.79125,-3.10072,75.0503,Q,Q
2023-03-14 17:20:15:981,0,-1.79917,-3.09879,75.054,Q,Q
2023-03-14 17:20:15:991,0,-1.80475,-3.09702,75.0522,Q,Q
2023-03-14 17:20:16:1,0,-1.80908,-3.09131,75.0471,Q,Q
2023-03-14 17:20:16:11,0,-1.81106,-3.08577,75.0384,Q,Q
2023-03-14 17:20:16:21,0,-1.80853,-3.07723,75.0263,Q,Q
2023-03-14 17:20:16:31,0,-1.80374,-3.07026,75.014,Q,Q
2023-03-14 17:20:16:41,0,-1.797,-3.06156,74.9987,Q,Q
2023-03-14 17:20:16:51,0,-1.79291,-3.05395,74.9807,Q,Q
2023-03-14 17:20:16:61,0,-1.78724,-3.04837,74.9684,Q,Q
2023-03-14 17:20:16:71,0,-1.7844,-3.04451,74.9572,Q,Q
2023-03-14 17:20:16:81,0,-1.78019,-3.04724,74.955,Q,Q
2023-03-14 17:20:16:91,0,-1.77447,-3.04789,74.9519,Q,Q
2023-03-14 17:20:16:101,0,-1.7683,-3.04855,74.9515,Q,Q
2023-03-14 17:20:16:111,0,-1.75566,-3.05114,74.9527,Q,Q
2023-03-14 17:20:16:121,0,-1.74512,-3.05365,74.9539,Q,Q
2023-03-14 17:20:16:131,0,-1.73087,-3.0569,74.9523,Q,Q
2023-03-14 17:20:16:141,0,-1.71241,-3.0608,74.9504,Q,Q
2023-03-14 17:20:16:151,0,-1.69523,-3.06571,74.9472,Q,Q
2023-03-14 17:20:16:161,0,-1.67659,-3.07233,74.9443,Q,Q
2023-03-14 17:20:16:171,0,-1.66157,-3.07713,74.9396,Q,Q
2023-03-14 17:20:16:181,0,-1.64252,-3.08052,74.935,Q,Q
2023-03-14 17:20:16:191,0,-1.62453,-3.07904,74.9326,Q,Q
2023-03-14 17:20:16:201,0,-1.60549,-3.08153,74.9261,Q,Q
2023-03-14 17:20:16:211,0,-1.59265,-3.08907,74.925,Q,Q
2023-03-14 17:20:16:221,0,-1.58382,-3.09697,74.9245,Q,Q
2023-03-14 17:20:16:231,0,-1.57899,-3.1066,74.9213,Q,Q
2023-03-14 17:20:16:241,0,-1.57573,-3.10978,74.9269,Q,Q
2023-03-14 17:20:16:251,0,-1.5697,-3.11267,74.9301,Q,Q
2023-03-14 17:20:16:261,0,-1.56837,-3.12171,74.9382,Q,Q
2023-03-14 17:20:16:271,0,-1.56786,-3.1277,74.9504,Q,Q
2023-03-14 17:20:16:281,0,-1.5633,-3.13375,74.9627,Q,Q
2023-03-14 17:20:16:291,0,-1.55608,-3.13968,74.969,Q,Q
2023-03-14 17:20:16:301,0,-1.54604,-3.14918,74.9761,Q,Q
2023-03-14 17:20:16:311,0,-1.53669,-3.16113,74.9811,Q,Q
2023-03-14 17:20:16:321,0,-1.52877,-3.16441,74.9862,Q,Q
2023-03-14 17:20:16:331,0,-1.51939,-3.16824,74.991,Q,Q
2023-03-14 17:20:16:341,0,-1.50884,-3.16988,74.9932,Q,Q
2023-03-14 17:20:16:351,0,-1.49815,-3.16949,74.995,Q,Q
2023-03-14 17:20:16:361,0,-1.4905,-3.16541,74.9985,Q,Q
2023-03-14 17:20:16:371,0,-1.47977,-3.16476,75.001,Q,Q
2023-03-14 17:20:16:381,0,-1.46667,-3.16741,75.0036,Q,Q
2023-03-14 17:20:16:391,0,-1.45269,-3.1688,75.0052,Q,Q
2023-03-14 17:20:16:401,0,-1.44023,-3.17068,75.0111,Q,Q
