Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 14:51:16:239,0,5.47973,-3.30586,-2.08075,Q,Q
2023-03-15 14:51:16:247,0,5.46463,-3.35084,-2.03733,Q,Q
2023-03-15 14:51:16:256,0,5.44452,-3.39944,-1.9982,Q,Q
2023-03-15 14:51:16:267,0,5.43368,-3.45078,-1.97002,Q,Q
2023-03-15 14:51:16:277,0,5.43004,-3.49492,-1.94519,Q,Q
2023-03-15 14:51:16:287,0,5.43147,-3.53337,-1.92095,Q,Q
2023-03-15 14:51:16:297,0,5.43935,-3.56682,-1.90235,Q,Q
2023-03-15 14:51:16:307,0,5.44846,-3.59896,-1.89005,Q,Q
2023-03-15 14:51:16:317,0,5.47141,-3.62637,-1.88384,Q,Q
2023-03-15 14:51:16:327,0,5.50674,-3.64488,-1.88128,Q,Q
2023-03-15 14:51:16:337,0,5.54369,-3.65511,-1.88443,Q,Q
2023-03-15 14:51:16:347,0,5.56632,-3.65183,-1.89693,Q,Q
2023-03-15 14:51:16:357,0,5.58125,-3.64301,-1.92091,Q,Q
2023-03-15 14:51:16:367,0,5.5933,-3.63634,-1.96518,Q,Q
2023-03-15 14:51:16:377,0,5.60771,-3.62464,-2.01671,Q,Q
2023-03-15 14:51:16:387,0,5.62316,-3.60786,-2.0728,Q,Q
2023-03-15 14:51:16:397,0,5.63751,-3.59261,-2.1288,Q,Q
2023-03-15 14:51:16:407,0,5.64875,-3.57624,-2.18798,Q,Q
2023-03-15 14:51:16:417,0,5.65538,-3.56796,-2.24017,Q,Q
2023-03-15 14:51:16:427,0,5.66086,-3.56393,-2.29089,Q,Q
2023-03-15 14:51:16:437,0,5.67004,-3.55788,-2.33653,Q,Q
2023-03-15 14:51:16:447,0,5.68473,-3.55525,-2.3771,Q,Q
2023-03-15 14:51:16:457,0,5.69867,-3.54903,-2.40008,Q,Q
2023-03-15 14:51:16:467,0,5.70266,-3.54641,-2.4054,Q,Q
2023-03-15 14:51:16:477,0,5.6973,-3.54713,-2.39489,Q,Q
2023-03-15 14:51:16:487,0,5.68591,-3.54801,-2.37504,Q,Q
2023-03-15 14:51:16:497,0,5.67158,-3.54492,-2.35047,Q,Q
2023-03-15 14:51:16:507,0,5.65615,-3.54096,-2.316,Q,Q
2023-03-15 14:51:16:517,0,5.64373,-3.5355,-2.28077,Q,Q
2023-03-15 14:51:16:527,0,5.63392,-3.53225,-2.24731,Q,Q
2023-03-15 14:51:16:537,0,5.63078,-3.5295,-2.21625,Q,Q
2023-03-15 14:51:16:547,0,5.6351,-3.53127,-2.18978,Q,Q
2023-03-15 14:51:16:557,0,5.64392,-3.53841,-2.16996,Q,Q
2023-03-15 14:51:16:567,0,5.65151,-3.55413,-2.15365,Q,Q
2023-03-15 14:51:16:577,0,5.6639,-3.57026,-2.14412,Q,Q
2023-03-15 14:51:16:587,0,5.6673,-3.58817,-2.1436,Q,Q
2023-03-15 14:51:16:597,0,5.66859,-3.60761,-2.15043,Q,Q
2023-03-15 14:51:16:607,0,5.66491,-3.62519,-2.16654,Q,Q
2023-03-15 14:51:16:617,0,5.66277,-3.63763,-2.18093,Q,Q
2023-03-15 14:51:16:627,0,5.64344,-3.65131,-2.19704,Q,Q
2023-03-15 14:51:16:637,0,5.61903,-3.66995,-2.22343,Q,Q
2023-03-15 14:51:16:647,0,5.60936,-3.68222,-2.27134,Q,Q
2023-03-15 14:51:16:657,0,5.63168,-3.67931,-2.32682,Q,Q
2023-03-15 14:51:16:667,0,5.671,-3.66543,-2.37656,Q,Q
2023-03-15 14:51:16:677,0,5.70041,-3.6474,-2.41082,Q,Q
2023-03-15 14:51:16:687,0,5.70465,-3.62854,-2.44588,Q,Q
2023-03-15 14:51:16:697,0,5.68966,-3.61629,-2.48607,Q,Q
2023-03-15 14:51:16:707,0,5.66901,-3.60888,-2.532,Q,Q
2023-03-15 14:51:16:717,0,5.65162,-3.59781,-2.58103,Q,Q
2023-03-15 14:51:16:727,0,5.64736,-3.58495,-2.6287,Q,Q
2023-03-15 14:51:16:737,0,5.65194,-3.57223,-2.66616,Q,Q
2023-03-15 14:51:16:747,0,5.66009,-3.56912,-2.68918,Q,Q
2023-03-15 14:51:16:756,0,5.66612,-3.5697,-2.70209,Q,Q
2023-03-15 14:51:16:766,0,5.66564,-3.57539,-2.70647,Q,Q
2023-03-15 14:51:16:777,0,5.6679,-3.58289,-2.70363,Q,Q
2023-03-15 14:51:16:787,0,5.66709,-3.58777,-2.68833,Q,Q
2023-03-15 14:51:16:797,0,5.65245,-3.59033,-2.66631,Q,Q
2023-03-15 14:51:16:807,0,5.62469,-3.59362,-2.63753,Q,Q
2023-03-15 14:51:16:817,0,5.59803,-3.60288,-2.60903,Q,Q
2023-03-15 14:51:16:827,0,5.57297,-3.61155,-2.58952,Q,Q
2023-03-15 14:51:16:837,0,5.56677,-3.61331,-2.5747,Q,Q
2023-03-15 14:51:16:847,0,5.57775,-3.60399,-2.5709,Q,Q
2023-03-15 14:51:16:856,0,5.59023,-3.58613,-2.56872,Q,Q
2023-03-15 14:51:16:866,0,5.59863,-3.57009,-2.56961,Q,Q
2023-03-15 14:51:16:876,0,5.6034,-3.55851,-2.57252,Q,Q
2023-03-15 14:51:16:886,0,5.59942,-3.55113,-2.57914,Q,Q
