Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 13:22:54:955,0,-3.44529,-7.12998,-78.4914,Q,Q
2023-03-15 13:22:54:963,0,-3.44941,-7.13157,-78.4904,Q,Q
2023-03-15 13:22:54:973,0,-3.45129,-7.13565,-78.4887,Q,Q
2023-03-15 13:22:54:983,0,-3.45593,-7.1385,-78.4872,Q,Q
2023-03-15 13:22:54:993,0,-3.45795,-7.14588,-78.4837,Q,Q
2023-03-15 13:22:55:3,0,-3.46274,-7.15319,-78.484,Q,Q
2023-03-15 13:22:55:13,0,-3.47013,-7.16013,-78.4881,Q,Q
2023-03-15 13:22:55:23,0,-3.47936,-7.16253,-78.498,Q,Q
2023-03-15 13:22:55:33,0,-3.48782,-7.16131,-78.5073,Q,Q
2023-03-15 13:22:55:43,0,-3.49565,-7.16437,-78.5181,Q,Q
2023-03-15 13:22:55:53,0,-3.50562,-7.16794,-78.5264,Q,Q
2023-03-15 13:22:55:63,0,-3.5156,-7.17385,-78.5367,Q,Q
2023-03-15 13:22:55:73,0,-3.52605,-7.17961,-78.5454,Q,Q
2023-03-15 13:22:55:83,0,-3.53753,-7.19054,-78.5565,Q,Q
2023-03-15 13:22:55:93,0,-3.55174,-7.19994,-78.5667,Q,Q
2023-03-15 13:22:55:103,0,-3.56618,-7.2125,-78.5778,Q,Q
2023-03-15 13:22:55:113,0,-3.58363,-7.22256,-78.5853,Q,Q
2023-03-15 13:22:55:123,0,-3.60112,-7.23369,-78.591,Q,Q
2023-03-15 13:22:55:133,0,-3.61743,-7.24182,-78.5939,Q,Q
2023-03-15 13:22:55:143,0,-3.63806,-7.25344,-78.5932,Q,Q
2023-03-15 13:22:55:153,0,-3.6565,-7.26905,-78.59,Q,Q
2023-03-15 13:22:55:163,0,-3.67834,-7.28269,-78.5857,Q,Q
2023-03-15 13:22:55:173,0,-3.69558,-7.29086,-78.5792,Q,Q
2023-03-15 13:22:55:183,0,-3.71068,-7.29802,-78.577,Q,Q
2023-03-15 13:22:55:193,0,-3.72544,-7.30623,-78.5759,Q,Q
2023-03-15 13:22:55:203,0,-3.74399,-7.31066,-78.5705,Q,Q
2023-03-15 13:22:55:213,0,-3.76274,-7.31612,-78.5612,Q,Q
2023-03-15 13:22:55:223,0,-3.78259,-7.31982,-78.5504,Q,Q
2023-03-15 13:22:55:233,0,-3.80587,-7.32202,-78.5366,Q,Q
2023-03-15 13:22:55:243,0,-3.83307,-7.32821,-78.5128,Q,Q
2023-03-15 13:22:55:253,0,-3.86021,-7.33265,-78.4839,Q,Q
2023-03-15 13:22:55:263,0,-3.89125,-7.33817,-78.4389,Q,Q
2023-03-15 13:22:55:273,0,-3.92712,-7.33987,-78.3727,Q,Q
2023-03-15 13:22:55:283,0,-3.96922,-7.33611,-78.2671,Q,Q
2023-03-15 13:22:55:293,0,-4.01858,-7.32697,-78.1066,Q,Q
2023-03-15 13:22:55:303,0,-4.08331,-7.31652,-77.874,Q,Q
2023-03-15 13:22:55:313,0,-4.1495,-7.31238,-77.5626,Q,Q
2023-03-15 13:22:55:323,0,-4.22734,-7.30306,-77.1663,Q,Q
2023-03-15 13:22:55:333,0,-4.32941,-7.28539,-76.6883,Q,Q
2023-03-15 13:22:55:343,0,-4.44654,-7.25429,-76.1213,Q,Q
2023-03-15 13:22:55:353,0,-4.5799,-7.20937,-75.4564,Q,Q
2023-03-15 13:22:55:363,0,-4.74538,-7.15181,-74.6769,Q,Q
2023-03-15 13:22:55:373,0,-4.93394,-7.08725,-73.7803,Q,Q
2023-03-15 13:22:55:383,0,-5.14378,-7.01366,-72.7751,Q,Q
2023-03-15 13:22:55:393,0,-5.38031,-6.93534,-71.6842,Q,Q
2023-03-15 13:22:55:404,0,-5.637,-6.84165,-70.5209,Q,Q
2023-03-15 13:22:55:413,0,-5.9174,-6.71608,-69.2953,Q,Q
2023-03-15 13:22:55:423,0,-6.22821,-6.57104,-68.0145,Q,Q
2023-03-15 13:22:55:433,0,-6.56115,-6.414,-66.6829,Q,Q
2023-03-15 13:22:55:444,0,-6.8951,-6.25871,-65.3261,Q,Q
