Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 11:09:53:481,0,1.5237,-2.05116,48.0879,Q,Q
2023-03-15 11:09:53:489,0,1.46428,-2.04515,48.1734,Q,Q
2023-03-15 11:09:53:499,0,1.40176,-2.03879,48.2585,Q,Q
2023-03-15 11:09:53:509,0,1.34347,-2.03767,48.3383,Q,Q
2023-03-15 11:09:53:520,0,1.2879,-2.03756,48.4181,Q,Q
2023-03-15 11:09:53:529,0,1.23589,-2.03608,48.4986,Q,Q
2023-03-15 11:09:53:539,0,1.19084,-2.03848,48.5828,Q,Q
2023-03-15 11:09:53:549,0,1.15098,-2.04417,48.6587,Q,Q
2023-03-15 11:09:53:559,0,1.11714,-2.04838,48.7323,Q,Q
2023-03-15 11:09:53:569,0,1.08703,-2.05274,48.7993,Q,Q
2023-03-15 11:09:53:579,0,1.06373,-2.04925,48.8628,Q,Q
2023-03-15 11:09:53:590,0,1.04857,-2.0449,48.9214,Q,Q
2023-03-15 11:09:53:599,0,1.03396,-2.03919,48.973,Q,Q
2023-03-15 11:09:53:609,0,1.02097,-2.03196,49.0266,Q,Q
2023-03-15 11:09:53:619,0,1.01173,-2.02717,49.0805,Q,Q
2023-03-15 11:09:53:630,0,0.998293,-2.01982,49.1318,Q,Q
2023-03-15 11:09:53:640,0,0.984097,-2.00937,49.1774,Q,Q
2023-03-15 11:09:53:649,0,0.971823,-1.99512,49.2221,Q,Q
2023-03-15 11:09:53:659,0,0.961714,-1.98143,49.2635,Q,Q
2023-03-15 11:09:53:669,0,0.95373,-1.97415,49.2991,Q,Q
2023-03-15 11:09:53:680,0,0.941568,-1.96918,49.3305,Q,Q
2023-03-15 11:09:53:689,0,0.92386,-1.95576,49.3613,Q,Q
2023-03-15 11:09:53:699,0,0.914574,-1.9377,49.3919,Q,Q
2023-03-15 11:09:53:709,0,0.916383,-1.91802,49.4206,Q,Q
2023-03-15 11:09:53:720,0,0.913278,-1.90273,49.459,Q,Q
2023-03-15 11:09:53:729,0,0.904052,-1.88982,49.4915,Q,Q
2023-03-15 11:09:53:739,0,0.892604,-1.87738,49.5229,Q,Q
2023-03-15 11:09:53:750,0,0.878474,-1.8602,49.5491,Q,Q
2023-03-15 11:09:53:760,0,0.868152,-1.83986,49.569,Q,Q
2023-03-15 11:09:53:770,0,0.858784,-1.8167,49.5876,Q,Q
2023-03-15 11:09:53:780,0,0.850192,-1.79752,49.6064,Q,Q
2023-03-15 11:09:53:790,0,0.84349,-1.78557,49.6253,Q,Q
2023-03-15 11:09:53:800,0,0.837714,-1.78194,49.647,Q,Q
2023-03-15 11:09:53:809,0,0.823751,-1.78171,49.6696,Q,Q
2023-03-15 11:09:53:820,0,0.803607,-1.78046,49.6896,Q,Q
2023-03-15 11:09:53:830,0,0.779767,-1.77686,49.7046,Q,Q
2023-03-15 11:09:53:840,0,0.753913,-1.77385,49.7149,Q,Q
2023-03-15 11:09:53:850,0,0.724703,-1.77349,49.7088,Q,Q
2023-03-15 11:09:53:860,0,0.699754,-1.77921,49.6985,Q,Q
2023-03-15 11:09:53:870,0,0.67234,-1.77959,49.6915,Q,Q
2023-03-15 11:09:53:880,0,0.652352,-1.77087,49.6874,Q,Q
2023-03-15 11:09:53:890,0,0.645517,-1.76617,49.6877,Q,Q
2023-03-15 11:09:53:900,0,0.645791,-1.75988,49.6852,Q,Q
2023-03-15 11:09:53:910,0,0.645619,-1.7568,49.6871,Q,Q
2023-03-15 11:09:53:920,0,0.640195,-1.74347,49.686,Q,Q
2023-03-15 11:09:53:929,0,0.631093,-1.73649,49.684,Q,Q
2023-03-15 11:09:53:939,0,0.625989,-1.72736,49.681,Q,Q
2023-03-15 11:09:53:949,0,0.620696,-1.71511,49.6796,Q,Q
2023-03-15 11:09:53:959,0,0.614314,-1.70055,49.6713,Q,Q
2023-03-15 11:09:53:969,0,0.607549,-1.68696,49.662,Q,Q
2023-03-15 11:09:53:979,0,0.596927,-1.67318,49.6517,Q,Q
2023-03-15 11:09:53:989,0,0.587987,-1.66106,49.6342,Q,Q
2023-03-15 11:09:53:999,0,0.571803,-1.65917,49.6129,Q,Q
2023-03-15 11:09:54:9,0,0.547811,-1.6615,49.5952,Q,Q
2023-03-15 11:09:54:19,0,0.52283,-1.65869,49.5733,Q,Q
2023-03-15 11:09:54:29,0,0.501249,-1.65625,49.5471,Q,Q
2023-03-15 11:09:54:39,0,0.482638,-1.65437,49.5174,Q,Q
2023-03-15 11:09:54:49,0,0.469895,-1.65575,49.4902,Q,Q
2023-03-15 11:09:54:59,0,0.453632,-1.65556,49.4653,Q,Q
2023-03-15 11:09:54:69,0,0.437128,-1.6606,49.4409,Q,Q
2023-03-15 11:09:54:79,0,0.427414,-1.6618,49.4209,Q,Q
2023-03-15 11:09:54:89,0,0.420227,-1.66498,49.4121,Q,Q
2023-03-15 11:09:54:99,0,0.419204,-1.66697,49.4055,Q,Q
2023-03-15 11:09:54:109,0,0.417045,-1.66789,49.4015,Q,Q
2023-03-15 11:09:54:119,0,0.419916,-1.66863,49.4004,Q,Q
2023-03-15 11:09:54:129,0,0.424097,-1.66919,49.398,Q,Q
2023-03-15 11:09:54:139,0,0.42817,-1.66653,49.3967,Q,Q
2023-03-15 11:09:54:149,0,0.432593,-1.66216,49.4018,Q,Q
2023-03-15 11:09:54:159,0,0.437706,-1.65757,49.4102,Q,Q
2023-03-15 11:09:54:169,0,0.441885,-1.65874,49.4195,Q,Q
2023-03-15 11:09:54:179,0,0.445132,-1.65982,49.4322,Q,Q
2023-03-15 11:09:54:189,0,0.446918,-1.66298,49.4438,Q,Q
2023-03-15 11:09:54:199,0,0.445219,-1.667,49.4569,Q,Q
2023-03-15 11:09:54:209,0,0.438802,-1.66968,49.4718,Q,Q
2023-03-15 11:09:54:219,0,0.433899,-1.67203,49.4918,Q,Q
2023-03-15 11:09:54:229,0,0.429545,-1.67172,49.5154,Q,Q
2023-03-15 11:09:54:239,0,0.421696,-1.67486,49.5397,Q,Q
2023-03-15 11:09:54:249,0,0.414439,-1.67729,49.5647,Q,Q
2023-03-15 11:09:54:260,0,0.403209,-1.67677,49.5894,Q,Q
2023-03-15 11:09:54:269,0,0.387869,-1.67673,49.6129,Q,Q
2023-03-15 11:09:54:279,0,0.374025,-1.68138,49.6381,Q,Q
2023-03-15 11:09:54:289,0,0.356198,-1.68488,49.6647,Q,Q
2023-03-15 11:09:54:299,0,0.343458,-1.68616,49.6901,Q,Q
2023-03-15 11:09:54:309,0,0.325612,-1.68471,49.7111,Q,Q
2023-03-15 11:09:54:319,0,0.306498,-1.68358,49.7303,Q,Q
2023-03-15 11:09:54:329,0,0.290685,-1.68004,49.749,Q,Q
2023-03-15 11:09:54:339,0,0.277341,-1.68063,49.7614,Q,Q
2023-03-15 11:09:54:349,0,0.263925,-1.67428,49.7738,Q,Q
2023-03-15 11:09:54:359,0,0.24653,-1.6729,49.7837,Q,Q
2023-03-15 11:09:54:369,0,0.230352,-1.66587,49.7912,Q,Q
2023-03-15 11:09:54:379,0,0.213703,-1.6664,49.8017,Q,Q
2023-03-15 11:09:54:389,0,0.195833,-1.66382,49.8095,Q,Q
2023-03-15 11:09:54:399,0,0.176286,-1.66177,49.8097,Q,Q
2023-03-15 11:09:54:409,0,0.157416,-1.65947,49.8111,Q,Q
2023-03-15 11:09:54:419,0,0.133686,-1.66716,49.8094,Q,Q
2023-03-15 11:09:54:429,0,0.103218,-1.68616,49.8067,Q,Q
2023-03-15 11:09:54:439,0,0.0726737,-1.70136,49.8059,Q,Q
2023-03-15 11:09:54:450,0,0.0489054,-1.7084,49.8012,Q,Q
2023-03-15 11:09:54:460,0,0.0332382,-1.71933,49.7995,Q,Q
2023-03-15 11:09:54:470,0,0.024461,-1.73037,49.7975,Q,Q
2023-03-15 11:09:54:479,0,0.015634,-1.75094,49.7883,Q,Q
2023-03-15 11:09:54:490,0,0.000994675,-1.78742,49.763,Q,Q
2023-03-15 11:09:54:500,0,-0.013623,-1.83362,49.7061,Q,Q
2023-03-15 11:09:54:509,0,-0.0274667,-1.892,49.6098,Q,Q
2023-03-15 11:09:54:519,0,-0.025685,-1.9662,49.4583,Q,Q
2023-03-15 11:09:54:529,0,0.00190232,-2.06696,49.2393,Q,Q
2023-03-15 11:09:54:539,0,0.0440273,-2.19954,48.9346,Q,Q
2023-03-15 11:09:54:550,0,0.109637,-2.37295,48.532,Q,Q
2023-03-15 11:09:54:560,0,0.19515,-2.59422,48.0417,Q,Q
2023-03-15 11:09:54:569,0,0.302391,-2.85388,47.4738,Q,Q
2023-03-15 11:09:54:579,0,0.431264,-3.1537,46.8242,Q,Q
2023-03-15 11:09:54:589,0,0.579203,-3.48137,46.1008,Q,Q
2023-03-15 11:09:54:600,0,0.735652,-3.83321,45.3093,Q,Q
2023-03-15 11:09:54:610,0,0.88951,-4.19785,44.4584,Q,Q
2023-03-15 11:09:54:619,0,1.03933,-4.57237,43.5646,Q,Q
2023-03-15 11:09:54:630,0,1.18815,-4.95967,42.6342,Q,Q
