Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-10 21:45:11:842,0,-0.390528,-6.59164,87.8894
2023-03-10 21:45:11:850,0,-0.385142,-6.63186,87.9185
2023-03-10 21:45:11:860,0,-0.377346,-6.65835,87.9375
2023-03-10 21:45:11:870,0,-0.352005,-6.68315,87.9605
2023-03-10 21:45:11:880,0,-0.299252,-6.72273,87.9947
2023-03-10 21:45:11:890,0,-0.234907,-6.77944,88.041
2023-03-10 21:45:11:900,0,-0.17684,-6.84011,88.0958
2023-03-10 21:45:11:910,0,-0.144565,-6.89093,88.1578
2023-03-10 21:45:11:920,0,-0.126703,-6.92864,88.2191
2023-03-10 21:45:11:930,0,-0.120592,-6.95091,88.2711
2023-03-10 21:45:11:940,0,-0.121576,-6.96554,88.3201
2023-03-10 21:45:11:950,0,-0.114797,-6.98311,88.3682
2023-03-10 21:45:11:960,0,-0.0973384,-7.00812,88.4156
2023-03-10 21:45:11:970,0,-0.0649917,-7.04271,88.464
2023-03-10 21:45:11:980,0,-0.0319325,-7.07756,88.5076
2023-03-10 21:45:11:990,0,-0.00133993,-7.10059,88.5354
2023-03-10 21:45:12:0,0,0.0229638,-7.10821,88.5512
2023-03-10 21:45:12:10,0,0.0307476,-7.10322,88.5482
2023-03-10 21:45:12:20,0,0.0355078,-7.09655,88.5266
2023-03-10 21:45:12:30,0,0.0339093,-7.08492,88.4958
2023-03-10 21:45:12:40,0,0.0306762,-7.0791,88.4599
2023-03-10 21:45:12:50,0,0.029256,-7.08169,88.4243
2023-03-10 21:45:12:60,0,0.0245618,-7.09159,88.3926
2023-03-10 21:45:12:71,0,0.0147166,-7.10578,88.3712
2023-03-10 21:45:12:80,0,-0.00526547,-7.11988,88.353
2023-03-10 21:45:12:91,0,-0.0208242,-7.13136,88.3377
2023-03-10 21:45:12:100,0,-0.0360264,-7.14141,88.3167
2023-03-10 21:45:12:111,0,-0.0461612,-7.14516,88.2881
2023-03-10 21:45:12:121,0,-0.047119,-7.14582,88.2527
2023-03-10 21:45:12:130,0,-0.0436606,-7.14653,88.2114
2023-03-10 21:45:12:140,0,-0.0311584,-7.14587,88.1661
2023-03-10 21:45:12:150,0,-0.0216538,-7.15719,88.1222
2023-03-10 21:45:12:160,0,-0.0193804,-7.1795,88.0798
2023-03-10 21:45:12:171,0,-0.0179856,-7.21163,88.0416
2023-03-10 21:45:12:180,0,-0.0113588,-7.24725,88.0034
2023-03-10 21:45:12:190,0,0.00442705,-7.27908,87.9616
2023-03-10 21:45:12:200,0,0.0322325,-7.30576,87.9127
2023-03-10 21:45:12:210,0,0.0756788,-7.32183,87.8554
2023-03-10 21:45:12:220,0,0.12701,-7.33779,87.7885
2023-03-10 21:45:12:230,0,0.177508,-7.35181,87.726
2023-03-10 21:45:12:240,0,0.223942,-7.36775,87.664
2023-03-10 21:45:12:250,0,0.264792,-7.39183,87.6035
2023-03-10 21:45:12:260,0,0.294382,-7.41491,87.5498
2023-03-10 21:45:12:270,0,0.311557,-7.44384,87.4969
2023-03-10 21:45:12:280,0,0.323104,-7.46597,87.4485
2023-03-10 21:45:12:290,0,0.32013,-7.4804,87.3952
2023-03-10 21:45:12:300,0,0.299357,-7.4965,87.3357
2023-03-10 21:45:12:310,0,0.263007,-7.50544,87.2685
2023-03-10 21:45:12:320,0,0.205451,-7.51926,87.1861
2023-03-10 21:45:12:330,0,0.138263,-7.53546,87.0946
2023-03-10 21:45:12:340,0,0.0681778,-7.55372,86.9986
