Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 15:47:27:964,0,-14.498,-8.13811,95.5604
2023-03-11 15:47:27:972,0,-14.5057,-8.1203,95.552
2023-03-11 15:47:27:983,0,-14.5104,-8.10481,95.544
2023-03-11 15:47:27:993,0,-14.5174,-8.08589,95.5391
2023-03-11 15:47:28:3,0,-14.52,-8.0671,95.5319
2023-03-11 15:47:28:13,0,-14.5176,-8.04753,95.5245
2023-03-11 15:47:28:23,0,-14.5132,-8.03034,95.5178
2023-03-11 15:47:28:33,0,-14.5022,-8.01663,95.5104
2023-03-11 15:47:28:43,0,-14.4873,-7.99805,95.5023
2023-03-11 15:47:28:53,0,-14.4714,-7.9791,95.493
2023-03-11 15:47:28:62,0,-14.4546,-7.96135,95.482
2023-03-11 15:47:28:72,0,-14.4346,-7.9492,95.4698
2023-03-11 15:47:28:82,0,-14.418,-7.93895,95.4612
2023-03-11 15:47:28:92,0,-14.397,-7.92953,95.4532
2023-03-11 15:47:28:103,0,-14.3735,-7.9234,95.4439
2023-03-11 15:47:28:113,0,-14.3546,-7.92167,95.438
2023-03-11 15:47:28:123,0,-14.3367,-7.92278,95.4351
2023-03-11 15:47:28:133,0,-14.3198,-7.92893,95.4308
2023-03-11 15:47:28:143,0,-14.3012,-7.93814,95.4316
2023-03-11 15:47:28:153,0,-14.2845,-7.94633,95.4314
2023-03-11 15:47:28:163,0,-14.2714,-7.95865,95.4358
2023-03-11 15:47:28:173,0,-14.2636,-7.97289,95.4394
2023-03-11 15:47:28:183,0,-14.2582,-7.98143,95.4416
2023-03-11 15:47:28:193,0,-14.2571,-7.99113,95.4448
2023-03-11 15:47:28:203,0,-14.2587,-7.99673,95.4424
2023-03-11 15:47:28:213,0,-14.2615,-8.00679,95.4429
2023-03-11 15:47:28:223,0,-14.2683,-8.01559,95.4452
2023-03-11 15:47:28:233,0,-14.275,-8.02041,95.451
2023-03-11 15:47:28:243,0,-14.2856,-8.02467,95.4541
2023-03-11 15:47:28:253,0,-14.2959,-8.02862,95.4577
2023-03-11 15:47:28:263,0,-14.3048,-8.0313,95.4585
2023-03-11 15:47:28:273,0,-14.3187,-8.0324,95.4605
2023-03-11 15:47:28:283,0,-14.328,-8.02913,95.4636
2023-03-11 15:47:28:293,0,-14.3357,-8.02581,95.4594
2023-03-11 15:47:28:303,0,-14.3454,-8.01913,95.4542
2023-03-11 15:47:28:312,0,-14.3528,-8.01461,95.4506
2023-03-11 15:47:28:322,0,-14.3594,-8.0074,95.4479
2023-03-11 15:47:28:332,0,-14.3609,-7.99978,95.4402
2023-03-11 15:47:28:342,0,-14.3615,-7.98942,95.4284
2023-03-11 15:47:28:352,0,-14.3627,-7.98282,95.4161
2023-03-11 15:47:28:362,0,-14.3645,-7.97648,95.4034
2023-03-11 15:47:28:372,0,-14.3637,-7.96902,95.3924
2023-03-11 15:47:28:382,0,-14.3628,-7.96554,95.3828
2023-03-11 15:47:28:392,0,-14.3609,-7.9601,95.3742
2023-03-11 15:47:28:402,0,-14.3573,-7.95371,95.3669
2023-03-11 15:47:28:413,0,-14.3487,-7.95164,95.363
2023-03-11 15:47:28:423,0,-14.3377,-7.94105,95.3603
2023-03-11 15:47:28:433,0,-14.326,-7.93279,95.3604
2023-03-11 15:47:28:443,0,-14.3118,-7.92453,95.3571
2023-03-11 15:47:28:453,0,-14.3016,-7.91861,95.3619
2023-03-11 15:47:28:463,0,-14.2945,-7.91143,95.369
2023-03-11 15:47:28:473,0,-14.286,-7.89821,95.3727
2023-03-11 15:47:28:483,0,-14.2795,-7.88594,95.3776
2023-03-11 15:47:28:493,0,-14.2715,-7.87187,95.3772
2023-03-11 15:47:28:503,0,-14.2628,-7.85491,95.3768
2023-03-11 15:47:28:513,0,-14.2517,-7.83302,95.3748
2023-03-11 15:47:28:523,0,-14.2416,-7.81522,95.366
2023-03-11 15:47:28:533,0,-14.2363,-7.79703,95.3549
2023-03-11 15:47:28:543,0,-14.227,-7.78169,95.3404
2023-03-11 15:47:28:553,0,-14.2155,-7.76993,95.3229
