Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 15:39:14:888,0,-8.51849,0.472279,-18.5655,Q,Q
2023-03-15 15:39:14:896,0,-8.54592,0.456925,-18.6152,Q,Q
2023-03-15 15:39:14:906,0,-8.57181,0.437033,-18.6656,Q,Q
2023-03-15 15:39:14:916,0,-8.59684,0.412235,-18.7168,Q,Q
2023-03-15 15:39:14:926,0,-8.61666,0.389801,-18.7679,Q,Q
2023-03-15 15:39:14:936,0,-8.63741,0.364796,-18.8189,Q,Q
2023-03-15 15:39:14:947,0,-8.66047,0.337075,-18.8684,Q,Q
2023-03-15 15:39:14:956,0,-8.6863,0.303013,-18.9169,Q,Q
2023-03-15 15:39:14:966,0,-8.71686,0.267953,-18.9686,Q,Q
2023-03-15 15:39:14:977,0,-8.74487,0.233836,-19.0183,Q,Q
2023-03-15 15:39:14:987,0,-8.76322,0.210403,-19.0737,Q,Q
2023-03-15 15:39:14:997,0,-8.77131,0.193075,-19.131,Q,Q
2023-03-15 15:39:15:7,0,-8.77184,0.178032,-19.1874,Q,Q
2023-03-15 15:39:15:17,0,-8.7644,0.161162,-19.2413,Q,Q
2023-03-15 15:39:15:26,0,-8.75912,0.143387,-19.2954,Q,Q
2023-03-15 15:39:15:37,0,-8.74555,0.127279,-19.3449,Q,Q
2023-03-15 15:39:15:47,0,-8.73122,0.11007,-19.3936,Q,Q
2023-03-15 15:39:15:57,0,-8.71534,0.095874,-19.4369,Q,Q
2023-03-15 15:39:15:67,0,-8.70077,0.084861,-19.4793,Q,Q
2023-03-15 15:39:15:77,0,-8.69125,0.0732074,-19.5142,Q,Q
2023-03-15 15:39:15:87,0,-8.67921,0.0604209,-19.5522,Q,Q
2023-03-15 15:39:15:97,0,-8.66262,0.0482123,-19.5799,Q,Q
2023-03-15 15:39:15:107,0,-8.63756,0.0377789,-19.6042,Q,Q
2023-03-15 15:39:15:117,0,-8.60835,0.0280527,-19.6227,Q,Q
2023-03-15 15:39:15:127,0,-8.5842,0.0152538,-19.6381,Q,Q
2023-03-15 15:39:15:137,0,-8.5581,0.00429339,-19.6472,Q,Q
2023-03-15 15:39:15:147,0,-8.53039,-0.00166518,-19.6529,Q,Q
2023-03-15 15:39:15:157,0,-8.50096,-0.00459058,-19.6586,Q,Q
2023-03-15 15:39:15:167,0,-8.47056,-0.00615037,-19.6618,Q,Q
2023-03-15 15:39:15:177,0,-8.44527,-0.0104953,-19.6587,Q,Q
2023-03-15 15:39:15:187,0,-8.42622,-0.014743,-19.658,Q,Q
