Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 15:42:06:256,0,-4.48133,-1.17692,-35.3784,Q,Q
2023-03-15 15:42:06:263,0,-4.492,-1.17765,-35.3885,Q,Q
2023-03-15 15:42:06:273,0,-4.50386,-1.17359,-35.4008,Q,Q
2023-03-15 15:42:06:283,0,-4.51385,-1.16807,-35.4163,Q,Q
2023-03-15 15:42:06:293,0,-4.52134,-1.1603,-35.434,Q,Q
2023-03-15 15:42:06:303,0,-4.52493,-1.15531,-35.4555,Q,Q
2023-03-15 15:42:06:313,0,-4.53124,-1.15217,-35.4781,Q,Q
2023-03-15 15:42:06:323,0,-4.53499,-1.15061,-35.4963,Q,Q
2023-03-15 15:42:06:333,0,-4.53934,-1.14595,-35.5197,Q,Q
2023-03-15 15:42:06:343,0,-4.5476,-1.13814,-35.5423,Q,Q
2023-03-15 15:42:06:353,0,-4.55299,-1.13205,-35.5704,Q,Q
2023-03-15 15:42:06:363,0,-4.55937,-1.12814,-35.5935,Q,Q
2023-03-15 15:42:06:374,0,-4.56213,-1.12832,-35.6166,Q,Q
2023-03-15 15:42:06:383,0,-4.56327,-1.12863,-35.6331,Q,Q
2023-03-15 15:42:06:394,0,-4.564,-1.13676,-35.6482,Q,Q
2023-03-15 15:42:06:404,0,-4.5625,-1.13968,-35.6615,Q,Q
2023-03-15 15:42:06:414,0,-4.56017,-1.14128,-35.6737,Q,Q
2023-03-15 15:42:06:424,0,-4.55476,-1.13833,-35.6828,Q,Q
2023-03-15 15:42:06:433,0,-4.55257,-1.13622,-35.6913,Q,Q
2023-03-15 15:42:06:444,0,-4.55291,-1.13446,-35.6958,Q,Q
2023-03-15 15:42:06:454,0,-4.55017,-1.13652,-35.701,Q,Q
2023-03-15 15:42:06:464,0,-4.54503,-1.1392,-35.7056,Q,Q
2023-03-15 15:42:06:474,0,-4.53872,-1.13984,-35.714,Q,Q
2023-03-15 15:42:06:484,0,-4.52974,-1.13902,-35.7284,Q,Q
2023-03-15 15:42:06:494,0,-4.52179,-1.13707,-35.7451,Q,Q
