Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 16:35:58:950,0,-12.483,-6.2642,85.7187
2023-03-11 16:35:58:958,0,-12.4949,-6.27257,85.7328
2023-03-11 16:35:58:968,0,-12.5042,-6.27751,85.749
2023-03-11 16:35:58:978,0,-12.5162,-6.28441,85.7659
2023-03-11 16:35:58:988,0,-12.5289,-6.28747,85.7783
2023-03-11 16:35:58:998,0,-12.5325,-6.28666,85.7893
2023-03-11 16:35:59:8,0,-12.5373,-6.28642,85.7965
2023-03-11 16:35:59:18,0,-12.5388,-6.28557,85.7972
2023-03-11 16:35:59:28,0,-12.5347,-6.28453,85.7953
2023-03-11 16:35:59:38,0,-12.5242,-6.28353,85.7923
2023-03-11 16:35:59:48,0,-12.5082,-6.28607,85.7798
2023-03-11 16:35:59:58,0,-12.4917,-6.29206,85.7629
2023-03-11 16:35:59:68,0,-12.479,-6.30064,85.754
2023-03-11 16:35:59:78,0,-12.4657,-6.30977,85.7459
2023-03-11 16:35:59:88,0,-12.4557,-6.32221,85.7383
2023-03-11 16:35:59:98,0,-12.4464,-6.33201,85.732
2023-03-11 16:35:59:108,0,-12.4365,-6.34489,85.7295
2023-03-11 16:35:59:118,0,-12.4311,-6.35664,85.7339
2023-03-11 16:35:59:128,0,-12.4255,-6.37141,85.7397
2023-03-11 16:35:59:138,0,-12.4255,-6.38124,85.7464
2023-03-11 16:35:59:148,0,-12.4233,-6.39087,85.7552
2023-03-11 16:35:59:158,0,-12.4238,-6.40266,85.7642
2023-03-11 16:35:59:168,0,-12.4264,-6.41378,85.7759
2023-03-11 16:35:59:178,0,-12.4348,-6.42253,85.7849
2023-03-11 16:35:59:188,0,-12.4402,-6.43009,85.7899
2023-03-11 16:35:59:198,0,-12.4547,-6.43717,85.7969
2023-03-11 16:35:59:208,0,-12.4696,-6.44232,85.8019
2023-03-11 16:35:59:218,0,-12.4862,-6.44515,85.8092
2023-03-11 16:35:59:228,0,-12.5021,-6.44735,85.8114
2023-03-11 16:35:59:239,0,-12.5164,-6.44484,85.8106
2023-03-11 16:35:59:248,0,-12.5272,-6.44236,85.8041
2023-03-11 16:35:59:258,0,-12.5302,-6.43862,85.7953
2023-03-11 16:35:59:269,0,-12.5328,-6.43465,85.7832
2023-03-11 16:35:59:279,0,-12.5311,-6.43163,85.7711
2023-03-11 16:35:59:288,0,-12.5336,-6.42434,85.7553
2023-03-11 16:35:59:298,0,-12.5333,-6.41389,85.7401
2023-03-11 16:35:59:308,0,-12.5303,-6.4066,85.7239
2023-03-11 16:35:59:318,0,-12.5229,-6.4015,85.7067
2023-03-11 16:35:59:328,0,-12.5163,-6.40055,85.693
2023-03-11 16:35:59:338,0,-12.5037,-6.4034,85.6786
2023-03-11 16:35:59:348,0,-12.4911,-6.40469,85.6628
2023-03-11 16:35:59:358,0,-12.4808,-6.40687,85.6497
2023-03-11 16:35:59:368,0,-12.4737,-6.41252,85.6408
2023-03-11 16:35:59:378,0,-12.4676,-6.4238,85.6378
2023-03-11 16:35:59:388,0,-12.4605,-6.43694,85.6402
2023-03-11 16:35:59:398,0,-12.4582,-6.44662,85.6469
2023-03-11 16:35:59:408,0,-12.4542,-6.45365,85.6571
2023-03-11 16:35:59:418,0,-12.4523,-6.46047,85.6704
2023-03-11 16:35:59:428,0,-12.4496,-6.46409,85.6843
2023-03-11 16:35:59:438,0,-12.4496,-6.46864,85.6988
2023-03-11 16:35:59:448,0,-12.4512,-6.4701,85.7122
2023-03-11 16:35:59:458,0,-12.4559,-6.47244,85.7216
2023-03-11 16:35:59:468,0,-12.4631,-6.474,85.7261
2023-03-11 16:35:59:478,0,-12.4766,-6.47866,85.7329
2023-03-11 16:35:59:488,0,-12.4902,-6.48417,85.7333
2023-03-11 16:35:59:498,0,-12.5077,-6.48978,85.7392
2023-03-11 16:35:59:508,0,-12.5253,-6.49675,85.7449
2023-03-11 16:35:59:518,0,-12.5447,-6.50014,85.7486
2023-03-11 16:35:59:528,0,-12.5664,-6.49721,85.7556
2023-03-11 16:35:59:538,0,-12.5846,-6.49405,85.7579
2023-03-11 16:35:59:548,0,-12.5989,-6.49557,85.7624
2023-03-11 16:35:59:558,0,-12.6131,-6.49746,85.7653
2023-03-11 16:35:59:568,0,-12.626,-6.50536,85.7684
2023-03-11 16:35:59:578,0,-12.6403,-6.51038,85.7749
2023-03-11 16:35:59:588,0,-12.6503,-6.51646,85.7812
2023-03-11 16:35:59:598,0,-12.6542,-6.52002,85.7858
2023-03-11 16:35:59:608,0,-12.6569,-6.52261,85.7926
2023-03-11 16:35:59:618,0,-12.6622,-6.53085,85.7972
2023-03-11 16:35:59:628,0,-12.666,-6.53845,85.8025
