Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 12:53:53:899,0,-6.93468,-4.96509,-40.6542,Q,Q
2023-03-15 12:53:53:907,0,-6.93697,-4.96434,-40.6397,Q,Q
2023-03-15 12:53:53:917,0,-6.93858,-4.96477,-40.6257,Q,Q
2023-03-15 12:53:53:927,0,-6.94203,-4.96326,-40.6137,Q,Q
2023-03-15 12:53:53:937,0,-6.94563,-4.95981,-40.6056,Q,Q
2023-03-15 12:53:53:948,0,-6.94279,-4.95519,-40.5999,Q,Q
2023-03-15 12:53:53:957,0,-6.94365,-4.94757,-40.5886,Q,Q
2023-03-15 12:53:53:967,0,-6.94252,-4.94578,-40.5716,Q,Q
2023-03-15 12:53:53:977,0,-6.9398,-4.94812,-40.5546,Q,Q
2023-03-15 12:53:53:987,0,-6.9407,-4.95688,-40.5348,Q,Q
2023-03-15 12:53:53:997,0,-6.93981,-4.9703,-40.5134,Q,Q
2023-03-15 12:53:54:7,0,-6.93941,-4.98092,-40.497,Q,Q
2023-03-15 12:53:54:17,0,-6.93215,-4.98389,-40.4849,Q,Q
2023-03-15 12:53:54:27,0,-6.92561,-4.98443,-40.467,Q,Q
2023-03-15 12:53:54:37,0,-6.92075,-4.98562,-40.4486,Q,Q
2023-03-15 12:53:54:47,0,-6.91452,-4.97837,-40.4287,Q,Q
2023-03-15 12:53:54:58,0,-6.90574,-4.97983,-40.4103,Q,Q
2023-03-15 12:53:54:67,0,-6.89685,-4.98199,-40.3896,Q,Q
2023-03-15 12:53:54:77,0,-6.89064,-4.98386,-40.374,Q,Q
2023-03-15 12:53:54:88,0,-6.88905,-4.98601,-40.357,Q,Q
2023-03-15 12:53:54:98,0,-6.88874,-4.98884,-40.3464,Q,Q
2023-03-15 12:53:54:107,0,-6.89078,-4.98878,-40.338,Q,Q
2023-03-15 12:53:54:117,0,-6.89408,-4.99042,-40.3313,Q,Q
2023-03-15 12:53:54:128,0,-6.89286,-4.99631,-40.3224,Q,Q
2023-03-15 12:53:54:138,0,-6.88661,-5.00066,-40.3143,Q,Q
2023-03-15 12:53:54:147,0,-6.88166,-5.00682,-40.3061,Q,Q
2023-03-15 12:53:54:157,0,-6.87013,-5.01162,-40.2965,Q,Q
2023-03-15 12:53:54:167,0,-6.8599,-5.01474,-40.2871,Q,Q
2023-03-15 12:53:54:177,0,-6.84963,-5.01621,-40.2741,Q,Q
2023-03-15 12:53:54:187,0,-6.83767,-5.01693,-40.2562,Q,Q
2023-03-15 12:53:54:197,0,-6.8317,-5.01747,-40.2307,Q,Q
2023-03-15 12:53:54:207,0,-6.82721,-5.01308,-40.2057,Q,Q
2023-03-15 12:53:54:218,0,-6.8252,-5.00595,-40.1786,Q,Q
2023-03-15 12:53:54:227,0,-6.82134,-4.99337,-40.1472,Q,Q
2023-03-15 12:53:54:237,0,-6.81973,-4.98466,-40.1141,Q,Q
2023-03-15 12:53:54:248,0,-6.81581,-4.97605,-40.0766,Q,Q
2023-03-15 12:53:54:258,0,-6.81582,-4.97336,-40.0366,Q,Q
2023-03-15 12:53:54:267,0,-6.81664,-4.97006,-40.0029,Q,Q
2023-03-15 12:53:54:277,0,-6.82008,-4.97017,-39.9663,Q,Q
2023-03-15 12:53:54:288,0,-6.82669,-4.96842,-39.9361,Q,Q
2023-03-15 12:53:54:297,0,-6.83488,-4.96549,-39.9101,Q,Q
2023-03-15 12:53:54:307,0,-6.84465,-4.96336,-39.889,Q,Q
2023-03-15 12:53:54:317,0,-6.8575,-4.96095,-39.8638,Q,Q
2023-03-15 12:53:54:327,0,-6.87006,-4.96411,-39.8422,Q,Q
2023-03-15 12:53:54:337,0,-6.88834,-4.96529,-39.8261,Q,Q
2023-03-15 12:53:54:347,0,-6.90328,-4.97035,-39.8081,Q,Q
2023-03-15 12:53:54:357,0,-6.91724,-4.9744,-39.7959,Q,Q
2023-03-15 12:53:54:367,0,-6.92924,-4.98016,-39.7837,Q,Q
2023-03-15 12:53:54:377,0,-6.94179,-4.98985,-39.7737,Q,Q
2023-03-15 12:53:54:387,0,-6.9485,-4.99492,-39.7624,Q,Q
2023-03-15 12:53:54:397,0,-6.95762,-4.99996,-39.7505,Q,Q
2023-03-15 12:53:54:408,0,-6.96205,-5.00882,-39.739,Q,Q
2023-03-15 12:53:54:418,0,-6.96682,-5.01579,-39.7228,Q,Q
2023-03-15 12:53:54:428,0,-6.97239,-5.0206,-39.7064,Q,Q
2023-03-15 12:53:54:437,0,-6.97647,-5.02387,-39.6855,Q,Q
2023-03-15 12:53:54:448,0,-6.98415,-5.02756,-39.6654,Q,Q
2023-03-15 12:53:54:458,0,-6.99165,-5.03044,-39.6431,Q,Q
2023-03-15 12:53:54:468,0,-6.99467,-5.03429,-39.6209,Q,Q
2023-03-15 12:53:54:477,0,-6.99982,-5.0332,-39.5995,Q,Q
2023-03-15 12:53:54:487,0,-7.00334,-5.03222,-39.5804,Q,Q
2023-03-15 12:53:54:497,0,-7.00267,-5.03141,-39.5626,Q,Q
2023-03-15 12:53:54:507,0,-7.00253,-5.02749,-39.5447,Q,Q
2023-03-15 12:53:54:517,0,-7.0008,-5.026,-39.5266,Q,Q
2023-03-15 12:53:54:527,0,-7.00037,-5.02555,-39.5064,Q,Q
2023-03-15 12:53:54:537,0,-7.00251,-5.02648,-39.4866,Q,Q
2023-03-15 12:53:54:547,0,-7.0039,-5.02739,-39.4667,Q,Q
2023-03-15 12:53:54:557,0,-7.00608,-5.02878,-39.4473,Q,Q
2023-03-15 12:53:54:567,0,-7.00716,-5.02758,-39.4309,Q,Q
2023-03-15 12:53:54:577,0,-7.00887,-5.02302,-39.4128,Q,Q
2023-03-15 12:53:54:587,0,-7.00992,-5.02001,-39.3973,Q,Q
2023-03-15 12:53:54:597,0,-7.01052,-5.01615,-39.3805,Q,Q
2023-03-15 12:53:54:607,0,-7.01654,-5.01335,-39.3652,Q,Q
2023-03-15 12:53:54:617,0,-7.02339,-5.00853,-39.352,Q,Q
2023-03-15 12:53:54:627,0,-7.02395,-5.00867,-39.3412,Q,Q
2023-03-15 12:53:54:637,0,-7.02425,-5.00842,-39.3343,Q,Q
2023-03-15 12:53:54:647,0,-7.02189,-5.00756,-39.3238,Q,Q
2023-03-15 12:53:54:657,0,-7.02232,-5.00763,-39.3147,Q,Q
2023-03-15 12:53:54:667,0,-7.02115,-5.00603,-39.3099,Q,Q
2023-03-15 12:53:54:677,0,-7.02012,-5.00682,-39.3025,Q,Q
2023-03-15 12:53:54:687,0,-7.01711,-5.00613,-39.2973,Q,Q
