Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 22:10:25:894,0,1.44679,-3.18392,-28.2423,Q,Q
2023-03-15 22:10:25:902,0,1.42617,-3.18196,-28.2252,Q,Q
2023-03-15 22:10:25:912,0,1.41041,-3.18212,-28.2044,Q,Q
2023-03-15 22:10:25:922,0,1.3979,-3.18091,-28.1887,Q,Q
2023-03-15 22:10:25:932,0,1.38912,-3.18379,-28.1761,Q,Q
2023-03-15 22:10:25:942,0,1.3796,-3.18865,-28.1636,Q,Q
2023-03-15 22:10:25:952,0,1.36682,-3.1875,-28.1514,Q,Q
2023-03-15 22:10:25:962,0,1.36087,-3.19041,-28.1447,Q,Q
2023-03-15 22:10:25:972,0,1.35466,-3.19311,-28.1434,Q,Q
2023-03-15 22:10:25:982,0,1.35127,-3.19405,-28.1404,Q,Q
2023-03-15 22:10:25:992,0,1.34783,-3.19682,-28.1402,Q,Q
2023-03-15 22:10:26:2,0,1.34175,-3.19727,-28.1444,Q,Q
2023-03-15 22:10:26:12,0,1.33785,-3.19465,-28.1518,Q,Q
2023-03-15 22:10:26:22,0,1.33217,-3.19142,-28.1615,Q,Q
2023-03-15 22:10:26:32,0,1.32357,-3.18908,-28.1726,Q,Q
2023-03-15 22:10:26:42,0,1.31656,-3.18739,-28.1891,Q,Q
2023-03-15 22:10:26:52,0,1.31305,-3.18358,-28.2093,Q,Q
2023-03-15 22:10:26:62,0,1.30711,-3.17769,-28.2284,Q,Q
2023-03-15 22:10:26:72,0,1.30436,-3.17435,-28.2499,Q,Q
2023-03-15 22:10:26:82,0,1.29888,-3.16785,-28.2697,Q,Q
2023-03-15 22:10:26:92,0,1.29514,-3.15575,-28.2949,Q,Q
2023-03-15 22:10:26:102,0,1.29253,-3.14269,-28.3177,Q,Q
2023-03-15 22:10:26:112,0,1.29422,-3.13221,-28.3406,Q,Q
2023-03-15 22:10:26:122,0,1.29355,-3.12676,-28.3627,Q,Q
2023-03-15 22:10:26:132,0,1.29628,-3.11815,-28.384,Q,Q
2023-03-15 22:10:26:142,0,1.30027,-3.11499,-28.4011,Q,Q
2023-03-15 22:10:26:152,0,1.30133,-3.11411,-28.4154,Q,Q
2023-03-15 22:10:26:162,0,1.29394,-3.10886,-28.4302,Q,Q
2023-03-15 22:10:26:172,0,1.28171,-3.09896,-28.4424,Q,Q
2023-03-15 22:10:26:182,0,1.26406,-3.08839,-28.4509,Q,Q
2023-03-15 22:10:26:192,0,1.24051,-3.08067,-28.4585,Q,Q
2023-03-15 22:10:26:202,0,1.208,-3.07225,-28.4659,Q,Q
