Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 16:08:34:886,0,-7.47087,-2.53618,-26.5651,Q,Q
2023-03-15 16:08:34:894,0,-7.48466,-2.54182,-26.5564,Q,Q
2023-03-15 16:08:34:904,0,-7.49617,-2.54643,-26.5495,Q,Q
2023-03-15 16:08:34:915,0,-7.50843,-2.55455,-26.5447,Q,Q
2023-03-15 16:08:34:925,0,-7.51174,-2.56284,-26.5428,Q,Q
2023-03-15 16:08:34:935,0,-7.52007,-2.57242,-26.5453,Q,Q
2023-03-15 16:08:34:945,0,-7.53234,-2.57655,-26.5527,Q,Q
2023-03-15 16:08:34:955,0,-7.5471,-2.5836,-26.5638,Q,Q
2023-03-15 16:08:34:965,0,-7.55625,-2.58933,-26.5779,Q,Q
2023-03-15 16:08:34:975,0,-7.56058,-2.59526,-26.5907,Q,Q
2023-03-15 16:08:34:985,0,-7.56341,-2.60102,-26.6025,Q,Q
2023-03-15 16:08:34:995,0,-7.57526,-2.60477,-26.6131,Q,Q
2023-03-15 16:08:35:5,0,-7.58534,-2.60421,-26.6227,Q,Q
2023-03-15 16:08:35:15,0,-7.6013,-2.59986,-26.6345,Q,Q
2023-03-15 16:08:35:25,0,-7.61575,-2.59668,-26.6425,Q,Q
2023-03-15 16:08:35:35,0,-7.62731,-2.59548,-26.6588,Q,Q
2023-03-15 16:08:35:45,0,-7.6376,-2.59395,-26.6748,Q,Q
2023-03-15 16:08:35:55,0,-7.65024,-2.58375,-26.6818,Q,Q
2023-03-15 16:08:35:65,0,-7.67064,-2.57291,-26.6825,Q,Q
2023-03-15 16:08:35:75,0,-7.69289,-2.57662,-26.679,Q,Q
2023-03-15 16:08:35:85,0,-7.71669,-2.59188,-26.6674,Q,Q
2023-03-15 16:08:35:95,0,-7.7411,-2.59719,-26.6525,Q,Q
2023-03-15 16:08:35:105,0,-7.75882,-2.59588,-26.641,Q,Q
2023-03-15 16:08:35:115,0,-7.7448,-2.59578,-26.6385,Q,Q
2023-03-15 16:08:35:125,0,-7.70088,-2.59895,-26.6367,Q,Q
2023-03-15 16:08:35:135,0,-7.65299,-2.60514,-26.6323,Q,Q
2023-03-15 16:08:35:145,0,-7.6099,-2.61051,-26.6243,Q,Q
2023-03-15 16:08:35:155,0,-7.5926,-2.61265,-26.6237,Q,Q
2023-03-15 16:08:35:165,0,-7.58568,-2.61751,-26.6302,Q,Q
2023-03-15 16:08:35:175,0,-7.57839,-2.623,-26.6449,Q,Q
2023-03-15 16:08:35:185,0,-7.57139,-2.6284,-26.6567,Q,Q
2023-03-15 16:08:35:195,0,-7.56977,-2.632,-26.6726,Q,Q
2023-03-15 16:08:35:205,0,-7.57162,-2.6392,-26.6887,Q,Q
