Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 21:26:47:337,0,-54.866,1.88537,148.021,Q,Q
2023-03-15 21:26:47:340,0,-54.8669,1.8877,148.02,Q,Q
2023-03-15 21:26:47:350,0,-54.8709,1.88746,148.02,Q,Q
2023-03-15 21:26:47:360,0,-54.8698,1.88903,148.02,Q,Q
2023-03-15 21:26:47:370,0,-54.8701,1.88603,148.018,Q,Q
2023-03-15 21:26:47:380,0,-54.8661,1.88554,148.019,Q,Q
2023-03-15 21:26:47:390,0,-54.8697,1.88461,148.018,Q,Q
2023-03-15 21:26:47:400,0,-54.8683,1.88197,148.023,Q,Q
2023-03-15 21:26:47:410,0,-54.8682,1.88029,148.019,Q,Q
2023-03-15 21:26:47:420,0,-54.8674,1.87853,148.018,Q,Q
2023-03-15 21:26:47:430,0,-54.8671,1.8806,148.018,Q,Q
2023-03-15 21:26:47:440,0,-54.8663,1.88149,148.015,Q,Q
2023-03-15 21:26:47:450,0,-54.863,1.8827,148.016,Q,Q
2023-03-15 21:26:47:460,0,-54.8614,1.88396,148.014,Q,Q
2023-03-15 21:26:47:470,0,-54.8624,1.88553,148.016,Q,Q
2023-03-15 21:26:47:480,0,-54.861,1.8869,148.016,Q,Q
2023-03-15 21:26:47:490,0,-54.8613,1.88448,148.017,Q,Q
2023-03-15 21:26:47:500,0,-54.8608,1.88518,148.016,Q,Q
2023-03-15 21:26:47:510,0,-54.8594,1.88703,148.017,Q,Q
2023-03-15 21:26:47:520,0,-54.8567,1.88915,148.015,Q,Q
2023-03-15 21:26:47:530,0,-54.8557,1.89027,148.016,Q,Q
2023-03-15 21:26:47:540,0,-54.8541,1.89018,148.016,Q,Q
2023-03-15 21:26:47:550,0,-54.8522,1.8952,148.019,Q,Q
2023-03-15 21:26:47:560,0,-54.8526,1.89675,148.019,Q,Q
2023-03-15 21:26:47:570,0,-54.8534,1.89292,148.019,Q,Q
2023-03-15 21:26:47:580,0,-54.8549,1.89232,148.02,Q,Q
2023-03-15 21:26:47:590,0,-54.8569,1.89347,148.02,Q,Q
2023-03-15 21:26:47:600,0,-54.8573,1.89358,148.017,Q,Q
2023-03-15 21:26:47:611,0,-54.8553,1.89281,148.012,Q,Q
