Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 21:42:15:460,0,0.735462,-1.44073,89.6245
2023-03-11 21:42:15:469,0,0.72135,-1.44975,89.6357
2023-03-11 21:42:15:479,0,0.707276,-1.45932,89.6377
2023-03-11 21:42:15:489,0,0.692573,-1.46946,89.636
2023-03-11 21:42:15:499,0,0.672061,-1.47321,89.6379
2023-03-11 21:42:15:509,0,0.650939,-1.47715,89.6461
2023-03-11 21:42:15:519,0,0.630965,-1.48333,89.6618
2023-03-11 21:42:15:529,0,0.610922,-1.48565,89.6762
2023-03-11 21:42:15:539,0,0.595798,-1.4822,89.6857
2023-03-11 21:42:15:549,0,0.578249,-1.47527,89.6945
2023-03-11 21:42:15:559,0,0.561843,-1.46261,89.6988
2023-03-11 21:42:15:569,0,0.550649,-1.45307,89.7034
2023-03-11 21:42:15:579,0,0.543224,-1.44802,89.7106
2023-03-11 21:42:15:589,0,0.54247,-1.44443,89.7193
2023-03-11 21:42:15:599,0,0.544671,-1.43732,89.7271
2023-03-11 21:42:15:609,0,0.545384,-1.43084,89.7464
2023-03-11 21:42:15:619,0,0.549463,-1.4207,89.77
2023-03-11 21:42:15:629,0,0.54902,-1.40554,89.7874
2023-03-11 21:42:15:639,0,0.54759,-1.38329,89.807
2023-03-11 21:42:15:649,0,0.540875,-1.36732,89.8313
2023-03-11 21:42:15:659,0,0.532538,-1.36024,89.8599
2023-03-11 21:42:15:669,0,0.526597,-1.36588,89.8866
2023-03-11 21:42:15:679,0,0.53155,-1.37858,89.916
2023-03-11 21:42:15:689,0,0.547226,-1.39071,89.9396
2023-03-11 21:42:15:699,0,0.575354,-1.40788,89.9506
2023-03-11 21:42:15:709,0,0.607971,-1.41988,89.9554
2023-03-11 21:42:15:719,0,0.642691,-1.42257,89.9503
2023-03-11 21:42:15:729,0,0.67934,-1.42439,89.94
2023-03-11 21:42:15:739,0,0.717734,-1.41295,89.9199
2023-03-11 21:42:15:749,0,0.752096,-1.39834,89.8995
2023-03-11 21:42:15:759,0,0.784796,-1.384,89.879
2023-03-11 21:42:15:769,0,0.810409,-1.37127,89.8686
2023-03-11 21:42:15:779,0,0.829593,-1.36138,89.8575
2023-03-11 21:42:15:789,0,0.857445,-1.35487,89.8479
2023-03-11 21:42:15:799,0,0.890302,-1.34821,89.8458
2023-03-11 21:42:15:809,0,0.924764,-1.33936,89.8411
2023-03-11 21:42:15:819,0,0.960835,-1.3275,89.8321
2023-03-11 21:42:15:829,0,0.998968,-1.31126,89.8169
2023-03-11 21:42:15:839,0,1.03303,-1.29495,89.7997
2023-03-11 21:42:15:849,0,1.06673,-1.28245,89.784
2023-03-11 21:42:15:859,0,1.09669,-1.2682,89.767
2023-03-11 21:42:15:869,0,1.12024,-1.25915,89.7491
2023-03-11 21:42:15:879,0,1.14446,-1.24939,89.7303
2023-03-11 21:42:15:889,0,1.16495,-1.24837,89.7136
2023-03-11 21:42:15:899,0,1.18755,-1.25742,89.6967
2023-03-11 21:42:15:909,0,1.20584,-1.26609,89.6807
2023-03-11 21:42:15:919,0,1.22221,-1.27665,89.6609
2023-03-11 21:42:15:929,0,1.23404,-1.28471,89.6442
2023-03-11 21:42:15:939,0,1.24138,-1.29615,89.6287
2023-03-11 21:42:15:949,0,1.2416,-1.30315,89.6151
2023-03-11 21:42:15:959,0,1.23567,-1.30129,89.6039
2023-03-11 21:42:15:969,0,1.22293,-1.2976,89.5957
2023-03-11 21:42:15:979,0,1.21447,-1.291,89.5936
2023-03-11 21:42:15:989,0,1.20777,-1.27293,89.5957
2023-03-11 21:42:15:999,0,1.20145,-1.25506,89.6042
2023-03-11 21:42:16:9,0,1.19844,-1.2383,89.6121
2023-03-11 21:42:16:19,0,1.19904,-1.22138,89.6202
2023-03-11 21:42:16:29,0,1.20021,-1.20237,89.6264
2023-03-11 21:42:16:39,0,1.2005,-1.17944,89.6259
2023-03-11 21:42:16:49,0,1.19581,-1.16331,89.6225
2023-03-11 21:42:16:59,0,1.19374,-1.14862,89.6157
2023-03-11 21:42:16:69,0,1.19177,-1.1304,89.6013
2023-03-11 21:42:16:79,0,1.19075,-1.11673,89.5869
2023-03-11 21:42:16:89,0,1.19237,-1.10497,89.5635
2023-03-11 21:42:16:99,0,1.19317,-1.09296,89.5316
2023-03-11 21:42:16:109,0,1.19124,-1.08154,89.4971
2023-03-11 21:42:16:119,0,1.18954,-1.07414,89.4656
2023-03-11 21:42:16:129,0,1.19126,-1.0647,89.4319
2023-03-11 21:42:16:139,0,1.19256,-1.05787,89.3989
2023-03-11 21:42:16:149,0,1.19008,-1.05403,89.3665
2023-03-11 21:42:16:159,0,1.19482,-1.04873,89.3361
2023-03-11 21:42:16:169,0,1.19825,-1.04151,89.305
2023-03-11 21:42:16:179,0,1.20064,-1.02905,89.2736
2023-03-11 21:42:16:189,0,1.20744,-1.01869,89.2445
2023-03-11 21:42:16:199,0,1.21015,-1.00487,89.2135
2023-03-11 21:42:16:209,0,1.20834,-0.989886,89.1841
2023-03-11 21:42:16:219,0,1.21323,-0.975396,89.1555
