Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 21:00:39:494,0,-9.78154,-6.02606,87.875
2023-03-11 21:00:39:502,0,-9.78121,-6.00681,87.8659
2023-03-11 21:00:39:513,0,-9.78658,-5.98709,87.861
2023-03-11 21:00:39:523,0,-9.7975,-5.97073,87.8645
2023-03-11 21:00:39:533,0,-9.81228,-5.95437,87.8706
2023-03-11 21:00:39:543,0,-9.82519,-5.93921,87.8757
2023-03-11 21:00:39:553,0,-9.83568,-5.92656,87.8781
2023-03-11 21:00:39:562,0,-9.83971,-5.91872,87.8726
2023-03-11 21:00:39:573,0,-9.83707,-5.91674,87.8634
2023-03-11 21:00:39:583,0,-9.82663,-5.91692,87.8481
2023-03-11 21:00:39:592,0,-9.81697,-5.9171,87.825
2023-03-11 21:00:39:603,0,-9.80749,-5.91191,87.7929
2023-03-11 21:00:39:613,0,-9.80359,-5.89862,87.7555
2023-03-11 21:00:39:623,0,-9.81136,-5.88136,87.7139
2023-03-11 21:00:39:633,0,-9.82743,-5.86211,87.6748
2023-03-11 21:00:39:643,0,-9.84048,-5.83736,87.6384
2023-03-11 21:00:39:653,0,-9.85748,-5.82382,87.6089
2023-03-11 21:00:39:663,0,-9.87696,-5.8054,87.5865
2023-03-11 21:00:39:673,0,-9.89744,-5.78186,87.5718
2023-03-11 21:00:39:683,0,-9.91249,-5.76153,87.563
2023-03-11 21:00:39:693,0,-9.93236,-5.7344,87.5611
2023-03-11 21:00:39:703,0,-9.95428,-5.70913,87.5628
2023-03-11 21:00:39:713,0,-9.98448,-5.6888,87.5699
2023-03-11 21:00:39:723,0,-10.0177,-5.67689,87.5847
2023-03-11 21:00:39:733,0,-10.06,-5.67285,87.6049
2023-03-11 21:00:39:743,0,-10.1,-5.67164,87.6233
2023-03-11 21:00:39:753,0,-10.1341,-5.67813,87.641
2023-03-11 21:00:39:763,0,-10.158,-5.67924,87.6506
2023-03-11 21:00:39:773,0,-10.1733,-5.6842,87.6582
2023-03-11 21:00:39:783,0,-10.1852,-5.69246,87.6594
2023-03-11 21:00:39:793,0,-10.1973,-5.70177,87.6609
2023-03-11 21:00:39:803,0,-10.2092,-5.71237,87.6542
2023-03-11 21:00:39:813,0,-10.2203,-5.71836,87.6506
2023-03-11 21:00:39:823,0,-10.2319,-5.7217,87.6452
2023-03-11 21:00:39:833,0,-10.2431,-5.717,87.6361
2023-03-11 21:00:39:842,0,-10.2527,-5.70353,87.6267
2023-03-11 21:00:39:852,0,-10.263,-5.68523,87.6201
2023-03-11 21:00:39:862,0,-10.2811,-5.66167,87.6096
2023-03-11 21:00:39:872,0,-10.2976,-5.63334,87.6004
2023-03-11 21:00:39:882,0,-10.3152,-5.60356,87.5884
2023-03-11 21:00:39:892,0,-10.3313,-5.57074,87.5742
2023-03-11 21:00:39:903,0,-10.3522,-5.53664,87.563
2023-03-11 21:00:39:913,0,-10.3754,-5.50431,87.5514
2023-03-11 21:00:39:922,0,-10.4025,-5.47273,87.5373
2023-03-11 21:00:39:933,0,-10.4363,-5.44716,87.5225
2023-03-11 21:00:39:943,0,-10.4697,-5.42476,87.5073
2023-03-11 21:00:39:953,0,-10.5036,-5.40511,87.4898
2023-03-11 21:00:39:963,0,-10.5313,-5.39099,87.4718
2023-03-11 21:00:39:973,0,-10.5521,-5.3766,87.4481
2023-03-11 21:00:39:983,0,-10.5634,-5.36399,87.4208
2023-03-11 21:00:39:992,0,-10.563,-5.35633,87.3844
2023-03-11 21:00:40:2,0,-10.5572,-5.35068,87.3489
2023-03-11 21:00:40:13,0,-10.5518,-5.35056,87.3124
2023-03-11 21:00:40:23,0,-10.5471,-5.35322,87.274
2023-03-11 21:00:40:33,0,-10.5432,-5.36197,87.2345
2023-03-11 21:00:40:43,0,-10.5415,-5.37051,87.1982
2023-03-11 21:00:40:53,0,-10.5421,-5.37338,87.1618
2023-03-11 21:00:40:63,0,-10.5357,-5.38202,87.1197
