Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 17:43:41:792,0,-3.05012,-5.73348,87.7149
2023-03-11 17:43:41:801,0,-3.03806,-5.71827,87.6978
2023-03-11 17:43:41:811,0,-3.03278,-5.69996,87.6799
2023-03-11 17:43:41:821,0,-3.03458,-5.68199,87.6643
2023-03-11 17:43:41:831,0,-3.04469,-5.66217,87.649
2023-03-11 17:43:41:841,0,-3.0605,-5.63772,87.6328
2023-03-11 17:43:41:851,0,-3.07196,-5.6204,87.6109
2023-03-11 17:43:41:861,0,-3.07636,-5.60133,87.5871
2023-03-11 17:43:41:871,0,-3.06786,-5.58516,87.5583
2023-03-11 17:43:41:881,0,-3.04414,-5.56884,87.5245
2023-03-11 17:43:41:891,0,-3.00796,-5.5434,87.4842
2023-03-11 17:43:41:901,0,-2.96219,-5.50488,87.4346
2023-03-11 17:43:41:911,0,-2.90728,-5.45988,87.3714
2023-03-11 17:43:41:921,0,-2.84481,-5.39851,87.2969
2023-03-11 17:43:41:931,0,-2.78678,-5.32824,87.2117
2023-03-11 17:43:41:941,0,-2.7301,-5.2576,87.123
2023-03-11 17:43:41:951,0,-2.68731,-5.18426,87.0373
2023-03-11 17:43:41:961,0,-2.65046,-5.10646,86.9591
2023-03-11 17:43:41:971,0,-2.6255,-5.02869,86.8899
2023-03-11 17:43:41:981,0,-2.61231,-4.9465,86.825
2023-03-11 17:43:41:991,0,-2.61196,-4.86717,86.7696
2023-03-11 17:43:42:1,0,-2.62083,-4.79545,86.7164
2023-03-11 17:43:42:11,0,-2.63878,-4.73311,86.6744
2023-03-11 17:43:42:21,0,-2.67047,-4.68341,86.6466
2023-03-11 17:43:42:31,0,-2.70547,-4.65569,86.6258
2023-03-11 17:43:42:41,0,-2.73912,-4.63805,86.6107
2023-03-11 17:43:42:51,0,-2.7702,-4.63724,86.5947
2023-03-11 17:43:42:61,0,-2.7972,-4.64534,86.5837
2023-03-11 17:43:42:71,0,-2.82253,-4.65902,86.5719
2023-03-11 17:43:42:81,0,-2.84409,-4.67793,86.5633
2023-03-11 17:43:42:91,0,-2.86589,-4.69842,86.5586
2023-03-11 17:43:42:101,0,-2.89062,-4.72446,86.557
2023-03-11 17:43:42:111,0,-2.91666,-4.75477,86.5642
2023-03-11 17:43:42:121,0,-2.94234,-4.79213,86.5759
2023-03-11 17:43:42:131,0,-2.97063,-4.83202,86.5966
2023-03-11 17:43:42:141,0,-2.99984,-4.87733,86.6226
2023-03-11 17:43:42:151,0,-3.02534,-4.92091,86.6543
2023-03-11 17:43:42:160,0,-3.04513,-4.96397,86.6899
2023-03-11 17:43:42:170,0,-3.06137,-5.00948,86.7333
2023-03-11 17:43:42:180,0,-3.07771,-5.05139,86.7777
2023-03-11 17:43:42:190,0,-3.09389,-5.08857,86.8244
2023-03-11 17:43:42:200,0,-3.10998,-5.12459,86.8718
2023-03-11 17:43:42:210,0,-3.12746,-5.16249,86.9163
2023-03-11 17:43:42:220,0,-3.14869,-5.1957,86.963
2023-03-11 17:43:42:230,0,-3.17078,-5.22033,87.0047
2023-03-11 17:43:42:241,0,-3.19669,-5.2432,87.0479
2023-03-11 17:43:42:250,0,-3.22067,-5.25694,87.0872
2023-03-11 17:43:42:260,0,-3.24423,-5.25909,87.1167
2023-03-11 17:43:42:270,0,-3.2746,-5.25428,87.1415
2023-03-11 17:43:42:281,0,-3.29831,-5.24922,87.1615
2023-03-11 17:43:42:291,0,-3.32684,-5.24249,87.1809
2023-03-11 17:43:42:301,0,-3.35491,-5.22835,87.1947
2023-03-11 17:43:42:311,0,-3.38122,-5.2121,87.2075
2023-03-11 17:43:42:321,0,-3.40899,-5.19466,87.2142
2023-03-11 17:43:42:331,0,-3.4343,-5.17671,87.213
2023-03-11 17:43:42:341,0,-3.45057,-5.15461,87.203
2023-03-11 17:43:42:351,0,-3.45659,-5.13305,87.1865
2023-03-11 17:43:42:361,0,-3.45196,-5.10712,87.1646
2023-03-11 17:43:42:371,0,-3.44397,-5.07902,87.1326
2023-03-11 17:43:42:381,0,-3.44094,-5.0508,87.1016
2023-03-11 17:43:42:391,0,-3.44097,-5.01498,87.0688
2023-03-11 17:43:42:401,0,-3.44526,-4.98284,87.0372
2023-03-11 17:43:42:410,0,-3.43836,-4.95567,87.0044
2023-03-11 17:43:42:420,0,-3.43051,-4.9342,86.976
2023-03-11 17:43:42:430,0,-3.42497,-4.91973,86.9513
2023-03-11 17:43:42:440,0,-3.41812,-4.90338,86.9348
2023-03-11 17:43:42:451,0,-3.4144,-4.89365,86.9182
2023-03-11 17:43:42:461,0,-3.41043,-4.88874,86.9061
2023-03-11 17:43:42:471,0,-3.40739,-4.88614,86.8968
2023-03-11 17:43:42:481,0,-3.40105,-4.8842,86.893
2023-03-11 17:43:42:491,0,-3.39663,-4.88488,86.8946
2023-03-11 17:43:42:501,0,-3.39522,-4.88805,86.8952
2023-03-11 17:43:42:511,0,-3.40022,-4.89224,86.9036
2023-03-11 17:43:42:521,0,-3.4082,-4.89864,86.9111
2023-03-11 17:43:42:531,0,-3.42216,-4.90939,86.922
2023-03-11 17:43:42:541,0,-3.44165,-4.91978,86.9346
2023-03-11 17:43:42:551,0,-3.45866,-4.9323,86.9496
2023-03-11 17:43:42:561,0,-3.47408,-4.93869,86.9666
2023-03-11 17:43:42:571,0,-3.48862,-4.94564,86.9872
2023-03-11 17:43:42:581,0,-3.50144,-4.94953,87.0063
2023-03-11 17:43:42:591,0,-3.50786,-4.95553,87.0283
2023-03-11 17:43:42:601,0,-3.51302,-4.95953,87.0498
2023-03-11 17:43:42:611,0,-3.52275,-4.95586,87.0724
2023-03-11 17:43:42:621,0,-3.5377,-4.9477,87.0946
2023-03-11 17:43:42:631,0,-3.55277,-4.93907,87.1119
2023-03-11 17:43:42:641,0,-3.56465,-4.9296,87.1286
2023-03-11 17:43:42:651,0,-3.58089,-4.9223,87.1405
2023-03-11 17:43:42:661,0,-3.60054,-4.91288,87.1534
2023-03-11 17:43:42:671,0,-3.61859,-4.90208,87.163
2023-03-11 17:43:42:681,0,-3.63389,-4.88929,87.1683
2023-03-11 17:43:42:691,0,-3.64662,-4.87691,87.1711
2023-03-11 17:43:42:701,0,-3.65793,-4.86873,87.1696
2023-03-11 17:43:42:711,0,-3.66261,-4.85946,87.1654
2023-03-11 17:43:42:721,0,-3.66982,-4.85573,87.1607
2023-03-11 17:43:42:731,0,-3.67534,-4.85604,87.1594
2023-03-11 17:43:42:741,0,-3.6771,-4.85843,87.1543
2023-03-11 17:43:42:751,0,-3.67614,-4.85669,87.1522
2023-03-11 17:43:42:761,0,-3.67288,-4.85212,87.1472
2023-03-11 17:43:42:771,0,-3.66463,-4.84737,87.1409
2023-03-11 17:43:42:781,0,-3.65402,-4.83902,87.1368
2023-03-11 17:43:42:791,0,-3.64491,-4.83283,87.1364
2023-03-11 17:43:42:801,0,-3.6358,-4.82804,87.1366
2023-03-11 17:43:42:811,0,-3.63012,-4.8248,87.1377
2023-03-11 17:43:42:821,0,-3.62297,-4.82303,87.1453
2023-03-11 17:43:42:831,0,-3.61933,-4.82418,87.1519
2023-03-11 17:43:42:841,0,-3.61784,-4.82558,87.1609
2023-03-11 17:43:42:851,0,-3.61695,-4.83327,87.1777
2023-03-11 17:43:42:861,0,-3.61808,-4.84291,87.1896
2023-03-11 17:43:42:871,0,-3.61517,-4.8568,87.2025
2023-03-11 17:43:42:881,0,-3.61038,-4.87199,87.2136
2023-03-11 17:43:42:891,0,-3.5991,-4.88729,87.2295
2023-03-11 17:43:42:901,0,-3.58473,-4.90494,87.2454
2023-03-11 17:43:42:911,0,-3.56921,-4.91856,87.262
2023-03-11 17:43:42:921,0,-3.55078,-4.92947,87.2754
2023-03-11 17:43:42:931,0,-3.53578,-4.93776,87.283
2023-03-11 17:43:42:941,0,-3.5219,-4.94279,87.2894
2023-03-11 17:43:42:951,0,-3.51002,-4.93969,87.2909
2023-03-11 17:43:42:961,0,-3.50356,-4.93102,87.2863
2023-03-11 17:43:42:971,0,-3.50029,-4.92467,87.2768
2023-03-11 17:43:42:981,0,-3.49553,-4.91442,87.2688
2023-03-11 17:43:42:991,0,-3.49381,-4.904,87.2578
2023-03-11 17:43:43:1,0,-3.4936,-4.88758,87.2466
2023-03-11 17:43:43:11,0,-3.49465,-4.87388,87.2355
2023-03-11 17:43:43:21,0,-3.49774,-4.85941,87.228
2023-03-11 17:43:43:31,0,-3.50369,-4.84808,87.2217
2023-03-11 17:43:43:41,0,-3.50998,-4.83417,87.222
2023-03-11 17:43:43:51,0,-3.51255,-4.82147,87.2212
2023-03-11 17:43:43:61,0,-3.51387,-4.8124,87.2241
2023-03-11 17:43:43:71,0,-3.51329,-4.80839,87.2332
2023-03-11 17:43:43:81,0,-3.51164,-4.80841,87.2408
2023-03-11 17:43:43:91,0,-3.51301,-4.81218,87.2483
2023-03-11 17:43:43:101,0,-3.51715,-4.82155,87.2559
2023-03-11 17:43:43:111,0,-3.50919,-4.82842,87.2565
2023-03-11 17:43:43:121,0,-3.50014,-4.84201,87.2572
2023-03-11 17:43:43:131,0,-3.48171,-4.86052,87.2509
2023-03-11 17:43:43:141,0,-3.46403,-4.88213,87.2488
2023-03-11 17:43:43:151,0,-3.4398,-4.90516,87.2423
2023-03-11 17:43:43:161,0,-3.41617,-4.92716,87.2365
2023-03-11 17:43:43:171,0,-3.40211,-4.9423,87.2326
2023-03-11 17:43:43:181,0,-3.38752,-4.95292,87.2295
2023-03-11 17:43:43:191,0,-3.37992,-4.95699,87.2304
2023-03-11 17:43:43:201,0,-3.37212,-4.95612,87.2336
2023-03-11 17:43:43:211,0,-3.3659,-4.95538,87.2444
2023-03-11 17:43:43:221,0,-3.36099,-4.95244,87.2576
2023-03-11 17:43:43:231,0,-3.35723,-4.95285,87.2727
