Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 00:00:45:359,0,3.37622,-8.28255,87.7277
2023-03-11 00:00:45:367,0,3.37482,-8.28472,87.699
2023-03-11 00:00:45:377,0,3.37315,-8.28619,87.6677
2023-03-11 00:00:45:387,0,3.37238,-8.28548,87.6405
2023-03-11 00:00:45:397,0,3.36789,-8.28374,87.608
2023-03-11 00:00:45:407,0,3.36191,-8.28272,87.5764
2023-03-11 00:00:45:418,0,3.36647,-8.28278,87.5444
2023-03-11 00:00:45:427,0,3.37458,-8.28413,87.5191
2023-03-11 00:00:45:437,0,3.38458,-8.28921,87.5011
2023-03-11 00:00:45:447,0,3.39522,-8.29098,87.4827
2023-03-11 00:00:45:457,0,3.41189,-8.28829,87.4672
2023-03-11 00:00:45:467,0,3.42845,-8.28334,87.4554
2023-03-11 00:00:45:477,0,3.44788,-8.27668,87.4514
2023-03-11 00:00:45:487,0,3.47357,-8.2738,87.4539
2023-03-11 00:00:45:497,0,3.49242,-8.26964,87.4641
2023-03-11 00:00:45:507,0,3.50847,-8.27211,87.4783
2023-03-11 00:00:45:517,0,3.52232,-8.27827,87.4975
2023-03-11 00:00:45:527,0,3.53536,-8.28453,87.5132
2023-03-11 00:00:45:537,0,3.54767,-8.28857,87.5226
2023-03-11 00:00:45:547,0,3.558,-8.29466,87.5311
2023-03-11 00:00:45:557,0,3.5665,-8.3,87.5351
2023-03-11 00:00:45:567,0,3.57689,-8.3024,87.5317
2023-03-11 00:00:45:577,0,3.58152,-8.30425,87.5276
2023-03-11 00:00:45:587,0,3.58057,-8.30393,87.5253
2023-03-11 00:00:45:597,0,3.57948,-8.30085,87.5223
2023-03-11 00:00:45:607,0,3.57987,-8.29777,87.5177
2023-03-11 00:00:45:617,0,3.57812,-8.29269,87.5168
2023-03-11 00:00:45:627,0,3.57119,-8.29162,87.5206
2023-03-11 00:00:45:637,0,3.56536,-8.29131,87.5277
2023-03-11 00:00:45:647,0,3.5534,-8.29258,87.5397
2023-03-11 00:00:45:658,0,3.54087,-8.29215,87.5469
2023-03-11 00:00:45:667,0,3.52521,-8.28837,87.5534
2023-03-11 00:00:45:678,0,3.50751,-8.28206,87.5608
2023-03-11 00:00:45:687,0,3.49427,-8.27897,87.5631
2023-03-11 00:00:45:697,0,3.47867,-8.28346,87.5698
2023-03-11 00:00:45:707,0,3.46025,-8.28894,87.5739
2023-03-11 00:00:45:717,0,3.44299,-8.29548,87.5822
2023-03-11 00:00:45:727,0,3.42672,-8.29992,87.5872
2023-03-11 00:00:45:737,0,3.41251,-8.30229,87.5916
2023-03-11 00:00:45:747,0,3.39687,-8.30649,87.5987
2023-03-11 00:00:45:757,0,3.38412,-8.30647,87.6075
2023-03-11 00:00:45:767,0,3.36961,-8.31017,87.6182
2023-03-11 00:00:45:777,0,3.35754,-8.3145,87.6295
2023-03-11 00:00:45:787,0,3.34801,-8.32167,87.6426
2023-03-11 00:00:45:797,0,3.33781,-8.32735,87.6529
2023-03-11 00:00:45:807,0,3.33456,-8.33379,87.6629
2023-03-11 00:00:45:817,0,3.3385,-8.34256,87.6704
2023-03-11 00:00:45:827,0,3.34552,-8.35258,87.6767
2023-03-11 00:00:45:837,0,3.34846,-8.36641,87.6863
2023-03-11 00:00:45:847,0,3.35194,-8.37797,87.6945
2023-03-11 00:00:45:857,0,3.35308,-8.3938,87.6997
2023-03-11 00:00:45:867,0,3.34983,-8.40525,87.7058
2023-03-11 00:00:45:877,0,3.34066,-8.41518,87.713
2023-03-11 00:00:45:887,0,3.32641,-8.42542,87.7233
2023-03-11 00:00:45:897,0,3.31225,-8.43664,87.7328
