Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 22:32:13:816,0,6.30445,-2.78594,-45.9204
2023-03-11 22:32:13:824,0,6.32007,-2.79286,-45.9242
2023-03-11 22:32:13:834,0,6.33472,-2.80073,-45.9192
2023-03-11 22:32:13:844,0,6.34331,-2.81328,-45.9053
2023-03-11 22:32:13:854,0,6.35154,-2.8326,-45.8866
2023-03-11 22:32:13:864,0,6.35735,-2.85317,-45.8648
2023-03-11 22:32:13:874,0,6.36374,-2.87769,-45.84
2023-03-11 22:32:13:884,0,6.36947,-2.90604,-45.8142
2023-03-11 22:32:13:894,0,6.375,-2.93284,-45.7867
2023-03-11 22:32:13:904,0,6.38494,-2.95696,-45.7609
2023-03-11 22:32:13:914,0,6.39217,-2.98059,-45.7269
2023-03-11 22:32:13:924,0,6.40187,-3.00753,-45.6821
2023-03-11 22:32:13:934,0,6.40968,-3.03095,-45.6319
2023-03-11 22:32:13:944,0,6.41609,-3.05445,-45.5757
2023-03-11 22:32:13:954,0,6.42794,-3.07293,-45.5191
2023-03-11 22:32:13:964,0,6.44749,-3.08293,-45.4716
2023-03-11 22:32:13:974,0,6.46736,-3.0746,-45.4416
2023-03-11 22:32:13:984,0,6.48772,-3.04137,-45.4299
2023-03-11 22:32:13:994,0,6.50326,-2.9915,-45.4279
2023-03-11 22:32:14:4,0,6.51231,-2.93626,-45.421
2023-03-11 22:32:14:14,0,6.51071,-2.88808,-45.4124
2023-03-11 22:32:14:24,0,6.50337,-2.84906,-45.4088
2023-03-11 22:32:14:34,0,6.49527,-2.8152,-45.4182
2023-03-11 22:32:14:44,0,6.47938,-2.77541,-45.4409
2023-03-11 22:32:14:54,0,6.46086,-2.73329,-45.4762
2023-03-11 22:32:14:64,0,6.43138,-2.68338,-45.5169
2023-03-11 22:32:14:74,0,6.38706,-2.62522,-45.5461
2023-03-11 22:32:14:84,0,6.33041,-2.57331,-45.5626
2023-03-11 22:32:14:94,0,6.25767,-2.53148,-45.5682
2023-03-11 22:32:14:104,0,6.17474,-2.50081,-45.554
2023-03-11 22:32:14:114,0,6.08924,-2.47826,-45.5246
2023-03-11 22:32:14:124,0,6.0003,-2.45709,-45.4796
2023-03-11 22:32:14:134,0,5.90609,-2.43988,-45.4257
2023-03-11 22:32:14:144,0,5.81367,-2.427,-45.3595
2023-03-11 22:32:14:154,0,5.72375,-2.41302,-45.2804
2023-03-11 22:32:14:164,0,5.64862,-2.40047,-45.1982
2023-03-11 22:32:14:174,0,5.59452,-2.3837,-45.1215
2023-03-11 22:32:14:184,0,5.56025,-2.365,-45.0573
2023-03-11 22:32:14:194,0,5.54642,-2.34846,-44.9956
2023-03-11 22:32:14:204,0,5.54545,-2.33071,-44.9394
2023-03-11 22:32:14:214,0,5.55113,-2.31102,-44.8982
2023-03-11 22:32:14:224,0,5.56182,-2.29913,-44.8724
2023-03-11 22:32:14:234,0,5.57307,-2.29356,-44.8457
2023-03-11 22:32:14:244,0,5.58409,-2.30334,-44.8254
2023-03-11 22:32:14:254,0,5.59272,-2.31822,-44.8092
2023-03-11 22:32:14:264,0,5.59961,-2.34079,-44.8026
2023-03-11 22:32:14:274,0,5.61007,-2.36299,-44.8055
2023-03-11 22:32:14:284,0,5.62236,-2.39057,-44.8111
2023-03-11 22:32:14:294,0,5.63618,-2.41818,-44.8126
2023-03-11 22:32:14:304,0,5.65509,-2.44621,-44.8125
2023-03-11 22:32:14:314,0,5.67523,-2.4693,-44.8048
2023-03-11 22:32:14:324,0,5.70123,-2.49183,-44.7923
2023-03-11 22:32:14:334,0,5.72789,-2.51511,-44.7763
2023-03-11 22:32:14:344,0,5.75907,-2.53396,-44.7526
2023-03-11 22:32:14:354,0,5.78929,-2.55199,-44.7269
2023-03-11 22:32:14:364,0,5.81544,-2.57242,-44.6971
2023-03-11 22:32:14:374,0,5.83898,-2.59183,-44.6683
2023-03-11 22:32:14:384,0,5.85769,-2.61456,-44.6355
2023-03-11 22:32:14:394,0,5.87185,-2.63558,-44.6026
2023-03-11 22:32:14:404,0,5.87808,-2.65929,-44.5734
2023-03-11 22:32:14:414,0,5.88272,-2.67928,-44.548
2023-03-11 22:32:14:424,0,5.8878,-2.69684,-44.5206
2023-03-11 22:32:14:434,0,5.885,-2.7185,-44.4943
2023-03-11 22:32:14:444,0,5.8768,-2.73561,-44.4749
2023-03-11 22:32:14:454,0,5.86241,-2.74492,-44.4646
2023-03-11 22:32:14:464,0,5.8467,-2.75201,-44.4523
