Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-10 23:40:50:491,0,9.34243,-10.2613,84.0682
2023-03-10 23:40:50:498,0,9.32125,-10.2702,84.0356
2023-03-10 23:40:50:508,0,9.29856,-10.279,84.0001
2023-03-10 23:40:50:518,0,9.27065,-10.2915,83.9665
2023-03-10 23:40:50:528,0,9.24998,-10.3125,83.9324
2023-03-10 23:40:50:538,0,9.23028,-10.3328,83.8879
2023-03-10 23:40:50:548,0,9.2102,-10.3533,83.8437
2023-03-10 23:40:50:558,0,9.18915,-10.3779,83.7952
2023-03-10 23:40:50:568,0,9.16756,-10.4048,83.7419
2023-03-10 23:40:50:578,0,9.14107,-10.4379,83.6871
2023-03-10 23:40:50:588,0,9.11729,-10.4736,83.6302
2023-03-10 23:40:50:598,0,9.09942,-10.5116,83.5642
2023-03-10 23:40:50:608,0,9.08735,-10.5505,83.4934
2023-03-10 23:40:50:618,0,9.08006,-10.5987,83.4167
2023-03-10 23:40:50:628,0,9.07991,-10.6454,83.3298
2023-03-10 23:40:50:638,0,9.07958,-10.689,83.2388
2023-03-10 23:40:50:648,0,9.08276,-10.7347,83.1414
2023-03-10 23:40:50:658,0,9.08493,-10.7787,83.0453
2023-03-10 23:40:50:668,0,9.0887,-10.8181,82.9474
2023-03-10 23:40:50:678,0,9.09419,-10.8523,82.8471
2023-03-10 23:40:50:688,0,9.10027,-10.8823,82.7495
2023-03-10 23:40:50:698,0,9.11116,-10.9026,82.6562
2023-03-10 23:40:50:708,0,9.12164,-10.9226,82.5696
2023-03-10 23:40:50:718,0,9.12921,-10.931,82.4831
2023-03-10 23:40:50:728,0,9.13069,-10.9338,82.4042
2023-03-10 23:40:50:738,0,9.12875,-10.9318,82.3327
2023-03-10 23:40:50:748,0,9.1281,-10.9351,82.2694
2023-03-10 23:40:50:758,0,9.12996,-10.9456,82.2162
2023-03-10 23:40:50:768,0,9.12978,-10.9674,82.1779
2023-03-10 23:40:50:778,0,9.12224,-10.9961,82.1546
2023-03-10 23:40:50:788,0,9.10194,-11.0296,82.1489
2023-03-10 23:40:50:798,0,9.07217,-11.0577,82.1526
2023-03-10 23:40:50:808,0,9.03313,-11.0786,82.1685
2023-03-10 23:40:50:818,0,8.99211,-11.0982,82.1933
2023-03-10 23:40:50:828,0,8.94943,-11.1153,82.2253
2023-03-10 23:40:50:838,0,8.91388,-11.1376,82.2701
2023-03-10 23:40:50:848,0,8.87753,-11.1636,82.3215
2023-03-10 23:40:50:858,0,8.83843,-11.192,82.378
2023-03-10 23:40:50:868,0,8.79397,-11.2234,82.4351
2023-03-10 23:40:50:878,0,8.74132,-11.2519,82.4945
