Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 20:56:21:515,0,-4.52038,-4.60879,88.7491
2023-03-11 20:56:21:523,0,-4.58047,-4.57804,88.7749
2023-03-11 20:56:21:533,0,-4.64491,-4.54756,88.8055
2023-03-11 20:56:21:543,0,-4.70455,-4.52637,88.8355
2023-03-11 20:56:21:553,0,-4.75714,-4.51352,88.8627
2023-03-11 20:56:21:563,0,-4.79267,-4.51116,88.8842
2023-03-11 20:56:21:573,0,-4.8198,-4.51507,88.8938
2023-03-11 20:56:21:583,0,-4.83783,-4.52101,88.8947
2023-03-11 20:56:21:593,0,-4.84414,-4.52418,88.8884
2023-03-11 20:56:21:603,0,-4.84042,-4.52474,88.8721
2023-03-11 20:56:21:613,0,-4.83365,-4.51719,88.8419
2023-03-11 20:56:21:623,0,-4.82043,-4.49533,88.7928
2023-03-11 20:56:21:633,0,-4.80046,-4.461,88.7365
2023-03-11 20:56:21:643,0,-4.78341,-4.41928,88.6781
2023-03-11 20:56:21:653,0,-4.77522,-4.37289,88.619
2023-03-11 20:56:21:663,0,-4.78465,-4.32631,88.5693
2023-03-11 20:56:21:673,0,-4.81197,-4.2797,88.5262
2023-03-11 20:56:21:683,0,-4.83668,-4.2317,88.4903
2023-03-11 20:56:21:693,0,-4.85029,-4.17789,88.4508
2023-03-11 20:56:21:703,0,-4.85203,-4.12355,88.4092
2023-03-11 20:56:21:713,0,-4.84146,-4.06861,88.3695
2023-03-11 20:56:21:723,0,-4.82997,-4.01693,88.3324
2023-03-11 20:56:21:733,0,-4.82554,-3.96896,88.3049
2023-03-11 20:56:21:743,0,-4.83703,-3.92688,88.2804
2023-03-11 20:56:21:753,0,-4.8593,-3.89413,88.2594
2023-03-11 20:56:21:763,0,-4.89118,-3.86536,88.2443
2023-03-11 20:56:21:773,0,-4.92133,-3.83178,88.2295
2023-03-11 20:56:21:783,0,-4.94925,-3.80938,88.2122
2023-03-11 20:56:21:793,0,-4.97912,-3.79922,88.1966
2023-03-11 20:56:21:803,0,-5.01915,-3.79682,88.1862
2023-03-11 20:56:21:813,0,-5.0547,-3.80044,88.1759
2023-03-11 20:56:21:823,0,-5.09135,-3.80615,88.1688
2023-03-11 20:56:21:833,0,-5.12477,-3.81369,88.1631
2023-03-11 20:56:21:843,0,-5.15308,-3.8273,88.1585
2023-03-11 20:56:21:853,0,-5.17902,-3.84099,88.1529
2023-03-11 20:56:21:863,0,-5.20314,-3.85371,88.1445
2023-03-11 20:56:21:873,0,-5.21993,-3.86502,88.1325
2023-03-11 20:56:21:883,0,-5.23237,-3.87541,88.1189
2023-03-11 20:56:21:893,0,-5.23842,-3.88856,88.1042
2023-03-11 20:56:21:903,0,-5.2377,-3.89872,88.0834
2023-03-11 20:56:21:913,0,-5.22896,-3.90539,88.0614
2023-03-11 20:56:21:923,0,-5.21795,-3.91108,88.0406
2023-03-11 20:56:21:933,0,-5.20238,-3.91741,88.0172
2023-03-11 20:56:21:943,0,-5.18247,-3.91927,87.9914
2023-03-11 20:56:21:953,0,-5.16056,-3.92548,87.9629
2023-03-11 20:56:21:963,0,-5.13678,-3.92448,87.9327
2023-03-11 20:56:21:973,0,-5.10862,-3.92461,87.9016
2023-03-11 20:56:21:983,0,-5.0771,-3.92101,87.8705
2023-03-11 20:56:21:993,0,-5.04387,-3.91401,87.8346
2023-03-11 20:56:22:3,0,-5.00518,-3.91015,87.8032
2023-03-11 20:56:22:13,0,-4.97,-3.9039,87.7718
2023-03-11 20:56:22:23,0,-4.93879,-3.90283,87.7404
2023-03-11 20:56:22:33,0,-4.91038,-3.89907,87.7114
2023-03-11 20:56:22:43,0,-4.88481,-3.89325,87.6846
2023-03-11 20:56:22:53,0,-4.86271,-3.88427,87.6606
2023-03-11 20:56:22:63,0,-4.84274,-3.8748,87.6384
2023-03-11 20:56:22:73,0,-4.82848,-3.86599,87.6178
2023-03-11 20:56:22:83,0,-4.8151,-3.85505,87.6028
2023-03-11 20:56:22:93,0,-4.80778,-3.84507,87.5904
2023-03-11 20:56:22:103,0,-4.80458,-3.83033,87.5845
2023-03-11 20:56:22:113,0,-4.80088,-3.8166,87.5811
2023-03-11 20:56:22:123,0,-4.80403,-3.79826,87.5801
2023-03-11 20:56:22:133,0,-4.8098,-3.7783,87.5809
2023-03-11 20:56:22:143,0,-4.81662,-3.76073,87.5827
2023-03-11 20:56:22:153,0,-4.82152,-3.74688,87.591
2023-03-11 20:56:22:163,0,-4.82711,-3.73911,87.601
2023-03-11 20:56:22:173,0,-4.83721,-3.73583,87.611
2023-03-11 20:56:22:183,0,-4.84428,-3.73505,87.6228
2023-03-11 20:56:22:193,0,-4.85062,-3.7308,87.6306
2023-03-11 20:56:22:203,0,-4.85403,-3.7228,87.6386
2023-03-11 20:56:22:213,0,-4.86035,-3.71802,87.6507
2023-03-11 20:56:22:223,0,-4.86913,-3.71323,87.6614
2023-03-11 20:56:22:233,0,-4.88371,-3.71228,87.6743
2023-03-11 20:56:22:243,0,-4.89619,-3.71016,87.6842
2023-03-11 20:56:22:253,0,-4.90512,-3.71057,87.6907
2023-03-11 20:56:22:263,0,-4.90692,-3.70418,87.6964
2023-03-11 20:56:22:273,0,-4.91055,-3.69954,87.6984
2023-03-11 20:56:22:283,0,-4.9126,-3.6905,87.6972
2023-03-11 20:56:22:293,0,-4.9181,-3.6816,87.6992
2023-03-11 20:56:22:303,0,-4.92449,-3.67065,87.6998
2023-03-11 20:56:22:313,0,-4.9339,-3.66223,87.6966
2023-03-11 20:56:22:323,0,-4.9428,-3.64995,87.6922
2023-03-11 20:56:22:333,0,-4.95034,-3.63879,87.6854
2023-03-11 20:56:22:343,0,-4.95521,-3.62549,87.6776
2023-03-11 20:56:22:353,0,-4.96232,-3.61207,87.6695
2023-03-11 20:56:22:363,0,-4.96817,-3.59734,87.6602
2023-03-11 20:56:22:373,0,-4.97274,-3.57755,87.6484
2023-03-11 20:56:22:383,0,-4.97753,-3.56205,87.6348
2023-03-11 20:56:22:393,0,-4.98061,-3.55586,87.6214
2023-03-11 20:56:22:403,0,-4.98484,-3.54815,87.608
2023-03-11 20:56:22:413,0,-4.98756,-3.53819,87.5947
2023-03-11 20:56:22:423,0,-4.98827,-3.52651,87.5797
2023-03-11 20:56:22:433,0,-4.98629,-3.51525,87.5635
2023-03-11 20:56:22:443,0,-4.98226,-3.50084,87.546
2023-03-11 20:56:22:453,0,-4.97801,-3.49057,87.5288
2023-03-11 20:56:22:463,0,-4.97458,-3.48036,87.5159
2023-03-11 20:56:22:473,0,-4.97085,-3.47218,87.5026
2023-03-11 20:56:22:483,0,-4.97321,-3.46009,87.491
2023-03-11 20:56:22:493,0,-4.97437,-3.45103,87.4825
2023-03-11 20:56:22:503,0,-4.9761,-3.44368,87.4763
2023-03-11 20:56:22:513,0,-4.98221,-3.43812,87.4739
2023-03-11 20:56:22:523,0,-4.99188,-3.4372,87.4785
2023-03-11 20:56:22:533,0,-4.99867,-3.44461,87.4885
2023-03-11 20:56:22:543,0,-5.01201,-3.45796,87.5091
2023-03-11 20:56:22:553,0,-5.02717,-3.47818,87.5381
2023-03-11 20:56:22:563,0,-5.04122,-3.50638,87.5692
2023-03-11 20:56:22:573,0,-5.05011,-3.53773,87.6037
2023-03-11 20:56:22:583,0,-5.05934,-3.57114,87.641
2023-03-11 20:56:22:593,0,-5.06201,-3.60609,87.6747
2023-03-11 20:56:22:603,0,-5.05924,-3.63947,87.7023
2023-03-11 20:56:22:613,0,-5.05507,-3.6693,87.7265
2023-03-11 20:56:22:623,0,-5.05128,-3.69769,87.747
2023-03-11 20:56:22:633,0,-5.04863,-3.72331,87.7577
2023-03-11 20:56:22:643,0,-5.05324,-3.75043,87.7683
2023-03-11 20:56:22:653,0,-5.06351,-3.77326,87.7831
2023-03-11 20:56:22:663,0,-5.0795,-3.79459,87.7963
2023-03-11 20:56:22:673,0,-5.09925,-3.81254,87.8056
2023-03-11 20:56:22:683,0,-5.11957,-3.8303,87.8177
2023-03-11 20:56:22:693,0,-5.13978,-3.84936,87.8294
2023-03-11 20:56:22:703,0,-5.15397,-3.86621,87.8399
2023-03-11 20:56:22:713,0,-5.16484,-3.88166,87.8537
2023-03-11 20:56:22:723,0,-5.17372,-3.8966,87.8683
2023-03-11 20:56:22:733,0,-5.17658,-3.91217,87.8871
2023-03-11 20:56:22:743,0,-5.17622,-3.92679,87.905
2023-03-11 20:56:22:753,0,-5.17073,-3.94764,87.9299
2023-03-11 20:56:22:763,0,-5.16083,-3.96639,87.9529
2023-03-11 20:56:22:773,0,-5.15039,-3.99007,87.9813
2023-03-11 20:56:22:783,0,-5.13511,-4.00959,88.0065
2023-03-11 20:56:22:793,0,-5.10978,-4.0254,88.0287
2023-03-11 20:56:22:803,0,-5.08274,-4.03849,88.0523
2023-03-11 20:56:22:813,0,-5.05212,-4.05219,88.0754
2023-03-11 20:56:22:823,0,-5.02024,-4.06521,88.1025
2023-03-11 20:56:22:833,0,-4.98759,-4.07879,88.1276
2023-03-11 20:56:22:843,0,-4.94924,-4.09448,88.1542
2023-03-11 20:56:22:853,0,-4.9166,-4.11271,88.1808
2023-03-11 20:56:22:863,0,-4.88782,-4.12251,88.2078
2023-03-11 20:56:22:873,0,-4.86961,-4.12751,88.2327
2023-03-11 20:56:22:883,0,-4.85215,-4.13194,88.2522
