Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 17:48:48:626,0,-5.04261,-2.59116,87.2874
2023-03-11 17:48:48:634,0,-5.07109,-2.58417,87.2747
2023-03-11 17:48:48:644,0,-5.10615,-2.57864,87.2655
2023-03-11 17:48:48:654,0,-5.13769,-2.57603,87.2577
2023-03-11 17:48:48:664,0,-5.16433,-2.57209,87.2536
2023-03-11 17:48:48:674,0,-5.18342,-2.56981,87.2523
2023-03-11 17:48:48:684,0,-5.20256,-2.56712,87.2556
2023-03-11 17:48:48:694,0,-5.22116,-2.56068,87.2601
2023-03-11 17:48:48:704,0,-5.24758,-2.5571,87.2687
2023-03-11 17:48:48:714,0,-5.27694,-2.55655,87.2782
2023-03-11 17:48:48:724,0,-5.30949,-2.56159,87.2906
2023-03-11 17:48:48:734,0,-5.33981,-2.57505,87.3046
2023-03-11 17:48:48:744,0,-5.36433,-2.59052,87.3189
2023-03-11 17:48:48:754,0,-5.38138,-2.60559,87.332
2023-03-11 17:48:48:764,0,-5.38207,-2.61857,87.3371
2023-03-11 17:48:48:774,0,-5.3692,-2.62637,87.3317
2023-03-11 17:48:48:784,0,-5.33332,-2.63673,87.3192
2023-03-11 17:48:48:794,0,-5.29132,-2.64273,87.2985
2023-03-11 17:48:48:804,0,-5.23466,-2.64408,87.2704
2023-03-11 17:48:48:814,0,-5.17798,-2.64183,87.2409
2023-03-11 17:48:48:824,0,-5.12344,-2.63599,87.2104
2023-03-11 17:48:48:834,0,-5.07238,-2.62898,87.1844
2023-03-11 17:48:48:844,0,-5.0274,-2.62302,87.1609
2023-03-11 17:48:48:854,0,-4.99161,-2.61915,87.1393
2023-03-11 17:48:48:864,0,-4.96136,-2.61773,87.1184
2023-03-11 17:48:48:874,0,-4.94585,-2.61474,87.0991
2023-03-11 17:48:48:884,0,-4.9378,-2.6138,87.0862
2023-03-11 17:48:48:894,0,-4.93292,-2.61199,87.0688
2023-03-11 17:48:48:904,0,-4.93362,-2.61088,87.0552
2023-03-11 17:48:48:914,0,-4.93814,-2.61082,87.0422
2023-03-11 17:48:48:924,0,-4.95551,-2.61396,87.0304
2023-03-11 17:48:48:934,0,-4.98366,-2.62562,87.0239
2023-03-11 17:48:48:944,0,-5.0151,-2.63713,87.0196
2023-03-11 17:48:48:954,0,-5.03949,-2.65126,87.0136
2023-03-11 17:48:48:964,0,-5.06997,-2.66467,87.009
2023-03-11 17:48:48:974,0,-5.09317,-2.67748,87.0078
2023-03-11 17:48:48:984,0,-5.1151,-2.68933,87.0112
2023-03-11 17:48:48:994,0,-5.13292,-2.69665,87.0181
2023-03-11 17:48:49:4,0,-5.14582,-2.70424,87.0222
2023-03-11 17:48:49:14,0,-5.15479,-2.71498,87.0275
2023-03-11 17:48:49:23,0,-5.16023,-2.72416,87.031
2023-03-11 17:48:49:34,0,-5.16011,-2.73167,87.0302
2023-03-11 17:48:49:44,0,-5.15545,-2.73886,87.0253
2023-03-11 17:48:49:54,0,-5.14428,-2.74434,87.019
2023-03-11 17:48:49:64,0,-5.12828,-2.75318,87.0076
2023-03-11 17:48:49:74,0,-5.10697,-2.75783,86.9908
2023-03-11 17:48:49:84,0,-5.08475,-2.76287,86.9705
2023-03-11 17:48:49:94,0,-5.06032,-2.76614,86.9489
