Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 00:02:10:265,0,-2.07966,-8.57325,85.1375
2023-03-11 00:02:10:274,0,-2.0887,-8.57727,85.1332
2023-03-11 00:02:10:283,0,-2.10031,-8.58071,85.1296
2023-03-11 00:02:10:294,0,-2.10519,-8.58529,85.1327
2023-03-11 00:02:10:303,0,-2.10974,-8.59094,85.1342
2023-03-11 00:02:10:314,0,-2.11755,-8.59289,85.1441
2023-03-11 00:02:10:324,0,-2.12406,-8.59679,85.1524
2023-03-11 00:02:10:334,0,-2.13398,-8.60246,85.1636
2023-03-11 00:02:10:344,0,-2.14154,-8.60598,85.1789
2023-03-11 00:02:10:354,0,-2.14797,-8.60902,85.1938
2023-03-11 00:02:10:364,0,-2.1478,-8.61296,85.204
2023-03-11 00:02:10:374,0,-2.14421,-8.61318,85.2162
2023-03-11 00:02:10:384,0,-2.13763,-8.61086,85.2257
2023-03-11 00:02:10:394,0,-2.13121,-8.61665,85.2333
2023-03-11 00:02:10:404,0,-2.1236,-8.62272,85.2404
2023-03-11 00:02:10:414,0,-2.11602,-8.62557,85.2437
2023-03-11 00:02:10:424,0,-2.11071,-8.62721,85.2432
2023-03-11 00:02:10:434,0,-2.11114,-8.62843,85.2426
2023-03-11 00:02:10:444,0,-2.1113,-8.62739,85.2431
2023-03-11 00:02:10:454,0,-2.11394,-8.62666,85.2352
2023-03-11 00:02:10:464,0,-2.1208,-8.62332,85.2263
2023-03-11 00:02:10:474,0,-2.12764,-8.62243,85.2189
2023-03-11 00:02:10:484,0,-2.13168,-8.62554,85.2145
2023-03-11 00:02:10:494,0,-2.13953,-8.62884,85.2115
2023-03-11 00:02:10:504,0,-2.15045,-8.63171,85.2137
2023-03-11 00:02:10:514,0,-2.15814,-8.63742,85.2149
2023-03-11 00:02:10:524,0,-2.16925,-8.6408,85.2148
2023-03-11 00:02:10:533,0,-2.18037,-8.64289,85.2132
2023-03-11 00:02:10:544,0,-2.18994,-8.64433,85.2085
2023-03-11 00:02:10:554,0,-2.19209,-8.64719,85.2066
2023-03-11 00:02:10:563,0,-2.19415,-8.64794,85.2042
2023-03-11 00:02:10:574,0,-2.19198,-8.64308,85.2008
2023-03-11 00:02:10:584,0,-2.18869,-8.64534,85.2013
2023-03-11 00:02:10:594,0,-2.18868,-8.6468,85.1977
2023-03-11 00:02:10:604,0,-2.1914,-8.64539,85.1976
2023-03-11 00:02:10:613,0,-2.19851,-8.64714,85.2011
2023-03-11 00:02:10:623,0,-2.21128,-8.64891,85.201
2023-03-11 00:02:10:633,0,-2.22708,-8.65124,85.2018
2023-03-11 00:02:10:643,0,-2.2351,-8.65082,85.1973
2023-03-11 00:02:10:653,0,-2.23623,-8.64799,85.1899
2023-03-11 00:02:10:663,0,-2.24081,-8.64923,85.182
2023-03-11 00:02:10:673,0,-2.2408,-8.65029,85.1726
2023-03-11 00:02:10:684,0,-2.24504,-8.6509,85.1631
2023-03-11 00:02:10:693,0,-2.25362,-8.6541,85.1558
2023-03-11 00:02:10:703,0,-2.26668,-8.65801,85.1509
2023-03-11 00:02:10:713,0,-2.28073,-8.65735,85.1502
2023-03-11 00:02:10:723,0,-2.29526,-8.65234,85.1471
2023-03-11 00:02:10:734,0,-2.30624,-8.64912,85.148
2023-03-11 00:02:10:743,0,-2.31297,-8.64403,85.1566
2023-03-11 00:02:10:753,0,-2.31198,-8.644,85.168
2023-03-11 00:02:10:763,0,-2.31092,-8.64352,85.1878
2023-03-11 00:02:10:774,0,-2.3145,-8.64718,85.2126
2023-03-11 00:02:10:784,0,-2.32169,-8.64885,85.2361
2023-03-11 00:02:10:794,0,-2.32877,-8.65386,85.2569
2023-03-11 00:02:10:804,0,-2.34099,-8.65929,85.2733
2023-03-11 00:02:10:814,0,-2.34642,-8.6667,85.2857
2023-03-11 00:02:10:823,0,-2.34669,-8.67268,85.2963
2023-03-11 00:02:10:834,0,-2.34273,-8.67885,85.2974
2023-03-11 00:02:10:843,0,-2.33496,-8.68405,85.2979
2023-03-11 00:02:10:853,0,-2.32988,-8.69013,85.3025
2023-03-11 00:02:10:863,0,-2.32446,-8.7005,85.2995
2023-03-11 00:02:10:873,0,-2.32113,-8.70663,85.2986
2023-03-11 00:02:10:883,0,-2.31892,-8.71338,85.2939
2023-03-11 00:02:10:893,0,-2.31658,-8.71923,85.2879
2023-03-11 00:02:10:904,0,-2.31283,-8.72722,85.2873
2023-03-11 00:02:10:913,0,-2.30793,-8.73513,85.283
2023-03-11 00:02:10:923,0,-2.30214,-8.74433,85.2823
2023-03-11 00:02:10:933,0,-2.30232,-8.74755,85.2848
2023-03-11 00:02:10:943,0,-2.3057,-8.75356,85.2901
