Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-10 21:35:54:415,0,6.84566,-8.61251,93.2054
2023-03-10 21:35:54:423,0,6.82395,-8.58869,93.1812
2023-03-10 21:35:54:433,0,6.80438,-8.56727,93.1553
2023-03-10 21:35:54:443,0,6.78634,-8.55233,93.1357
2023-03-10 21:35:54:453,0,6.76636,-8.53954,93.122
2023-03-10 21:35:54:463,0,6.7515,-8.52329,93.1113
2023-03-10 21:35:54:473,0,6.73994,-8.50437,93.0997
2023-03-10 21:35:54:483,0,6.73383,-8.4794,93.0898
2023-03-10 21:35:54:493,0,6.73108,-8.458,93.081
2023-03-10 21:35:54:503,0,6.7316,-8.43855,93.0778
2023-03-10 21:35:54:513,0,6.73064,-8.42096,93.0749
2023-03-10 21:35:54:523,0,6.73016,-8.40873,93.0742
2023-03-10 21:35:54:533,0,6.72874,-8.39939,93.069
2023-03-10 21:35:54:543,0,6.7262,-8.39034,93.064
2023-03-10 21:35:54:553,0,6.72526,-8.38032,93.0546
2023-03-10 21:35:54:563,0,6.72928,-8.37195,93.038
2023-03-10 21:35:54:573,0,6.74098,-8.36599,93.0187
2023-03-10 21:35:54:583,0,6.76063,-8.36407,92.9992
2023-03-10 21:35:54:593,0,6.78236,-8.36167,92.9828
2023-03-10 21:35:54:603,0,6.80886,-8.36309,92.9632
2023-03-10 21:35:54:613,0,6.8354,-8.37045,92.9431
2023-03-10 21:35:54:623,0,6.85725,-8.37827,92.9281
2023-03-10 21:35:54:633,0,6.87999,-8.39089,92.9179
2023-03-10 21:35:54:643,0,6.90302,-8.40518,92.9057
2023-03-10 21:35:54:653,0,6.92386,-8.4162,92.892
2023-03-10 21:35:54:663,0,6.93741,-8.42809,92.8775
2023-03-10 21:35:54:673,0,6.95111,-8.43516,92.8665
2023-03-10 21:35:54:683,0,6.96374,-8.44365,92.8482
2023-03-10 21:35:54:693,0,6.97489,-8.44835,92.8264
2023-03-10 21:35:54:703,0,6.98259,-8.45116,92.8063
2023-03-10 21:35:54:713,0,6.99016,-8.45505,92.7806
2023-03-10 21:35:54:723,0,7.00007,-8.45637,92.7504
2023-03-10 21:35:54:733,0,7.00633,-8.45495,92.7162
2023-03-10 21:35:54:743,0,7.01184,-8.45272,92.6816
2023-03-10 21:35:54:753,0,7.01634,-8.45247,92.6452
2023-03-10 21:35:54:763,0,7.01417,-8.44546,92.6035
2023-03-10 21:35:54:773,0,7.01149,-8.43992,92.5585
2023-03-10 21:35:54:783,0,7.00694,-8.43429,92.5138
2023-03-10 21:35:54:793,0,6.9981,-8.42597,92.4632
2023-03-10 21:35:54:803,0,6.99023,-8.41881,92.4119
2023-03-10 21:35:54:812,0,6.9848,-8.41742,92.3562
2023-03-10 21:35:54:822,0,6.98038,-8.41492,92.2953
2023-03-10 21:35:54:832,0,6.98938,-8.41378,92.2307
2023-03-10 21:35:54:842,0,7.01184,-8.41527,92.163
2023-03-10 21:35:54:852,0,7.0475,-8.41896,92.0922
2023-03-10 21:35:54:862,0,7.09112,-8.42457,92.0167
2023-03-10 21:35:54:872,0,7.13309,-8.44043,91.9434
2023-03-10 21:35:54:882,0,7.17021,-8.46109,91.8749
2023-03-10 21:35:54:892,0,7.20643,-8.48436,91.8048
2023-03-10 21:35:54:902,0,7.24112,-8.51173,91.7401
2023-03-10 21:35:54:912,0,7.27304,-8.53953,91.6801
2023-03-10 21:35:54:922,0,7.29977,-8.56708,91.6208
2023-03-10 21:35:54:932,0,7.32638,-8.59544,91.564
2023-03-10 21:35:54:942,0,7.35286,-8.62537,91.5125
2023-03-10 21:35:54:952,0,7.37874,-8.65012,91.4648
2023-03-10 21:35:54:962,0,7.40236,-8.67325,91.421
2023-03-10 21:35:54:973,0,7.42058,-8.69333,91.3801
2023-03-10 21:35:54:982,0,7.43467,-8.71472,91.3504
2023-03-10 21:35:54:993,0,7.44701,-8.73012,91.3247
2023-03-10 21:35:55:3,0,7.45564,-8.7425,91.2961
2023-03-10 21:35:55:13,0,7.4662,-8.75315,91.2775
2023-03-10 21:35:55:23,0,7.47616,-8.76593,91.2627
2023-03-10 21:35:55:33,0,7.48009,-8.77735,91.2539
2023-03-10 21:35:55:43,0,7.47441,-8.78797,91.2469
2023-03-10 21:35:55:53,0,7.4642,-8.79665,91.2419
2023-03-10 21:35:55:63,0,7.45493,-8.8039,91.2427
2023-03-10 21:35:55:73,0,7.43888,-8.81038,91.2435
2023-03-10 21:35:55:83,0,7.41572,-8.81836,91.2439
2023-03-10 21:35:55:93,0,7.39353,-8.82599,91.246
2023-03-10 21:35:55:103,0,7.37048,-8.83735,91.246
2023-03-10 21:35:55:113,0,7.35088,-8.85211,91.2543
2023-03-10 21:35:55:123,0,7.33148,-8.86483,91.2604
2023-03-10 21:35:55:133,0,7.30985,-8.87428,91.2635
2023-03-10 21:35:55:143,0,7.29223,-8.88555,91.2622
2023-03-10 21:35:55:153,0,7.2723,-8.89446,91.2602
2023-03-10 21:35:55:163,0,7.25608,-8.89957,91.2578
2023-03-10 21:35:55:173,0,7.23731,-8.90258,91.2528
2023-03-10 21:35:55:183,0,7.21982,-8.90119,91.2444
2023-03-10 21:35:55:193,0,7.20172,-8.90289,91.2328
2023-03-10 21:35:55:203,0,7.18608,-8.90189,91.2168
2023-03-10 21:35:55:213,0,7.17223,-8.89865,91.2018
2023-03-10 21:35:55:223,0,7.15755,-8.89626,91.1852
2023-03-10 21:35:55:233,0,7.1405,-8.89197,91.1679
2023-03-10 21:35:55:243,0,7.12849,-8.88589,91.1479
2023-03-10 21:35:55:253,0,7.12382,-8.88274,91.1256
2023-03-10 21:35:55:263,0,7.12671,-8.88443,91.1013
2023-03-10 21:35:55:273,0,7.12805,-8.89271,91.08
2023-03-10 21:35:55:283,0,7.13127,-8.90158,91.0592
2023-03-10 21:35:55:293,0,7.13775,-8.91292,91.0334
2023-03-10 21:35:55:303,0,7.1486,-8.92305,91.0035
2023-03-10 21:35:55:313,0,7.16118,-8.93738,90.9708
2023-03-10 21:35:55:322,0,7.17808,-8.95092,90.9321
2023-03-10 21:35:55:332,0,7.19664,-8.96471,90.8911
2023-03-10 21:35:55:342,0,7.21281,-8.97357,90.8525
2023-03-10 21:35:55:352,0,7.2276,-8.98195,90.8109
2023-03-10 21:35:55:362,0,7.24038,-8.99072,90.7709
2023-03-10 21:35:55:372,0,7.24804,-9.00031,90.7286
2023-03-10 21:35:55:382,0,7.24991,-9.00494,90.6892
2023-03-10 21:35:55:392,0,7.25107,-8.99934,90.6502
2023-03-10 21:35:55:402,0,7.25228,-8.99464,90.6111
2023-03-10 21:35:55:412,0,7.25531,-8.99103,90.5729
2023-03-10 21:35:55:422,0,7.26672,-8.98429,90.5341
2023-03-10 21:35:55:432,0,7.27905,-8.97581,90.4923
2023-03-10 21:35:55:442,0,7.29099,-8.96758,90.4554
2023-03-10 21:35:55:452,0,7.30535,-8.96252,90.42
2023-03-10 21:35:55:462,0,7.318,-8.95734,90.3888
2023-03-10 21:35:55:472,0,7.33068,-8.9505,90.3614
2023-03-10 21:35:55:482,0,7.34008,-8.94911,90.3324
2023-03-10 21:35:55:492,0,7.34459,-8.94519,90.3052
2023-03-10 21:35:55:502,0,7.35087,-8.94977,90.2877
2023-03-10 21:35:55:512,0,7.35573,-8.95159,90.2643
2023-03-10 21:35:55:522,0,7.35844,-8.95629,90.2497
2023-03-10 21:35:55:532,0,7.36011,-8.95898,90.2386
2023-03-10 21:35:55:543,0,7.36124,-8.96181,90.2291
2023-03-10 21:35:55:552,0,7.36353,-8.9707,90.2207
2023-03-10 21:35:55:562,0,7.3604,-8.9776,90.2135
2023-03-10 21:35:55:572,0,7.35747,-8.98455,90.2103
2023-03-10 21:35:55:582,0,7.35032,-8.98949,90.2091
2023-03-10 21:35:55:592,0,7.34678,-8.99748,90.2111
2023-03-10 21:35:55:602,0,7.33515,-9.0032,90.2109
2023-03-10 21:35:55:612,0,7.32377,-9.00575,90.2141
2023-03-10 21:35:55:622,0,7.30812,-9.0116,90.2187
2023-03-10 21:35:55:632,0,7.29175,-9.01467,90.2214
2023-03-10 21:35:55:642,0,7.27769,-9.01813,90.2239
2023-03-10 21:35:55:652,0,7.25846,-9.01801,90.225
2023-03-10 21:35:55:662,0,7.24277,-9.01606,90.2219
2023-03-10 21:35:55:672,0,7.2279,-9.01388,90.2181
2023-03-10 21:35:55:682,0,7.21532,-9.00768,90.2104
2023-03-10 21:35:55:692,0,7.20688,-9.00347,90.2012
2023-03-10 21:35:55:702,0,7.1983,-8.99961,90.1892
2023-03-10 21:35:55:712,0,7.19277,-8.99628,90.1769
2023-03-10 21:35:55:722,0,7.18963,-8.99172,90.1608
2023-03-10 21:35:55:732,0,7.18211,-8.98997,90.146
2023-03-10 21:35:55:742,0,7.18047,-8.9863,90.132
2023-03-10 21:35:55:752,0,7.17349,-8.98156,90.119
2023-03-10 21:35:55:762,0,7.17073,-8.97829,90.1087
2023-03-10 21:35:55:772,0,7.16683,-8.97804,90.1004
2023-03-10 21:35:55:782,0,7.16795,-8.97972,90.0878
2023-03-10 21:35:55:792,0,7.17045,-8.98337,90.0782
2023-03-10 21:35:55:802,0,7.1706,-8.99401,90.0707
2023-03-10 21:35:55:812,0,7.17154,-9.00187,90.0665
2023-03-10 21:35:55:822,0,7.17485,-9.01138,90.0621
2023-03-10 21:35:55:832,0,7.1757,-9.02055,90.0613
2023-03-10 21:35:55:842,0,7.17631,-9.02565,90.0599
2023-03-10 21:35:55:852,0,7.17126,-9.03209,90.0622
2023-03-10 21:35:55:862,0,7.16341,-9.03736,90.068
2023-03-10 21:35:55:873,0,7.15533,-9.04472,90.0741
2023-03-10 21:35:55:882,0,7.14887,-9.05012,90.0847
2023-03-10 21:35:55:892,0,7.13974,-9.0546,90.0905
2023-03-10 21:35:55:903,0,7.1318,-9.05727,90.0996
2023-03-10 21:35:55:913,0,7.12281,-9.0558,90.106
2023-03-10 21:35:55:923,0,7.11906,-9.05521,90.1121
2023-03-10 21:35:55:933,0,7.11388,-9.05272,90.1105
2023-03-10 21:35:55:943,0,7.10706,-9.04992,90.1068
2023-03-10 21:35:55:953,0,7.09941,-9.04326,90.1028
2023-03-10 21:35:55:963,0,7.08792,-9.04261,90.0987
2023-03-10 21:35:55:973,0,7.07496,-9.03717,90.0956
2023-03-10 21:35:55:983,0,7.06655,-9.03359,90.0902
2023-03-10 21:35:55:993,0,7.05602,-9.03215,90.0862
2023-03-10 21:35:56:3,0,7.04933,-9.02719,90.0794
2023-03-10 21:35:56:13,0,7.04507,-9.02124,90.0739
2023-03-10 21:35:56:23,0,7.05099,-9.01229,90.06
2023-03-10 21:35:56:33,0,7.05793,-9.00667,90.052
2023-03-10 21:35:56:43,0,7.07056,-9.00533,90.0463
2023-03-10 21:35:56:53,0,7.08288,-9.01196,90.0443
2023-03-10 21:35:56:63,0,7.09532,-9.0155,90.04
2023-03-10 21:35:56:73,0,7.10566,-9.01919,90.0364
2023-03-10 21:35:56:83,0,7.11048,-9.02141,90.0367
2023-03-10 21:35:56:93,0,7.11953,-9.0231,90.0355
2023-03-10 21:35:56:103,0,7.12792,-9.02291,90.036
2023-03-10 21:35:56:113,0,7.13743,-9.02294,90.0398
2023-03-10 21:35:56:123,0,7.14669,-9.0214,90.0416
2023-03-10 21:35:56:133,0,7.15486,-9.0236,90.0464
2023-03-10 21:35:56:143,0,7.16853,-9.02528,90.0537
2023-03-10 21:35:56:153,0,7.18054,-9.02847,90.0581
2023-03-10 21:35:56:163,0,7.19115,-9.03577,90.0648
2023-03-10 21:35:56:173,0,7.20092,-9.04263,90.0677
2023-03-10 21:35:56:183,0,7.20927,-9.04898,90.0735
2023-03-10 21:35:56:193,0,7.21963,-9.05822,90.0792
2023-03-10 21:35:56:203,0,7.22717,-9.0677,90.0899
2023-03-10 21:35:56:213,0,7.23572,-9.07949,90.0991
2023-03-10 21:35:56:223,0,7.24393,-9.09344,90.106
2023-03-10 21:35:56:233,0,7.25375,-9.10416,90.1143
2023-03-10 21:35:56:243,0,7.26135,-9.11616,90.1224
2023-03-10 21:35:56:253,0,7.27088,-9.12326,90.1293
2023-03-10 21:35:56:263,0,7.27345,-9.13342,90.1423
2023-03-10 21:35:56:273,0,7.27227,-9.1416,90.1538
2023-03-10 21:35:56:283,0,7.27441,-9.14554,90.1617
2023-03-10 21:35:56:293,0,7.27224,-9.15083,90.1691
2023-03-10 21:35:56:303,0,7.26595,-9.15577,90.177
2023-03-10 21:35:56:313,0,7.26056,-9.15948,90.1811
2023-03-10 21:35:56:323,0,7.25457,-9.16408,90.1865
2023-03-10 21:35:56:333,0,7.24925,-9.16932,90.1896
2023-03-10 21:35:56:343,0,7.24551,-9.17265,90.1902
2023-03-10 21:35:56:353,0,7.24435,-9.17112,90.1877
2023-03-10 21:35:56:363,0,7.24791,-9.16596,90.182
2023-03-10 21:35:56:373,0,7.24917,-9.15861,90.1747
2023-03-10 21:35:56:383,0,7.2524,-9.14537,90.1634
2023-03-10 21:35:56:393,0,7.25416,-9.13175,90.1486
