Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 15:18:25:548,0,4.09305,-4.695,-14.1568,Q,Q
2023-03-15 15:18:25:556,0,4.09736,-4.6959,-14.1513,Q,Q
2023-03-15 15:18:25:566,0,4.10163,-4.70166,-14.1438,Q,Q
2023-03-15 15:18:25:576,0,4.10602,-4.7134,-14.1369,Q,Q
2023-03-15 15:18:25:586,0,4.10891,-4.72966,-14.1297,Q,Q
2023-03-15 15:18:25:596,0,4.112,-4.75082,-14.1211,Q,Q
2023-03-15 15:18:25:606,0,4.11779,-4.77336,-14.1118,Q,Q
2023-03-15 15:18:25:616,0,4.11985,-4.79728,-14.0992,Q,Q
2023-03-15 15:18:25:626,0,4.12333,-4.82048,-14.0883,Q,Q
2023-03-15 15:18:25:636,0,4.12622,-4.84851,-14.0706,Q,Q
2023-03-15 15:18:25:646,0,4.12393,-4.87902,-14.0573,Q,Q
2023-03-15 15:18:25:656,0,4.12478,-4.90682,-14.0461,Q,Q
2023-03-15 15:18:25:666,0,4.13043,-4.92833,-14.0372,Q,Q
2023-03-15 15:18:25:676,0,4.13943,-4.94471,-14.0301,Q,Q
2023-03-15 15:18:25:686,0,4.15242,-4.95926,-14.0227,Q,Q
2023-03-15 15:18:25:696,0,4.16214,-4.97075,-14.0183,Q,Q
2023-03-15 15:18:25:706,0,4.17084,-4.98079,-14.0172,Q,Q
2023-03-15 15:18:25:716,0,4.17855,-4.98492,-14.0192,Q,Q
2023-03-15 15:18:25:726,0,4.18497,-4.99173,-14.0196,Q,Q
2023-03-15 15:18:25:736,0,4.18711,-4.99625,-14.0242,Q,Q
2023-03-15 15:18:25:746,0,4.18852,-4.9958,-14.0354,Q,Q
2023-03-15 15:18:25:756,0,4.1929,-4.99356,-14.0479,Q,Q
2023-03-15 15:18:25:766,0,4.193,-4.98985,-14.052,Q,Q
2023-03-15 15:18:25:776,0,4.19176,-4.98957,-14.059,Q,Q
2023-03-15 15:18:25:786,0,4.18751,-4.9843,-14.0603,Q,Q
2023-03-15 15:18:25:796,0,4.18487,-4.98435,-14.0595,Q,Q
2023-03-15 15:18:25:806,0,4.18365,-4.98536,-14.0519,Q,Q
2023-03-15 15:18:25:816,0,4.18112,-4.9916,-14.0353,Q,Q
2023-03-15 15:18:25:826,0,4.17265,-4.99626,-14.0208,Q,Q
2023-03-15 15:18:25:836,0,4.16272,-4.99722,-14.0085,Q,Q
2023-03-15 15:18:25:846,0,4.14669,-4.99912,-13.9984,Q,Q
2023-03-15 15:18:25:856,0,4.12764,-4.99735,-13.9922,Q,Q
2023-03-15 15:18:25:866,0,4.1101,-4.99723,-13.9846,Q,Q
2023-03-15 15:18:25:876,0,4.09253,-5.0018,-13.9813,Q,Q
2023-03-15 15:18:25:886,0,4.07187,-5.00948,-13.9768,Q,Q
2023-03-15 15:18:25:896,0,4.05702,-5.0178,-13.9737,Q,Q
2023-03-15 15:18:25:906,0,4.04683,-5.02666,-13.9748,Q,Q
2023-03-15 15:18:25:916,0,4.04265,-5.03449,-13.979,Q,Q
2023-03-15 15:18:25:926,0,4.04316,-5.03893,-13.9883,Q,Q
2023-03-15 15:18:25:936,0,4.03967,-5.03889,-13.9984,Q,Q
2023-03-15 15:18:25:946,0,4.03776,-5.03577,-14.0064,Q,Q
2023-03-15 15:18:25:956,0,4.03035,-5.0316,-14.017,Q,Q
2023-03-15 15:18:25:966,0,4.02381,-5.02522,-14.0289,Q,Q
2023-03-15 15:18:25:976,0,4.01397,-5.01872,-14.0379,Q,Q
2023-03-15 15:18:25:986,0,4.00601,-5.0103,-14.0507,Q,Q
2023-03-15 15:18:25:996,0,3.99462,-5.00223,-14.0643,Q,Q
2023-03-15 15:18:26:6,0,3.98704,-4.99279,-14.076,Q,Q
2023-03-15 15:18:26:16,0,3.98083,-4.97884,-14.0895,Q,Q
2023-03-15 15:18:26:26,0,3.96666,-4.96168,-14.1008,Q,Q
2023-03-15 15:18:26:36,0,3.95788,-4.94034,-14.1169,Q,Q
2023-03-15 15:18:26:46,0,3.95144,-4.92137,-14.131,Q,Q
