Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-10 21:41:03:958,0,-1.63624,-5.76285,86.856
2023-03-10 21:41:03:967,0,-1.59554,-5.7542,86.8295
2023-03-10 21:41:03:977,0,-1.5591,-5.74235,86.8052
2023-03-10 21:41:03:987,0,-1.52105,-5.7319,86.7883
2023-03-10 21:41:03:997,0,-1.48919,-5.72063,86.7775
2023-03-10 21:41:04:7,0,-1.45804,-5.7087,86.7692
2023-03-10 21:41:04:17,0,-1.43237,-5.69997,86.7651
2023-03-10 21:41:04:27,0,-1.40865,-5.68888,86.7636
2023-03-10 21:41:04:37,0,-1.39019,-5.67441,86.7654
2023-03-10 21:41:04:47,0,-1.36936,-5.65921,86.7749
2023-03-10 21:41:04:57,0,-1.36246,-5.64118,86.7862
2023-03-10 21:41:04:67,0,-1.36275,-5.62252,86.8063
2023-03-10 21:41:04:76,0,-1.37464,-5.60415,86.834
2023-03-10 21:41:04:87,0,-1.39148,-5.58366,86.8644
2023-03-10 21:41:04:97,0,-1.41531,-5.56906,86.8985
2023-03-10 21:41:04:107,0,-1.43518,-5.55432,86.9285
2023-03-10 21:41:04:117,0,-1.45072,-5.54687,86.959
2023-03-10 21:41:04:127,0,-1.4711,-5.54626,86.9814
2023-03-10 21:41:04:137,0,-1.48909,-5.54979,86.9993
2023-03-10 21:41:04:147,0,-1.5051,-5.55136,87.0177
2023-03-10 21:41:04:157,0,-1.51921,-5.54827,87.0302
2023-03-10 21:41:04:167,0,-1.53537,-5.54105,87.0369
2023-03-10 21:41:04:177,0,-1.55231,-5.53177,87.048
2023-03-10 21:41:04:187,0,-1.56767,-5.52269,87.059
2023-03-10 21:41:04:197,0,-1.57874,-5.51471,87.0727
2023-03-10 21:41:04:207,0,-1.58635,-5.50422,87.0929
2023-03-10 21:41:04:217,0,-1.59216,-5.4905,87.112
2023-03-10 21:41:04:227,0,-1.59045,-5.47501,87.1291
2023-03-10 21:41:04:237,0,-1.5886,-5.45935,87.147
2023-03-10 21:41:04:247,0,-1.57618,-5.43974,87.1599
2023-03-10 21:41:04:257,0,-1.56658,-5.42339,87.1711
2023-03-10 21:41:04:267,0,-1.5511,-5.40997,87.177
2023-03-10 21:41:04:277,0,-1.52785,-5.3961,87.1771
2023-03-10 21:41:04:287,0,-1.49979,-5.38699,87.1621
2023-03-10 21:41:04:297,0,-1.46695,-5.37154,87.1377
2023-03-10 21:41:04:306,0,-1.43056,-5.35474,87.1035
2023-03-10 21:41:04:316,0,-1.39815,-5.33358,87.0623
2023-03-10 21:41:04:326,0,-1.37206,-5.30985,87.0142
2023-03-10 21:41:04:336,0,-1.34907,-5.28882,86.9632
2023-03-10 21:41:04:346,0,-1.33631,-5.27042,86.9134
2023-03-10 21:41:04:356,0,-1.33333,-5.25345,86.8609
2023-03-10 21:41:04:366,0,-1.33237,-5.2407,86.8065
2023-03-10 21:41:04:376,0,-1.32952,-5.22287,86.7409
2023-03-10 21:41:04:387,0,-1.32655,-5.2058,86.6685
2023-03-10 21:41:04:397,0,-1.32299,-5.18637,86.5968
2023-03-10 21:41:04:407,0,-1.32123,-5.17438,86.5236
2023-03-10 21:41:04:417,0,-1.33118,-5.16652,86.448
2023-03-10 21:41:04:427,0,-1.3456,-5.16933,86.3758
2023-03-10 21:41:04:437,0,-1.37245,-5.17935,86.3065
2023-03-10 21:41:04:447,0,-1.40039,-5.18974,86.2384
2023-03-10 21:41:04:457,0,-1.4316,-5.20227,86.165
2023-03-10 21:41:04:467,0,-1.46194,-5.21144,86.0942
