Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 20:58:13:527,0,-6.99295,-6.86228,91.6675
2023-03-11 20:58:13:536,0,-6.99738,-6.85486,91.6721
2023-03-11 20:58:13:546,0,-7.00042,-6.85318,91.6754
2023-03-11 20:58:13:556,0,-6.9995,-6.85213,91.6746
2023-03-11 20:58:13:566,0,-6.995,-6.85029,91.6724
2023-03-11 20:58:13:576,0,-6.98855,-6.85292,91.6725
2023-03-11 20:58:13:586,0,-6.97565,-6.85833,91.672
2023-03-11 20:58:13:596,0,-6.96034,-6.86871,91.6731
2023-03-11 20:58:13:606,0,-6.94399,-6.87787,91.6773
2023-03-11 20:58:13:616,0,-6.92414,-6.8867,91.6816
2023-03-11 20:58:13:626,0,-6.90592,-6.89997,91.6891
2023-03-11 20:58:13:636,0,-6.88274,-6.91216,91.6993
2023-03-11 20:58:13:646,0,-6.85667,-6.91648,91.7054
2023-03-11 20:58:13:656,0,-6.83357,-6.91841,91.711
2023-03-11 20:58:13:666,0,-6.81119,-6.91794,91.7153
2023-03-11 20:58:13:676,0,-6.78276,-6.91206,91.7189
2023-03-11 20:58:13:686,0,-6.75705,-6.89921,91.7163
2023-03-11 20:58:13:696,0,-6.7356,-6.88232,91.7069
2023-03-11 20:58:13:706,0,-6.72434,-6.86594,91.7011
2023-03-11 20:58:13:716,0,-6.71719,-6.84875,91.6934
2023-03-11 20:58:13:726,0,-6.71467,-6.83202,91.6869
2023-03-11 20:58:13:736,0,-6.7177,-6.82488,91.6807
2023-03-11 20:58:13:746,0,-6.72193,-6.8235,91.6797
2023-03-11 20:58:13:756,0,-6.72339,-6.82718,91.6832
2023-03-11 20:58:13:766,0,-6.72126,-6.82664,91.6871
2023-03-11 20:58:13:776,0,-6.71333,-6.82717,91.6902
2023-03-11 20:58:13:786,0,-6.70988,-6.82532,91.6921
2023-03-11 20:58:13:796,0,-6.70616,-6.8208,91.6948
2023-03-11 20:58:13:806,0,-6.70331,-6.81748,91.6994
2023-03-11 20:58:13:816,0,-6.70478,-6.8146,91.707
2023-03-11 20:58:13:826,0,-6.70184,-6.81454,91.7129
2023-03-11 20:58:13:836,0,-6.70156,-6.8126,91.7172
2023-03-11 20:58:13:846,0,-6.70885,-6.81086,91.7236
2023-03-11 20:58:13:856,0,-6.72246,-6.81485,91.7293
2023-03-11 20:58:13:866,0,-6.74095,-6.81778,91.7371
2023-03-11 20:58:13:876,0,-6.75847,-6.82022,91.7421
2023-03-11 20:58:13:886,0,-6.77888,-6.81853,91.7441
2023-03-11 20:58:13:896,0,-6.79581,-6.81643,91.7469
2023-03-11 20:58:13:905,0,-6.81186,-6.8151,91.7468
2023-03-11 20:58:13:915,0,-6.82576,-6.8135,91.7491
2023-03-11 20:58:13:925,0,-6.83509,-6.8106,91.7488
2023-03-11 20:58:13:935,0,-6.84256,-6.80503,91.7472
2023-03-11 20:58:13:945,0,-6.8429,-6.79659,91.7427
2023-03-11 20:58:13:956,0,-6.83409,-6.78308,91.7357
2023-03-11 20:58:13:966,0,-6.81773,-6.77,91.7272
2023-03-11 20:58:13:976,0,-6.79717,-6.7571,91.7231
2023-03-11 20:58:13:986,0,-6.77781,-6.74629,91.72
2023-03-11 20:58:13:996,0,-6.75928,-6.74082,91.7186
2023-03-11 20:58:14:6,0,-6.74349,-6.73764,91.7172
2023-03-11 20:58:14:16,0,-6.73108,-6.73718,91.7194
2023-03-11 20:58:14:26,0,-6.72151,-6.73613,91.7205
2023-03-11 20:58:14:36,0,-6.71521,-6.73648,91.7245
2023-03-11 20:58:14:46,0,-6.70763,-6.73672,91.7294
2023-03-11 20:58:14:56,0,-6.70655,-6.74253,91.7348
2023-03-11 20:58:14:66,0,-6.70438,-6.74556,91.7391
2023-03-11 20:58:14:76,0,-6.70785,-6.75155,91.7452
2023-03-11 20:58:14:86,0,-6.718,-6.75502,91.7538
2023-03-11 20:58:14:96,0,-6.72452,-6.75843,91.7626
2023-03-11 20:58:14:106,0,-6.73071,-6.76781,91.7767
2023-03-11 20:58:14:116,0,-6.73528,-6.77871,91.7888
2023-03-11 20:58:14:126,0,-6.73918,-6.79279,91.8
2023-03-11 20:58:14:136,0,-6.73764,-6.7996,91.8118
2023-03-11 20:58:14:146,0,-6.74027,-6.81002,91.8252
2023-03-11 20:58:14:156,0,-6.74146,-6.82041,91.8402
2023-03-11 20:58:14:166,0,-6.74186,-6.83321,91.8548
2023-03-11 20:58:14:176,0,-6.73746,-6.8443,91.867
2023-03-11 20:58:14:186,0,-6.73395,-6.85262,91.8791
2023-03-11 20:58:14:196,0,-6.73029,-6.85788,91.8913
2023-03-11 20:58:14:206,0,-6.72712,-6.86593,91.9024
2023-03-11 20:58:14:216,0,-6.72962,-6.87096,91.914
2023-03-11 20:58:14:226,0,-6.73112,-6.87474,91.9241
2023-03-11 20:58:14:236,0,-6.73196,-6.87956,91.9323
2023-03-11 20:58:14:246,0,-6.73362,-6.88474,91.9443
2023-03-11 20:58:14:256,0,-6.73585,-6.89119,91.955
2023-03-11 20:58:14:266,0,-6.73616,-6.89738,91.9633
2023-03-11 20:58:14:276,0,-6.73452,-6.90791,91.976
2023-03-11 20:58:14:286,0,-6.73565,-6.91382,91.987
