Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 22:22:10:183,0,-8.2282,-4.20589,-18.6608,Q,Q
2023-03-15 22:22:10:192,0,-8.23625,-4.23247,-18.643,Q,Q
2023-03-15 22:22:10:202,0,-8.24429,-4.25354,-18.628,Q,Q
2023-03-15 22:22:10:212,0,-8.24991,-4.27138,-18.6212,Q,Q
2023-03-15 22:22:10:222,0,-8.25186,-4.28341,-18.6204,Q,Q
2023-03-15 22:22:10:232,0,-8.25341,-4.29141,-18.6209,Q,Q
2023-03-15 22:22:10:242,0,-8.24983,-4.29892,-18.6271,Q,Q
2023-03-15 22:22:10:252,0,-8.25288,-4.30646,-18.6364,Q,Q
2023-03-15 22:22:10:262,0,-8.25052,-4.3113,-18.6442,Q,Q
2023-03-15 22:22:10:272,0,-8.25733,-4.31243,-18.6515,Q,Q
2023-03-15 22:22:10:282,0,-8.26172,-4.30893,-18.6635,Q,Q
2023-03-15 22:22:10:292,0,-8.27302,-4.30297,-18.6748,Q,Q
2023-03-15 22:22:10:302,0,-8.28305,-4.29425,-18.6852,Q,Q
2023-03-15 22:22:10:312,0,-8.29355,-4.28509,-18.696,Q,Q
2023-03-15 22:22:10:322,0,-8.30784,-4.27989,-18.7097,Q,Q
2023-03-15 22:22:10:332,0,-8.32052,-4.27273,-18.725,Q,Q
2023-03-15 22:22:10:342,0,-8.33626,-4.26402,-18.7414,Q,Q
2023-03-15 22:22:10:352,0,-8.34604,-4.2623,-18.7636,Q,Q
2023-03-15 22:22:10:362,0,-8.35956,-4.25617,-18.7878,Q,Q
2023-03-15 22:22:10:372,0,-8.36971,-4.25287,-18.8145,Q,Q
2023-03-15 22:22:10:382,0,-8.37819,-4.24527,-18.84,Q,Q
2023-03-15 22:22:10:392,0,-8.3781,-4.2416,-18.8591,Q,Q
2023-03-15 22:22:10:402,0,-8.37538,-4.2435,-18.8715,Q,Q
2023-03-15 22:22:10:412,0,-8.37468,-4.24637,-18.8776,Q,Q
2023-03-15 22:22:10:422,0,-8.37569,-4.24466,-18.8844,Q,Q
2023-03-15 22:22:10:432,0,-8.37445,-4.24038,-18.8877,Q,Q
2023-03-15 22:22:10:442,0,-8.37214,-4.23266,-18.8879,Q,Q
2023-03-15 22:22:10:452,0,-8.37103,-4.22169,-18.8908,Q,Q
