Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-14 22:07:00:739,0,-9.42014,-3.64402,7.52736,Q,Q
2023-03-14 22:07:00:748,0,-9.43398,-3.64571,7.53611,Q,Q
2023-03-14 22:07:00:757,0,-9.44338,-3.64386,7.53747,Q,Q
2023-03-14 22:07:00:768,0,-9.44753,-3.64656,7.53614,Q,Q
2023-03-14 22:07:00:778,0,-9.446,-3.64936,7.5332,Q,Q
2023-03-14 22:07:00:788,0,-9.44756,-3.65599,7.53003,Q,Q
2023-03-14 22:07:00:798,0,-9.45058,-3.66873,7.52839,Q,Q
2023-03-14 22:07:00:808,0,-9.45836,-3.67696,7.52653,Q,Q
2023-03-14 22:07:00:818,0,-9.46931,-3.68785,7.52766,Q,Q
2023-03-14 22:07:00:828,0,-9.47967,-3.69828,7.53265,Q,Q
2023-03-14 22:07:00:838,0,-9.48594,-3.70828,7.54036,Q,Q
2023-03-14 22:07:00:848,0,-9.48443,-3.71874,7.549,Q,Q
2023-03-14 22:07:00:858,0,-9.48147,-3.72643,7.5623,Q,Q
2023-03-14 22:07:00:868,0,-9.47187,-3.73711,7.58124,Q,Q
2023-03-14 22:07:00:878,0,-9.45752,-3.74384,7.59579,Q,Q
2023-03-14 22:07:00:888,0,-9.44516,-3.74974,7.61298,Q,Q
2023-03-14 22:07:00:898,0,-9.43319,-3.75802,7.62885,Q,Q
2023-03-14 22:07:00:908,0,-9.42382,-3.76425,7.64404,Q,Q
2023-03-14 22:07:00:918,0,-9.41358,-3.76716,7.65417,Q,Q
2023-03-14 22:07:00:928,0,-9.40364,-3.77322,7.65941,Q,Q
2023-03-14 22:07:00:938,0,-9.39062,-3.77905,7.65959,Q,Q
2023-03-14 22:07:00:948,0,-9.37554,-3.78505,7.65575,Q,Q
2023-03-14 22:07:00:958,0,-9.35117,-3.7932,7.64655,Q,Q
2023-03-14 22:07:00:968,0,-9.32909,-3.79888,7.63809,Q,Q
2023-03-14 22:07:00:978,0,-9.30744,-3.80041,7.62479,Q,Q
2023-03-14 22:07:00:988,0,-9.29461,-3.79731,7.60919,Q,Q
2023-03-14 22:07:00:998,0,-9.28426,-3.79107,7.58779,Q,Q
2023-03-14 22:07:01:8,0,-9.27475,-3.78362,7.57099,Q,Q
2023-03-14 22:07:01:18,0,-9.26803,-3.77566,7.55866,Q,Q
2023-03-14 22:07:01:28,0,-9.26745,-3.76616,7.54711,Q,Q
2023-03-14 22:07:01:38,0,-9.26836,-3.75561,7.54173,Q,Q
2023-03-14 22:07:01:48,0,-9.26898,-3.75033,7.53636,Q,Q
2023-03-14 22:07:01:58,0,-9.27235,-3.74535,7.53507,Q,Q
2023-03-14 22:07:01:68,0,-9.27769,-3.74356,7.54282,Q,Q
2023-03-14 22:07:01:78,0,-9.28731,-3.74228,7.55527,Q,Q
2023-03-14 22:07:01:88,0,-9.29968,-3.74854,7.57533,Q,Q
2023-03-14 22:07:01:98,0,-9.31489,-3.75679,7.60096,Q,Q
2023-03-14 22:07:01:108,0,-9.33751,-3.76633,7.63234,Q,Q
2023-03-14 22:07:01:118,0,-9.3611,-3.77816,7.66982,Q,Q
2023-03-14 22:07:01:128,0,-9.39047,-3.78995,7.7124,Q,Q
2023-03-14 22:07:01:138,0,-9.4255,-3.80408,7.76045,Q,Q
2023-03-14 22:07:01:148,0,-9.46065,-3.82329,7.81185,Q,Q
2023-03-14 22:07:01:158,0,-9.4918,-3.85085,7.86747,Q,Q
2023-03-14 22:07:01:168,0,-9.51971,-3.87685,7.92331,Q,Q
2023-03-14 22:07:01:178,0,-9.54194,-3.90749,7.97452,Q,Q
2023-03-14 22:07:01:188,0,-9.55969,-3.93643,8.01946,Q,Q
2023-03-14 22:07:01:198,0,-9.57485,-3.96662,8.06229,Q,Q
2023-03-14 22:07:01:208,0,-9.58724,-3.99631,8.09739,Q,Q
2023-03-14 22:07:01:218,0,-9.59554,-4.02613,8.13557,Q,Q
2023-03-14 22:07:01:228,0,-9.60691,-4.0568,8.172,Q,Q
2023-03-14 22:07:01:238,0,-9.6158,-4.08053,8.20761,Q,Q
2023-03-14 22:07:01:248,0,-9.62664,-4.10091,8.24231,Q,Q
2023-03-14 22:07:01:258,0,-9.63614,-4.11719,8.27637,Q,Q
2023-03-14 22:07:01:268,0,-9.64489,-4.13106,8.31211,Q,Q
2023-03-14 22:07:01:278,0,-9.65391,-4.13535,8.34721,Q,Q
2023-03-14 22:07:01:288,0,-9.66075,-4.14101,8.38352,Q,Q
2023-03-14 22:07:01:298,0,-9.662,-4.13706,8.41333,Q,Q
2023-03-14 22:07:01:308,0,-9.66596,-4.1311,8.44452,Q,Q
2023-03-14 22:07:01:318,0,-9.6736,-4.12201,8.46991,Q,Q
2023-03-14 22:07:01:328,0,-9.67824,-4.10938,8.49254,Q,Q
2023-03-14 22:07:01:338,0,-9.68141,-4.09551,8.51649,Q,Q
2023-03-14 22:07:01:348,0,-9.68368,-4.0784,8.53245,Q,Q
2023-03-14 22:07:01:358,0,-9.68571,-4.06408,8.54849,Q,Q
2023-03-14 22:07:01:368,0,-9.6883,-4.04438,8.55826,Q,Q
2023-03-14 22:07:01:378,0,-9.6891,-4.02437,8.56844,Q,Q
2023-03-14 22:07:01:388,0,-9.69272,-4.00809,8.57958,Q,Q
2023-03-14 22:07:01:398,0,-9.69762,-3.99353,8.58389,Q,Q
2023-03-14 22:07:01:408,0,-9.7052,-3.98331,8.58749,Q,Q
2023-03-14 22:07:01:418,0,-9.71596,-3.98466,8.59386,Q,Q
2023-03-14 22:07:01:428,0,-9.72637,-3.98837,8.60273,Q,Q
2023-03-14 22:07:01:438,0,-9.73789,-3.99607,8.60856,Q,Q
2023-03-14 22:07:01:448,0,-9.75253,-4.00427,8.61501,Q,Q
2023-03-14 22:07:01:458,0,-9.76908,-4.0121,8.62691,Q,Q
2023-03-14 22:07:01:468,0,-9.78588,-4.01647,8.63925,Q,Q
2023-03-14 22:07:01:478,0,-9.80558,-4.02619,8.65682,Q,Q
2023-03-14 22:07:01:488,0,-9.8282,-4.03487,8.68076,Q,Q
2023-03-14 22:07:01:498,0,-9.8483,-4.0397,8.70413,Q,Q
2023-03-14 22:07:01:508,0,-9.86415,-4.04499,8.73374,Q,Q
2023-03-14 22:07:01:518,0,-9.87482,-4.04911,8.76188,Q,Q
2023-03-14 22:07:01:528,0,-9.8864,-4.05129,8.79107,Q,Q
2023-03-14 22:07:01:538,0,-9.89605,-4.05482,8.82347,Q,Q
2023-03-14 22:07:01:548,0,-9.90879,-4.05736,8.85412,Q,Q
2023-03-14 22:07:01:558,0,-9.92578,-4.0569,8.8803,Q,Q
2023-03-14 22:07:01:568,0,-9.94066,-4.06124,8.90546,Q,Q
2023-03-14 22:07:01:578,0,-9.95887,-4.0654,8.92916,Q,Q
2023-03-14 22:07:01:588,0,-9.974,-4.07022,8.95002,Q,Q
2023-03-14 22:07:01:598,0,-9.98836,-4.07374,8.96349,Q,Q
2023-03-14 22:07:01:608,0,-10.0017,-4.0773,8.97329,Q,Q
2023-03-14 22:07:01:618,0,-10.0129,-4.08123,8.98276,Q,Q
2023-03-14 22:07:01:628,0,-10.0219,-4.08965,8.99094,Q,Q
2023-03-14 22:07:01:638,0,-10.0289,-4.09909,8.99957,Q,Q
2023-03-14 22:07:01:648,0,-10.0345,-4.10476,9.00485,Q,Q
2023-03-14 22:07:01:658,0,-10.0442,-4.10869,9.00666,Q,Q
2023-03-14 22:07:01:668,0,-10.0542,-4.11131,9.00961,Q,Q
2023-03-14 22:07:01:678,0,-10.0635,-4.11636,9.01644,Q,Q
2023-03-14 22:07:01:688,0,-10.0705,-4.12603,9.02438,Q,Q
2023-03-14 22:07:01:698,0,-10.0812,-4.13033,9.02775,Q,Q
2023-03-14 22:07:01:708,0,-10.089,-4.13398,9.03094,Q,Q
2023-03-14 22:07:01:718,0,-10.0962,-4.13582,9.03294,Q,Q
2023-03-14 22:07:01:728,0,-10.1035,-4.13576,9.03694,Q,Q
2023-03-14 22:07:01:738,0,-10.1106,-4.13398,9.04509,Q,Q
2023-03-14 22:07:01:748,0,-10.1193,-4.13107,9.05004,Q,Q
2023-03-14 22:07:01:758,0,-10.1249,-4.12884,9.05655,Q,Q
2023-03-14 22:07:01:768,0,-10.1317,-4.12279,9.06289,Q,Q
2023-03-14 22:07:01:778,0,-10.136,-4.11828,9.06826,Q,Q
2023-03-14 22:07:01:788,0,-10.1385,-4.12101,9.07577,Q,Q
2023-03-14 22:07:01:798,0,-10.1419,-4.12049,9.07862,Q,Q
2023-03-14 22:07:01:808,0,-10.1424,-4.12082,9.07937,Q,Q
2023-03-14 22:07:01:818,0,-10.1433,-4.12817,9.07718,Q,Q
2023-03-14 22:07:01:828,0,-10.1434,-4.12623,9.07334,Q,Q
2023-03-14 22:07:01:838,0,-10.1441,-4.12701,9.06639,Q,Q
2023-03-14 22:07:01:848,0,-10.1437,-4.12856,9.06177,Q,Q
2023-03-14 22:07:01:858,0,-10.1392,-4.13172,9.05811,Q,Q
2023-03-14 22:07:01:868,0,-10.1386,-4.13092,9.0563,Q,Q
2023-03-14 22:07:01:878,0,-10.1443,-4.13231,9.05983,Q,Q
2023-03-14 22:07:01:888,0,-10.1441,-4.13322,9.06283,Q,Q
2023-03-14 22:07:01:898,0,-10.1495,-4.13414,9.06856,Q,Q
2023-03-14 22:07:01:908,0,-10.1567,-4.13155,9.07868,Q,Q
2023-03-14 22:07:01:918,0,-10.1638,-4.12805,9.08759,Q,Q
2023-03-14 22:07:01:928,0,-10.1682,-4.12574,9.09623,Q,Q
2023-03-14 22:07:01:938,0,-10.1739,-4.12549,9.10358,Q,Q
2023-03-14 22:07:01:948,0,-10.173,-4.12653,9.10736,Q,Q
2023-03-14 22:07:01:958,0,-10.1739,-4.12837,9.11122,Q,Q
2023-03-14 22:07:01:968,0,-10.1736,-4.12905,9.11131,Q,Q
2023-03-14 22:07:01:978,0,-10.1768,-4.13334,9.10643,Q,Q
2023-03-14 22:07:01:988,0,-10.181,-4.13841,9.09947,Q,Q
2023-03-14 22:07:01:998,0,-10.1824,-4.14206,9.09285,Q,Q
2023-03-14 22:07:02:8,0,-10.1872,-4.14418,9.08508,Q,Q
2023-03-14 22:07:02:18,0,-10.189,-4.14945,9.07599,Q,Q
