Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 22:39:17:882,0,4.46484,-1.2741,-36.429
2023-03-11 22:39:17:891,0,4.46892,-1.30238,-36.3986
2023-03-11 22:39:17:901,0,4.48487,-1.31261,-36.3739
2023-03-11 22:39:17:911,0,4.5091,-1.31036,-36.363
2023-03-11 22:39:17:921,0,4.54078,-1.29211,-36.3595
2023-03-11 22:39:17:931,0,4.57433,-1.26027,-36.3619
2023-03-11 22:39:17:941,0,4.60463,-1.22534,-36.3565
2023-03-11 22:39:17:951,0,4.62168,-1.19068,-36.3513
2023-03-11 22:39:17:961,0,4.61979,-1.15947,-36.3489
2023-03-11 22:39:17:971,0,4.60078,-1.13109,-36.3448
2023-03-11 22:39:17:981,0,4.57135,-1.10389,-36.3431
2023-03-11 22:39:17:991,0,4.53795,-1.07402,-36.3504
2023-03-11 22:39:18:1,0,4.50013,-1.03997,-36.3592
2023-03-11 22:39:18:11,0,4.46663,-1.00137,-36.3721
2023-03-11 22:39:18:21,0,4.43218,-0.965155,-36.3868
2023-03-11 22:39:18:31,0,4.40258,-0.931084,-36.3987
2023-03-11 22:39:18:41,0,4.38736,-0.895911,-36.4216
2023-03-11 22:39:18:51,0,4.37295,-0.857563,-36.4513
2023-03-11 22:39:18:61,0,4.35513,-0.819115,-36.479
2023-03-11 22:39:18:71,0,4.33568,-0.78302,-36.5067
2023-03-11 22:39:18:81,0,4.31129,-0.757566,-36.533
2023-03-11 22:39:18:91,0,4.28585,-0.734574,-36.5524
2023-03-11 22:39:18:101,0,4.26416,-0.70752,-36.5758
2023-03-11 22:39:18:111,0,4.23707,-0.668575,-36.6038
2023-03-11 22:39:18:121,0,4.20865,-0.624536,-36.6301
2023-03-11 22:39:18:131,0,4.1717,-0.585737,-36.6355
2023-03-11 22:39:18:141,0,4.12653,-0.558544,-36.6201
2023-03-11 22:39:18:151,0,4.08621,-0.544334,-36.592
2023-03-11 22:39:18:161,0,4.04543,-0.53738,-36.5584
2023-03-11 22:39:18:171,0,4.01286,-0.527271,-36.5255
2023-03-11 22:39:18:181,0,3.98641,-0.520675,-36.4906
2023-03-11 22:39:18:191,0,3.96566,-0.517952,-36.4444
2023-03-11 22:39:18:201,0,3.94755,-0.519972,-36.3934
2023-03-11 22:39:18:211,0,3.93055,-0.528313,-36.34
2023-03-11 22:39:18:221,0,3.91892,-0.544295,-36.2884
2023-03-11 22:39:18:231,0,3.91851,-0.568183,-36.2397
2023-03-11 22:39:18:241,0,3.92373,-0.595882,-36.1947
2023-03-11 22:39:18:251,0,3.9391,-0.626224,-36.1559
2023-03-11 22:39:18:260,0,3.95871,-0.652418,-36.1181
2023-03-11 22:39:18:270,0,3.97871,-0.680141,-36.0888
2023-03-11 22:39:18:280,0,3.9959,-0.698931,-36.0696
2023-03-11 22:39:18:290,0,4.01238,-0.703387,-36.0592
2023-03-11 22:39:18:301,0,4.02933,-0.705906,-36.0578
2023-03-11 22:39:18:310,0,4.04317,-0.700381,-36.0661
2023-03-11 22:39:18:320,0,4.05522,-0.692601,-36.0795
2023-03-11 22:39:18:331,0,4.05835,-0.681601,-36.099
2023-03-11 22:39:18:341,0,4.05663,-0.669746,-36.1133
2023-03-11 22:39:18:351,0,4.05765,-0.664023,-36.127
2023-03-11 22:39:18:361,0,4.05642,-0.664037,-36.1418
2023-03-11 22:39:18:371,0,4.05661,-0.667066,-36.1579
2023-03-11 22:39:18:381,0,4.05846,-0.668778,-36.1769
2023-03-11 22:39:18:391,0,4.06486,-0.668452,-36.1964
2023-03-11 22:39:18:401,0,4.07021,-0.668799,-36.2046
2023-03-11 22:39:18:411,0,4.07775,-0.671684,-36.2048
2023-03-11 22:39:18:421,0,4.08449,-0.677479,-36.1978
2023-03-11 22:39:18:431,0,4.08804,-0.683248,-36.1878
2023-03-11 22:39:18:441,0,4.09245,-0.692306,-36.1751
2023-03-11 22:39:18:451,0,4.0971,-0.705889,-36.1591
2023-03-11 22:39:18:461,0,4.09943,-0.722624,-36.1401
2023-03-11 22:39:18:471,0,4.10443,-0.738475,-36.125
2023-03-11 22:39:18:481,0,4.11015,-0.753558,-36.109
2023-03-11 22:39:18:491,0,4.12104,-0.76787,-36.099
2023-03-11 22:39:18:501,0,4.13035,-0.782365,-36.0885
2023-03-11 22:39:18:511,0,4.13799,-0.792563,-36.0836
2023-03-11 22:39:18:521,0,4.14623,-0.803971,-36.0805
2023-03-11 22:39:18:531,0,4.15139,-0.815606,-36.0762
2023-03-11 22:39:18:541,0,4.15468,-0.823977,-36.0702
2023-03-11 22:39:18:551,0,4.1615,-0.829651,-36.0648
2023-03-11 22:39:18:561,0,4.17351,-0.832837,-36.0608
2023-03-11 22:39:18:571,0,4.19464,-0.827908,-36.0597
2023-03-11 22:39:18:581,0,4.22001,-0.820611,-36.0599
2023-03-11 22:39:18:591,0,4.24778,-0.815331,-36.062
2023-03-11 22:39:18:601,0,4.27511,-0.810146,-36.0627
2023-03-11 22:39:18:611,0,4.30259,-0.804094,-36.0632
2023-03-11 22:39:18:621,0,4.33092,-0.801139,-36.0655
2023-03-11 22:39:18:631,0,4.35737,-0.794255,-36.0742
2023-03-11 22:39:18:641,0,4.38353,-0.78839,-36.0878
2023-03-11 22:39:18:651,0,4.40423,-0.778377,-36.1056
2023-03-11 22:39:18:661,0,4.4263,-0.77168,-36.1227
2023-03-11 22:39:18:671,0,4.44701,-0.766248,-36.138
2023-03-11 22:39:18:681,0,4.47022,-0.760497,-36.153
2023-03-11 22:39:18:691,0,4.49265,-0.759364,-36.1649
