Accel_x,Accel_y,Accel_z,Roll,Pitch,Yaw,Timestamp
"0.0013015069998800755,0.002871767384931445,-0.999438464641571,-0.002791080391034484,0.0009379585389979184,0.7344886660575867,2022-09-01 17-45-38-042726,",,,,,,
"0.0006209802813827991,0.0031189213041216135,-0.999175488948822,-0.002743967343121767,0.0009062323370017111,0.7343853116035461,2022-09-01 17-45-38-047013,",,,,,,
"0.00045661022886633873,0.0030287113040685654,-0.9992402791976929,-0.0027503669261932373,0.0008825594559311867,0.7343238592147827,2022-09-01 17-45-38-051333,",,,,,,
"0.0008809748105704784,0.0032234308309853077,-0.9994358420372009,-0.0027355605270713568,0.0009056670824065804,0.7342780828475952,2022-09-01 17-45-38-055993,",,,,,,
"0.0007057948969304562,0.002257062355056405,-1.0006053447723389,-0.0027588973753154278,0.0009425590396858752,0.7341859936714172,2022-09-01 17-45-38-071075,",,,,,,
"0.0014050472527742386,0.0021441420540213585,-1.0004956722259521,-0.0027567113284021616,0.0009087036596611142,0.7341517210006714,2022-09-01 17-45-38-075325,",,,,,,
"0.0013623787090182304,0.002833163132891059,-1.0012692213058472,-0.0028049349784851074,0.0008934949291869998,0.7341158986091614,2022-09-01 17-45-38-079424,",,,,,,
"0.0009122993797063828,0.0036258483305573463,-0.9992809891700745,-0.002812558552250266,0.0009435164392925799,0.7340673208236694,2022-09-01 17-45-38-083610,",,,,,,
"0.00035605207085609436,0.0033556357957422733,-0.9992320537567139,-0.002809953410178423,0.0009403267176821828,0.7340281009674072,2022-09-01 17-45-38-086589,",,,,,,
"0.0004354286938905716,0.001929241931065917,-0.9986046552658081,-0.002713619265705347,0.0009430911741219461,0.7340249419212341,2022-09-01 17-45-38-089848,",,,,,,
"-0.0003620712086558342,0.004125444684177637,-0.9980775713920593,-0.0026929948944598436,0.0009858085541054606,0.7339795231819153,2022-09-01 17-45-38-092560,",,,,,,
"-2.1293293684720993e-05,0.0030183366034179926,-0.9995000958442688,-0.0026896020863205194,0.0010213437490165234,0.733916163444519,2022-09-01 17-45-38-095450,",,,,,,
