Accel_x,Accel_y,Accel_z,Roll,Pitch,Yaw,Timestamp
0.004939027596265078,0.0033778382930904627,-0.997382402420044,-0.0036737367045134306,0.005390063393861055,0.8299196362495422,2022-09-01 20-18-43-743219
0.00481589138507843,0.00392976263538003,-0.9958019852638245,-0.003697363194078207,0.005394932813942432,0.8299552202224731,2022-09-01 20-18-43-749660
0.004689450841397047,0.0037370119243860245,-0.9964208006858826,-0.0037033739499747753,0.005368266254663467,0.8300124406814575,2022-09-01 20-18-43-752592
0.00527070602402091,0.0027063963934779167,-0.9963974356651306,-0.00364241492934525,0.005359598435461521,0.8300020694732666,2022-09-01 20-18-43-755886
0.005296149756759405,0.002443931298330426,-0.9964953660964966,-0.003617021255195141,0.005398599896579981,0.829954206943512,2022-09-01 20-18-43-758820
0.004932960495352745,0.003306264290586114,-0.9960407018661499,-0.0036179886665195227,0.005459968466311693,0.8299115896224976,2022-09-01 20-18-43-761984
0.004975992254912853,0.0029133951757103205,-0.9960808753967285,-0.0035986911971122026,0.005492138676345348,0.8299304246902466,2022-09-01 20-18-43-764833
0.004958915989845991,0.0021545691415667534,-0.9979403614997864,-0.0035808079410344362,0.005433139391243458,0.8299145102500916,2022-09-01 20-18-43-767957
0.004920728038996458,0.0028073519933968782,-0.9981334805488586,-0.0035621949937194586,0.005421921610832214,0.8299105167388916,2022-09-01 20-18-43-771570
0.005401137284934521,0.0037757637910544872,-0.9967185854911804,-0.0035117072984576225,0.005498811602592468,0.8299261331558228,2022-09-01 20-18-43-774750
0.004213465843349695,0.004963443148881197,-0.9964802265167236,-0.0034954871516674757,0.005499934311956167,0.8299202919006348,2022-09-01 20-18-43-777677
0.004594404250383377,0.003402474569156766,-0.9973381757736206,-0.003497411496937275,0.00546193728223443,0.829915463924408,2022-09-01 20-18-43-781943
0.005523929838091135,0.0023761948104947805,-0.9968371391296387,-0.0034474069252610207,0.0055037070997059345,0.8299327492713928,2022-09-01 20-18-43-785519
0.005621631629765034,0.0026464667171239853,-0.9978419542312622,-0.003421772737056017,0.005508985370397568,0.8299546837806702,2022-09-01 20-18-43-790119
