Accel_x,Accel_y,Accel_z,Roll,Pitch,Yaw,Timestamp
"0.0016155722551047802,0.003254152834415436,-0.9990392327308655,-0.003998569678515196,0.0004635062359739095,0.7419015169143677,2022-09-01 17-36-35-714129,",,,,,,
"0.000431012362241745,0.002938220975920558,-0.9985448718070984,-0.004005205351859331,0.0004426708910614252,0.7419583201408386,2022-09-01 17-36-35-722454,",,,,,,
"0.0010541146621108055,0.002847151132300496,-0.9998173713684082,-0.004021355416625738,0.00040784015436656773,0.7419854998588562,2022-09-01 17-36-35-726982,",,,,,,
"0.0010830960236489773,0.002736582886427641,-0.9993037581443787,-0.004058293532580137,0.00037181354127824306,0.7420393228530884,2022-09-01 17-36-35-730119,",,,,,,
"0.001991098280996084,0.003087699878960848,-0.9994479417800903,-0.0040397848933935165,0.0003550973196979612,0.7420685291290283,2022-09-01 17-36-35-744190,",,,,,,
"0.002638565842062235,0.0026510143652558327,-0.9988061189651489,-0.004001890774816275,0.00041739435982890427,0.7420191764831543,2022-09-01 17-36-35-747363,",,,,,,
"0.001667278353124857,0.002104276092723012,-0.99965500831604,-0.004000995773822069,0.00045427418081089854,0.7419869303703308,2022-09-01 17-36-35-750480,",,,,,,
"0.0010028732940554619,0.002803793642669916,-0.9990383386611938,-0.003990799188613892,0.00042661104816943407,0.7419857978820801,2022-09-01 17-36-35-753618,",,,,,,
"0.0007088105194270611,0.002895659999921918,-0.9998469352722168,-0.003968503791838884,0.00046174629824236035,0.7419654130935669,2022-09-01 17-36-35-757131,",,,,,,
"0.0008246847428381443,0.001842907746322453,-1.0006134510040283,-0.003942310810089111,0.000415921735111624,0.7419958114624023,2022-09-01 17-36-35-760169,",,,,,,
"0.0010105231776833534,0.001535685732960701,-0.9990738034248352,-0.0038971223402768373,0.00038616685196757317,0.7419676780700684,2022-09-01 17-36-35-763238,",,,,,,
"-0.0007674549706280231,0.002171789761632681,-0.9992156028747559,-0.003844057209789753,0.00038830837002024055,0.741914689540863,2022-09-01 17-36-35-766279,",,,,,,
"0.0011147139593958855,0.0017308356473222375,-0.9992572665214539,-0.0038257045671343803,0.0003622012445703149,0.7418992519378662,2022-09-01 17-36-35-769420,",,,,,,
"0.0017776107415556908,0.0028492743149399757,-0.9985332489013672,-0.00379277765750885,0.00040360307320952415,0.7418336272239685,2022-09-01 17-36-35-773799,",,,,,,
"0.001272247638553381,0.0028521704953163862,-0.9991821050643921,-0.0037418948486447334,0.00041400769259780645,0.7417915463447571,2022-09-01 17-36-35-777454,",,,,,,
"0.0012573390267789364,0.002400615019723773,-0.9993698596954346,-0.0037398249842226505,0.0003952366241719574,0.7418407797813416,2022-09-01 17-36-35-781871,",,,,,,
"0.0009781010448932648,0.0025574765168130398,-0.9981012940406799,-0.0037669946905225515,0.00041279138531535864,0.7417897582054138,2022-09-01 17-36-35-785698,",,,,,,
"0.000704870093613863,0.0017889435403048992,-0.9990960955619812,-0.0037292204797267914,0.00041378694004379213,0.7418032288551331,2022-09-01 17-36-35-790053,",,,,,,
"0.0010355999693274498,0.002376339863985777,-0.9982833862304688,-0.003699940862134099,0.0004011218261439353,0.7418159246444702,2022-09-01 17-36-35-795162,",,,,,,
"0.0021274229511618614,0.0033565834164619446,-0.9985306859016418,-0.00365121359936893,0.00038715131813660264,0.7417885661125183,2022-09-01 17-36-35-798524,",,,,,,
"8.398760110139847e-05,0.002515895524993539,-0.9992097616195679,-0.003631338244304061,0.0003889452782459557,0.7417697310447693,2022-09-01 17-36-35-801979,",,,,,,
"0.0005952157080173492,0.002123075071722269,-1.0003223419189453,-0.0036535607650876045,0.00038119227974675596,0.7417668700218201,2022-09-01 17-36-35-805191,",,,,,,
"0.0011436184868216515,0.002137902658432722,-1.000543475151062,-0.003659058129414916,0.0003574890142772347,0.7417680621147156,2022-09-01 17-36-35-809316,",,,,,,
"0.0009463848546147346,0.002607220085337758,-1.000154733657837,-0.003613657085224986,0.00041534885531291366,0.7418029308319092,2022-09-01 17-36-35-813330,",,,,,,
"0.0018710060976445675,0.0031477753072977066,-1.000101089477539,-0.0036212208215147257,0.0003947363293264061,0.741817057132721,2022-09-01 17-36-35-817665,",,,,,,
"0.001346067525446415,0.004481876734644175,-0.9989426136016846,-0.0036330190487205982,0.00037109581171534956,0.7418602705001831,2022-09-01 17-36-35-821388,",,,,,,
"0.0016105296090245247,0.0025906478986144066,-0.999176561832428,-0.00362799153663218,0.0003814625379163772,0.7418557405471802,2022-09-01 17-36-35-825351,",,,,,,
"0.0017475956119596958,0.002489748178049922,-0.9984729290008545,-0.003624878590926528,0.0003214818425476551,0.7418100237846375,2022-09-01 17-36-35-828527,",,,,,,
"0.001643067691475153,0.0025489956606179476,-0.9992339611053467,-0.003619811264798045,0.00029876132612116635,0.7418432235717773,2022-09-01 17-36-35-831550,",,,,,,
"0.0019892537966370583,0.0036557030398398638,-0.9989538788795471,-0.0036130647640675306,0.000292796001303941,0.7418408989906311,2022-09-01 17-36-35-834774,",,,,,,
"0.0019076280295848846,0.0029233605600893497,-0.9994956851005554,-0.0035914399195462465,0.00030942572630010545,0.7419030070304871,2022-09-01 17-36-35-838052,",,,,,,
"0.00033855484798550606,0.0027648000977933407,-0.9998260140419006,-0.003620584262534976,0.0003021855081897229,0.7418634295463562,2022-09-01 17-36-35-841078,",,,,,,
"0.0008581629954278469,0.0031548517290502787,-0.9991298317909241,-0.0035968911834061146,0.0003110554825980216,0.7418336868286133,2022-09-01 17-36-35-843890,",,,,,,
"0.0003254218026995659,0.0022331078071147203,-0.9998396039009094,-0.00360316620208323,0.00029987399466335773,0.7418503165245056,2022-09-01 17-36-35-846996,",,,,,,
"0.0014825467951595783,0.002398320473730564,-0.9996788501739502,-0.0035544116981327534,0.00029471059679053724,0.7418305277824402,2022-09-01 17-36-35-851020,",,,,,,
"0.0014351424761116505,0.0037583159282803535,-0.9994125366210938,-0.003550984663888812,0.0002924767613876611,0.7418484687805176,2022-09-01 17-36-35-854523,",,,,,,
"0.0016281353309750557,0.0037462615873664618,-0.9988759160041809,-0.0035558065865188837,0.0003250949375797063,0.7418507933616638,2022-09-01 17-36-35-858138,",,,,,,
"0.0010627112351357937,0.0033929531928151846,-0.9990341663360596,-0.0035510570742189884,0.00032777496380731463,0.7418370246887207,2022-09-01 17-36-35-862215,",,,,,,
"0.0010484661906957626,0.002942104823887348,-0.9991307258605957,-0.0034951616544276476,0.00034007502836175263,0.741802453994751,2022-09-01 17-36-35-866769,",,,,,,
"0.0015303161926567554,0.003607097314670682,-0.9988906383514404,-0.0034529846161603928,0.0003206179244443774,0.7418045401573181,2022-09-01 17-36-35-870572,",,,,,,
"0.00037773372605443,0.0035364560317248106,-0.9994664192199707,-0.0034267031587660313,0.00024909793864935637,0.741797149181366,2022-09-01 17-36-35-875186,",,,,,,
"0.0008732061833143234,0.003778776852414012,-0.9988428950309753,-0.0034475389402359724,0.00021944046602584422,0.7418176531791687,2022-09-01 17-36-35-879201,",,,,,,
"0.0011912104673683643,0.003669912926852703,-0.9991775751113892,-0.0034233522601425648,0.0002484113210812211,0.7418308258056641,2022-09-01 17-36-35-883384,",,,,,,
"0.0014823433011770248,0.0033360726665705442,-1.000089168548584,-0.0034141745418310165,0.00026257478748448193,0.7418020963668823,2022-09-01 17-36-35-886309,",,,,,,
"0.0016345386393368244,0.003505537286400795,-0.9993221163749695,-0.003422325709834695,0.00022909912513568997,0.7417989373207092,2022-09-01 17-36-35-889663,",,,,,,
"0.0017891712486743927,0.0031424867920577526,-0.998675525188446,-0.0034187480341643095,0.000210764876101166,0.7418380379676819,2022-09-01 17-36-35-892492,",,,,,,
"0.0026403008960187435,0.002646202687174082,-0.999427318572998,-0.0033187533263117075,0.0002552599471528083,0.7417919635772705,2022-09-01 17-36-35-897633,",,,,,,
"0.0024794703349471092,0.002204600255936384,-0.9993739128112793,-0.0033334132749587297,0.00027539723669178784,0.7417891621589661,2022-09-01 17-36-35-901386,",,,,,,
"0.002711780369281769,0.002882851054891944,-0.9995115995407104,-0.0033487777691334486,0.00032221348374150693,0.7418019771575928,2022-09-01 17-36-35-905383,",,,,,,
"0.0015112636610865593,0.0018256774637848139,-0.9996597170829773,-0.003330247476696968,0.00033728303969837725,0.7418064475059509,2022-09-01 17-36-35-909789,",,,,,,
"0.0025130119174718857,0.001267020357772708,-1.0000566244125366,-0.003310134634375572,0.00034467835212126374,0.7418042421340942,2022-09-01 17-36-35-914775,",,,,,,
"0.0027567376382648945,0.001792384311556816,-0.997718095779419,-0.0033367667347192764,0.00038371069240383804,0.7418234348297119,2022-09-01 17-36-35-919503,",,,,,,
"0.0015322864055633545,0.003131999634206295,-0.9979110360145569,-0.003344455035403371,0.00034080323530361056,0.7417741417884827,2022-09-01 17-36-35-923432,",,,,,,
"0.0005279090255498886,0.003119445638731122,-0.9994735717773438,-0.0033186825457960367,0.00030429981416091323,0.7417482733726501,2022-09-01 17-36-35-927261,",,,,,,
"0.0005791131407022476,0.00272658234462142,-0.9995138645172119,-0.0033074505627155304,0.00034716317895799875,0.7417536973953247,2022-09-01 17-36-35-930294,",,,,,,
"0.0004691821523010731,0.0024597004521638155,-1.0001742839813232,-0.0033043520525097847,0.0003511377435643226,0.7417314648628235,2022-09-01 17-36-35-933615,",,,,,,
"-8.852081373333931e-05,0.0035630755592137575,-0.9992210268974304,-0.003276544390246272,0.00036507967161014676,0.7417774796485901,2022-09-01 17-36-35-936386,",,,,,,
"-0.0009108306840062141,0.005733890924602747,-0.9998036623001099,-0.0033162557519972324,0.00041560668614692986,0.7418322563171387,2022-09-01 17-36-35-939072,",,,,,,
"0.00030557112768292427,0.006296463776379824,-0.999090313911438,-0.0033337557688355446,0.0004683402949012816,0.7418163418769836,2022-09-01 17-36-35-941921,",,,,,,
"0.0012401929125189781,0.005489395931363106,-0.9977043867111206,-0.003363311290740967,0.0004589376912917942,0.7417850494384766,2022-09-01 17-36-35-944889,",,,,,,
"0.0013932166621088982,0.0032143606804311275,-0.9989036917686462,-0.00339770526625216,0.0004782328032888472,0.7417569756507874,2022-09-01 17-36-35-949452,",,,,,,
"0.0008718934841454029,0.002410417189821601,-1.0001859664916992,-0.0034012924879789352,0.00047784423804841936,0.7417500615119934,2022-09-01 17-36-35-952744,",,,,,,
"0.0014417469501495361,0.0012538586743175983,-1.0006422996520996,-0.003360595554113388,0.0003984216309618205,0.7417789697647095,2022-09-01 17-36-35-957195,",,,,,,
"0.002735802438110113,0.0008480118121951818,-0.9992125630378723,-0.0033767553977668285,0.0004111862799618393,0.741813600063324,2022-09-01 17-36-35-960455,",,,,,,
"0.0015472406521439552,0.0017307321541011333,-0.9982437491416931,-0.003408203599974513,0.0003935402783099562,0.7418563365936279,2022-09-01 17-36-35-964349,",,,,,,
"0.0016914699226617813,0.0011669840896502137,-0.9991867542266846,-0.003471902571618557,0.0003625836980063468,0.7418716549873352,2022-09-01 17-36-35-968543,",,,,,,
"0.000967338215559721,0.001279999385587871,-0.9993447661399841,-0.003450472839176655,0.00035470258444547653,0.7418895959854126,2022-09-01 17-36-35-972882,",,,,,,
"0.0013732989318668842,0.0013079876080155373,-0.9999623894691467,-0.0034883772023022175,0.00034880448947660625,0.7418838143348694,2022-09-01 17-36-35-976809,",,,,,,
"0.00025760987773537636,0.0018430253257974982,-1.0005658864974976,-0.003438893472775817,0.00031799502903595567,0.7418458461761475,2022-09-01 17-36-35-980637,",,,,,,
"0.0005749217234551907,0.0032485187985002995,-0.9997066855430603,-0.0033883186988532543,0.00032498693326488137,0.7418851256370544,2022-09-01 17-36-35-983920,",,,,,,
"0.0006591104902327061,0.00343207735568285,-0.998168408870697,-0.0033555678091943264,0.00033780213561840355,0.7418837547302246,2022-09-01 17-36-35-986625,",,,,,,
"0.0010593170300126076,0.003923940472304821,-0.9991105794906616,-0.003364220494404435,0.00029458754579536617,0.7418776154518127,2022-09-01 17-36-35-989475,",,,,,,
"0.0014064041897654533,0.004478048998862505,-0.9994401335716248,-0.003382100723683834,0.00028710407787002623,0.7418339252471924,2022-09-01 17-36-35-992242,",,,,,,
"0.0016367053613066673,0.0035652362275868654,-0.9990410208702087,-0.003347670193761587,0.0002992182853631675,0.7418105602264404,2022-09-01 17-36-35-995470,",,,,,,
"0.0003625587560236454,0.0036042993888258934,-0.99813312292099,-0.003367371391505003,0.000250848475843668,0.7418253421783447,2022-09-01 17-36-36-000234,",,,,,,
"4.7186389565467834e-05,0.004011240322142839,-0.9994158148765564,-0.0033977075945585966,0.0002142024168279022,0.7418031692504883,2022-09-01 17-36-36-004072,",,,,,,
"0.0017988006584346294,0.00288007827475667,-0.9987655878067017,-0.003382307942956686,0.0002118069096468389,0.7417801022529602,2022-09-01 17-36-36-007588,",,,,,,
