Accel_x,Accel_y,Accel_z,Roll,Pitch,Yaw,Timestamp
0.001714478712528944,0.0034623765386641026,-0.9991437792778015,-0.0036576706916093826,0.001739729312248528,0.7454869151115417,2022-09-01 18-04-28-082861
0.001381278969347477,0.002032787771895528,-0.999894917011261,-0.0036127979401499033,0.0017840613145381212,0.7454543709754944,2022-09-01 18-04-28-086594
0.0003851219080388546,0.0035069205332547426,-0.9990718960762024,-0.0036197833251208067,0.0017575667006894946,0.7454102039337158,2022-09-01 18-04-28-090518
0.001326264813542366,0.0029774517752230167,-0.9999049305915833,-0.003652584971860051,0.001744622248224914,0.745388925075531,2022-09-01 18-04-28-095801
0.0013588350266218185,0.0022366817574948072,-0.999437689781189,-0.0036541807930916548,0.0017344969091936946,0.7453600764274597,2022-09-01 18-04-28-101914
0.0004098922945559025,0.0032032218296080828,-0.9981817007064819,-0.003691085847094655,0.0018021438736468554,0.7453320622444153,2022-09-01 18-04-28-108358
0.001061508897691965,0.002169244922697544,-0.9985970854759216,-0.0037055436987429857,0.0018489023204892874,0.7452740669250488,2022-09-01 18-04-28-113509
0.0017732158303260803,0.0021993431728333235,-1.000011920928955,-0.0037379369605332613,0.0018622881034389138,0.7452922463417053,2022-09-01 18-04-28-118936
0.0017577898688614368,0.002125999191775918,-1.0010632276535034,-0.0037556637544184923,0.0019105136161670089,0.7452526688575745,2022-09-01 18-04-28-124842
0.002089677844196558,0.002780252369120717,-1.0000355243682861,-0.003773263655602932,0.0018626662204042077,0.7452075481414795,2022-09-01 18-04-28-127610
0.0008216686546802521,0.0021662083454430103,-1.0000269412994385,-0.003758260514587164,0.0018863684963434935,0.7451407313346863,2022-09-01 18-04-28-130423
0.0007397984154522419,0.002718040021136403,-0.9995737075805664,-0.0037734087090939283,0.0019051919225603342,0.7451555728912354,2022-09-01 18-04-28-133057
0.00047587649896740913,0.0029302213806658983,-0.9995797872543335,-0.0037820155266672373,0.0018765543354675174,0.7450664639472961,2022-09-01 18-04-28-135828
0.0006152843125164509,0.0030706480611115694,-0.9994665384292603,-0.0037624319083988667,0.0018195643788203597,0.7450085282325745,2022-09-01 18-04-28-138617
0.0012460625730454922,0.002023192821070552,-1.0016202926635742,-0.003821312915533781,0.001870117150247097,0.745013952255249,2022-09-01 18-04-28-141256
0.0011075641959905624,0.0025433420669287443,-0.9999328255653381,-0.0038697095587849617,0.0018656466854736209,0.7449999451637268,2022-09-01 18-04-28-143986
0.0003281133249402046,0.002280587563291192,-0.9989704489707947,-0.00388025538995862,0.0018477787962183356,0.7449796199798584,2022-09-01 18-04-28-147024
0.001981858629733324,0.0033961792942136526,-0.9997220635414124,-0.0038439827039837837,0.0019270693883299828,0.7449626922607422,2022-09-01 18-04-28-150605
0.0017588166519999504,0.0028513220604509115,-1.0003710985183716,-0.00386362848803401,0.001979222521185875,0.7449687719345093,2022-09-01 18-04-28-154839
0.0011467230506241322,0.00272345170378685,-0.9988986849784851,-0.003878922201693058,0.001961305271834135,0.7449890375137329,2022-09-01 18-04-28-159718
0.0007643871940672398,0.002495679771527648,-0.9997543096542358,-0.003931721672415733,0.0019045127555727959,0.7450443506240845,2022-09-01 18-04-28-164409
0.0004400615580379963,0.0025988223496824503,-0.9991061091423035,-0.003926226403564215,0.001904725912027061,0.7450562715530396,2022-09-01 18-04-28-169133
0.00036181090399622917,0.0027747550047934055,-0.9995943307876587,-0.00391732482239604,0.0019174331100657582,0.7450408339500427,2022-09-01 18-04-28-173146
0.0016883406788110733,0.0018591985572129488,-0.9996122717857361,-0.003931491635739803,0.0018981521716341376,0.7451008558273315,2022-09-01 18-04-28-176949
0.0005668499507009983,0.0029646737966686487,-0.9994072914123535,-0.003922269679605961,0.001963656162843108,0.7451894283294678,2022-09-01 18-04-28-180541
0.0009878622367978096,0.0036586171481758356,-0.9985203146934509,-0.003929976839572191,0.0019846444483846426,0.7452887892723083,2022-09-01 18-04-28-183297
0.0011845477856695652,0.002234827494248748,-0.9986152052879333,-0.003956980537623167,0.002004107693210244,0.7453066110610962,2022-09-01 18-04-28-186050
0.0009549623355269432,0.0027609141543507576,-0.9993113279342651,-0.003958115819841623,0.0019849075470119715,0.745337963104248,2022-09-01 18-04-28-188714
0.0007771644741296768,0.003406261093914509,-0.9983518719673157,-0.003916869405657053,0.001990438671782613,0.7453212738037109,2022-09-01 18-04-28-192061
0.002390399109572172,0.0037979979533702135,-0.9996041059494019,-0.0039341039955616,0.0019905015360563993,0.7453192472457886,2022-09-01 18-04-28-195927
0.003159699495881796,0.0032615838572382927,-0.9992203116416931,-0.003885748330503702,0.0020580848213285208,0.7453424334526062,2022-09-01 18-04-28-199990
0.001715205144137144,0.0039108977653086185,-0.9987280964851379,-0.0038724353071302176,0.0020384639501571655,0.7453569769859314,2022-09-01 18-04-28-204279
0.0010941880755126476,0.0033532511442899704,-0.9999532699584961,-0.00388225051574409,0.002018149709329009,0.7454700469970703,2022-09-01 18-04-28-208967
0.0005408171564340591,0.0032347131054848433,-0.9993830919265747,-0.0039025445003062487,0.002075510798022151,0.7455201745033264,2022-09-01 18-04-28-213980
0.0005467520095407963,0.0035951959434896708,-0.9982669949531555,-0.003904629498720169,0.002035352634266019,0.7455561757087708,2022-09-01 18-04-28-218667
0.00129782035946846,0.0026196010876446962,-0.9996285438537598,-0.00384128256700933,0.0020597537513822317,0.7455722093582153,2022-09-01 18-04-28-223038
0.0019394629634916782,0.001958591165021062,-1.0000375509262085,-0.0038148509338498116,0.002029720228165388,0.7456609606742859,2022-09-01 18-04-28-227512
0.0010815197601914406,0.0018049131613224745,-1.0007684230804443,-0.0038067263085395098,0.002034758450463414,0.7457515597343445,2022-09-01 18-04-28-231030
0.00142293656244874,-0.0001318984286626801,-1.0005797147750854,-0.0038121906109154224,0.002033701865002513,0.7458272576332092,2022-09-01 18-04-28-233941
0.0021659238263964653,0.0017910664901137352,-0.9994626641273499,-0.0038014028687030077,0.0020485776476562023,0.7459011673927307,2022-09-01 18-04-28-237101
0.00142287602648139,0.0025353634264320135,-0.9994339942932129,-0.003791217925027013,0.0020340541377663612,0.7459049224853516,2022-09-01 18-04-28-240030
0.0007401215843856335,0.0028462510090321302,-0.999420702457428,-0.0037830700166523457,0.0020133284851908684,0.7459397315979004,2022-09-01 18-04-28-242976
0.0007539982907474041,0.0023987484164536,-1.0001386404037476,-0.003801326034590602,0.0020028394646942616,0.7460024952888489,2022-09-01 18-04-28-246771
0.0010684081353247166,0.0025668933521956205,-0.9996129274368286,-0.0037973090074956417,0.0019766739569604397,0.7460945248603821,2022-09-01 18-04-28-250091
0.0016122786328196526,0.002165325451642275,-0.9996912479400635,-0.003816179232671857,0.0019996333867311478,0.746143639087677,2022-09-01 18-04-28-253544
0.0025387643836438656,0.0024782188702374697,-0.9995113015174866,-0.0037832430098205805,0.002020132727921009,0.7461686134338379,2022-09-01 18-04-28-258786
0.0012284987606108189,0.0018708874704316258,-0.9996857643127441,-0.0037405367475003004,0.0020250054076313972,0.7461785078048706,2022-09-01 18-04-28-263945
0.001099510584026575,0.0014042735565453768,-0.9986554384231567,-0.0036975399125367403,0.0020208843052387238,0.7462029457092285,2022-09-01 18-04-28-268579
0.0022661094553768635,0.001504759187810123,-0.999487042427063,-0.0036826643627136946,0.0019611192401498556,0.746216356754303,2022-09-01 18-04-28-272551
0.001721319742500782,0.0021678090561181307,-0.9993770718574524,-0.003692061873152852,0.0019658238161355257,0.7462841272354126,2022-09-01 18-04-28-276379
0.001860758289694786,0.0024974127300083637,-0.9990987777709961,-0.0037051644176244736,0.0019964382518082857,0.7462954521179199,2022-09-01 18-04-28-279318
0.0020647519268095493,0.001894868677482009,-0.9997935891151428,-0.0036877370439469814,0.001989469164982438,0.7463275194168091,2022-09-01 18-04-28-281936
0.001925329677760601,0.003146496834233403,-0.999774158000946,-0.0036731997970491648,0.002019190927967429,0.7463465929031372,2022-09-01 18-04-28-284672
