Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle
2023-03-15 22:02:54.431226,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:54.471888,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:54.954651,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:55.448396,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:55.939097,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:56.363012,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:56.922422,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:57.413227,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:58.068496,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:58.727857,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:58.922350,0,0,1500,1500,0.0,0.0
2023-03-15 22:02:59.705052,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:00.036567,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:00.524305,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:01.019216,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:01.508300,0,0,1500,1500,0.0,0.088
2023-03-15 22:03:02.166242,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:02.656915,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:03.146921,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:03.638997,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:04.129437,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:04.621983,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:05.440427,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:05.603043,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:06.259741,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:06.918844,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:07.246240,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:07.740473,0,0,1500,1500,0.0,0.088
2023-03-15 22:03:08.060921,-90,-90,1530,1500,-4.221,-4.221
2023-03-15 22:03:08.151096,-90,-90,1530,1500,-62.169,-61.202
2023-03-15 22:03:08.716311,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:09.208671,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:09.864564,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:10.347963,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:10.848108,-90,-90,1530,1500,-90.132,-90.044
2023-03-15 22:03:11.173524,-90,-90,1560,1500,-90.22,-89.956
2023-03-15 22:03:11.222595,-90,-90,1560,1500,-90.132,-89.956
2023-03-15 22:03:11.829030,-90,-90,1560,1500,-90.132,-89.956
2023-03-15 22:03:12.322516,-90,-90,1560,1500,-90.132,-89.956
2023-03-15 22:03:12.811835,-90,-90,1560,1500,-90.132,-89.956
2023-03-15 22:03:13.469034,-90,-90,1560,1500,-90.132,-89.956
2023-03-15 22:03:13.798411,-90,-90,1560,1500,-90.132,-89.956
2023-03-15 22:03:13.879937,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:14.286889,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:14.943679,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:15.303118,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:15.925227,-90,-90,1530,1500,-90.132,-89.956
2023-03-15 22:03:16.253615,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:16.332858,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:16.906222,-90,-90,1500,1500,-90.132,-90.044
2023-03-15 22:03:17.401284,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:17.890962,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:18.708905,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:19.040216,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:19.086087,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:19.405122,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:20.022046,-90,-90,1500,1530,-90.132,-90.044
2023-03-15 22:03:20.423073,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:21.009589,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:21.662573,-90,-90,1500,1560,-90.132,-89.956
2023-03-15 22:03:21.696004,-90,-90,1500,1560,-90.132,-89.956
2023-03-15 22:03:21.986349,-90,-90,1500,1560,-90.132,-89.956
2023-03-15 22:03:22.807284,-90,-90,1500,1560,-90.132,-89.956
2023-03-15 22:03:23.136120,-90,-90,1500,1560,-90.132,-89.956
2023-03-15 22:03:23.627318,-90,-90,1500,1560,-90.132,-89.956
2023-03-15 22:03:24.118978,-90,-90,1500,1560,-90.132,-90.044
2023-03-15 22:03:24.160617,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:24.525170,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:25.102668,-90,-90,1500,1530,-90.132,-89.956
2023-03-15 22:03:26.349311,-90,-90,1500,1500,-90.132,-90.044
2023-03-15 22:03:26.743756,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:27.232907,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:27.270723,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:27.722798,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:28.217970,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:28.625606,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:29.198909,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:29.692076,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:30.182659,-90,-90,1500,1470,-90.132,-89.956
2023-03-15 22:03:30.375851,0,0,1500,1500,-88.021,-87.846
2023-03-15 22:03:30.838322,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:31.331959,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:31.822077,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:32.312573,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:32.804717,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:33.296425,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:33.789705,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:34.444388,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:34.483548,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:34.934874,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:35.429057,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:35.917872,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:36.464630,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:37.066506,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:37.116865,-90,-90,1500,1500,-6.155,-6.155
2023-03-15 22:03:38.309334,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:38.350013,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:39.194689,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:39.383108,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:39.850256,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:39.914374,-90,-90,1530,1530,-90.22,-89.956
2023-03-15 22:03:40.508326,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:41.002864,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:41.491147,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:42.145484,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:42.474776,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:42.992217,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:43.784328,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:43.828622,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:44.110447,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:44.500386,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:45.423356,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:45.524809,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:46.242019,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:46.570892,-90,-90,1560,1560,-90.132,-89.956
2023-03-15 22:03:46.731666,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:47.225286,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:47.881990,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:48.111479,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:48.650612,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:49.192947,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:49.685028,-90,-90,1530,1530,-90.132,-89.956
2023-03-15 22:03:50.013358,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:50.176787,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:50.666550,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:51.320709,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:51.818295,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:52.306572,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:52.798641,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:53.289817,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:53.781011,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:54.274963,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:54.926696,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:55.421022,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:03:55.749077,0,0,1500,1500,-88.989,-88.989
2023-03-15 22:03:55.826944,0,0,1500,1500,-45.374,-45.286
2023-03-15 22:03:56.400261,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:56.895486,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:57.388536,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:57.878781,0,0,1500,1500,0.0,0.0
2023-03-15 22:03:58.371331,-90,0,1500,1500,-4.309,0.088
2023-03-15 22:03:58.860880,-90,0,1500,1500,-90.22,0.0
2023-03-15 22:03:59.517461,-90,0,1500,1500,-90.132,0.0
2023-03-15 22:04:00.008285,-90,0,1500,1500,-90.132,0.0
2023-03-15 22:04:00.503558,0,0,1500,1500,-86.702,0.0
2023-03-15 22:04:00.991623,0,0,1500,1500,0.0,0.0
2023-03-15 22:04:01.486023,0,0,1500,1500,0.0,0.0
2023-03-15 22:04:01.975405,90,0,1500,1500,2.55,0.0
2023-03-15 22:04:02.467349,90,0,1500,1500,89.956,0.0
2023-03-15 22:04:03.121725,90,0,1500,1500,89.956,0.0
2023-03-15 22:04:03.467131,90,0,1500,1500,89.956,0.0
2023-03-15 22:04:04.105918,90,0,1500,1500,89.956,0.088
2023-03-15 22:04:04.502704,90,0,1500,1500,89.956,0.0
2023-03-15 22:04:05.089630,0,0,1500,1500,89.077,0.0
2023-03-15 22:04:05.514888,0,0,1500,1500,-0.088,0.0
2023-03-15 22:04:06.235219,0,0,1500,1500,-0.088,0.088
2023-03-15 22:04:06.728701,0,0,1500,1500,-0.088,0.0
2023-03-15 22:04:07.227001,0,0,1500,1500,-0.088,0.0
2023-03-15 22:04:07.575800,-90,-90,1500,1500,-2.198,-2.198
2023-03-15 22:04:08.202895,-90,-90,1500,1500,-90.22,-89.956
2023-03-15 22:04:08.597034,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:04:09.184151,0,-90,1500,1500,-86.878,-90.044
2023-03-15 22:04:09.604369,-90,-90,1500,1500,-2.902,-90.044
2023-03-15 22:04:10.171903,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:04:10.823728,-90,-90,1500,1500,-90.132,-89.956
2023-03-15 22:04:11.152367,0,0,1500,1500,-86.175,-86.175
2023-03-15 22:04:11.806323,0,0,1500,1500,0.0,0.0
2023-03-15 22:04:12.299965,0,0,1500,1500,0.0,0.0
2023-03-15 22:04:12.756654,0,0,1500,1500,0.0,0.0
2023-03-15 22:04:13.289728,90,90,1500,1500,1.143,0.967
2023-03-15 22:04:13.777485,90,90,1500,1500,89.956,90.044
2023-03-15 22:04:14.266770,90,90,1500,1500,89.956,90.044
2023-03-15 22:04:14.751605,90,90,1500,1500,89.956,90.044
2023-03-15 22:04:15.412006,0,0,1500,1500,86.263,86.351
2023-03-15 22:04:15.904976,0,0,1500,1500,-0.088,0.0
2023-03-15 22:04:16.396365,0,0,1500,1500,-0.088,0.0
2023-03-15 22:04:16.887915,0,0,1500,1500,-0.176,0.0
2023-03-15 22:04:17.378519,0,0,1500,1500,-0.088,-0.088
2023-03-15 22:04:17.873867,0,0,1500,1500,-0.088,-0.088
2023-03-15 22:04:18.362661,0,90,1500,1500,-0.088,3.429
2023-03-15 22:04:18.853897,0,90,1500,1500,-0.088,90.044
2023-03-15 22:04:19.344534,0,90,1500,1500,-0.088,90.132
