Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 11-17-24-821209,0,160,1550,1446,-89.78,-110.005,-0.09,0.88,-9.74,-5.36,-0.71,-165.32,19.64
2023-05-05 11-17-24-988471,0,160,1549,1451,-89.78,-110.005,-0.09,0.87,-9.74,-5.37,-0.73,-165.34,19.63
2023-05-05 11-17-25-161800,0,160,1549,1451,-89.78,-110.005,-0.12,0.86,-10.02,-5.37,-0.72,-165.33,19.63
2023-05-05 11-17-25-331436,0,160,1548,1452,-89.78,-110.005,-0.02,0.97,-9.78,-5.91,-0.28,-165.32,19.09
2023-05-05 11-17-25-493356,0,160,1548,1452,-89.78,-110.005,0.07,1.15,-9.7,-6.72,0.2,-165.39,18.28
2023-05-05 11-17-25-650556,0,160,1547,1453,-89.78,-110.005,0.11,1.23,-9.71,-7.56,0.5,-165.54,17.44
2023-05-05 11-17-25-816921,0,160,1546,1454,-89.78,-110.005,0.17,1.4,-9.67,-8.39,0.84,-165.75,16.61
2023-05-05 11-17-25-982056,0,160,1545,1455,-89.78,-110.005,0.21,1.52,-9.64,-9.23,1.2,-166.02,15.77
2023-05-05 11-17-26-143755,0,160,1544,1456,-89.78,-110.005,0.27,1.6,-9.65,-9.91,1.4,-166.29,15.09
2023-05-05 11-17-26-313142,0,160,1544,1456,-89.78,-110.005,0.25,1.73,-9.62,-10.48,1.2,-166.53,14.52
2023-05-05 11-17-26-481308,0,160,1544,1456,-89.78,-110.005,0.18,1.78,-9.53,-10.78,0.82,-166.72,14.22
2023-05-05 11-17-26-643255,0,160,1544,1456,-89.78,-110.005,0.17,1.8,-9.56,-10.82,0.73,-166.92,14.18
2023-05-05 11-17-26-813473,0,160,1544,1456,-89.78,-110.005,0.16,1.77,-9.57,-10.64,0.68,-167.12,14.36
2023-05-05 11-17-26-980114,0,160,1544,1456,-89.78,-110.005,0.14,1.7,-9.58,-10.21,0.62,-167.28,14.79
2023-05-05 11-17-27-138536,0,160,1545,1455,-89.78,-110.005,0.16,1.58,-9.58,-9.62,0.76,-167.4,15.38
2023-05-05 11-17-27-283022,0,160,1546,1454,-89.78,-110.005,0.25,1.47,-9.64,-8.96,1.23,-167.47,16.04
2023-05-05 11-17-27-457324,0,160,1546,1454,-89.78,-110.005,0.38,1.35,-9.76,-8.22,1.84,-167.5,16.78
2023-05-05 11-17-27-629851,0,160,1547,1453,-89.78,-110.005,0.45,1.27,-9.76,-7.7,2.27,-167.47,17.3
2023-05-05 11-17-27-791604,0,160,1547,1453,-89.78,-110.005,0.51,1.21,-9.79,-7.45,2.75,-167.46,17.55
2023-05-05 11-17-27-955305,0,160,1547,1453,-89.78,-110.005,0.57,1.26,-9.71,-7.46,3.04,-167.5,17.54
2023-05-05 11-17-28-127424,0,160,1547,1453,-89.78,-110.005,0.61,1.27,-9.72,-7.67,3.29,-167.66,17.33
2023-05-05 11-17-28-297821,0,160,1546,1454,-89.78,-110.005,0.6,1.3,-9.66,-7.95,3.42,-167.87,17.05
2023-05-05 11-17-28-466764,0,160,1546,1454,-89.78,-110.005,0.63,1.35,-9.68,-8.25,3.58,-168.06,16.75
2023-05-05 11-17-28-623748,0,160,1546,1454,-89.78,-110.005,0.67,1.42,-9.66,-8.55,3.71,-168.23,16.45
2023-05-05 11-17-28-798792,0,160,1546,1454,-89.78,-110.005,0.7,1.45,-9.65,-8.84,3.8,-168.38,16.16
2023-05-05 11-17-28-972076,0,160,1545,1455,-89.78,-110.005,0.74,1.5,-9.66,-9.18,4.03,-168.56,15.82
2023-05-05 11-17-29-149073,0,160,1545,1455,-89.78,-110.005,0.83,1.56,-9.64,-9.51,4.47,-168.76,15.49
2023-05-05 11-17-29-321247,0,160,1545,1455,-89.78,-110.005,0.82,1.62,-9.59,-9.76,4.62,-169.01,15.24
2023-05-05 11-17-29-503021,0,160,1545,1455,-89.78,-110.005,0.8,1.61,-9.6,-9.83,4.46,-169.18,15.17
2023-05-05 11-17-29-679224,0,160,1545,1455,-89.78,-110.005,0.78,1.6,-9.61,-9.77,4.27,-169.37,15.23
2023-05-05 11-17-29-830794,0,160,1545,1455,-89.78,-110.005,0.7,1.57,-9.64,-9.64,3.77,-169.53,15.36
2023-05-05 11-17-29-993431,0,160,1545,1455,-89.78,-110.005,0.55,1.54,-9.65,-9.42,2.93,-169.69,15.58
2023-05-05 11-17-30-153816,0,160,1545,1455,-89.78,-110.005,0.4,1.53,-9.67,-9.18,1.92,-169.85,15.82
2023-05-05 11-17-30-308803,0,160,1546,1454,-89.78,-110.005,0.19,1.47,-9.68,-8.92,0.82,-170.03,16.08
2023-05-05 11-17-30-471940,0,160,1546,1454,-89.78,-110.005,0.03,1.46,-9.67,-8.69,-0.2,-170.28,16.310000000000002
2023-05-05 11-17-30-635884,0,160,1546,1454,-89.78,-110.005,-0.11,1.43,-9.68,-8.56,-0.88,-170.61,16.439999999999998
2023-05-05 11-17-30-796957,0,160,1546,1454,-89.78,-110.005,-0.17,1.38,-9.68,-8.59,-1.14,-171.03,16.41
2023-05-05 11-17-30-955909,0,160,1546,1454,-89.78,-110.005,-0.15,1.43,-9.71,-8.7,-1.11,-171.47,16.3
