Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 11-33-14-535337,0,160,1550,1450,-89.78,-110.005,-0.35,-0.24,-9.77,1.24,-2.28,176.42,26.24
2023-05-05 11-33-14-620510,0,160,1550,1450,-89.78,-110.005,-0.36,-0.23,-9.77,1.24,-2.29,176.42,26.24
2023-05-05 11-33-14-680505,0,160,1550,1450,-89.78,-110.005,-0.36,-0.24,-9.78,1.24,-2.29,176.42,26.24
2023-05-05 11-33-14-748630,0,160,1550,1450,-89.78,-110.005,-0.36,-0.25,-9.78,1.24,-2.3,176.43,26.24
2023-05-05 11-33-14-823389,0,160,1550,1450,-89.78,-110.005,-0.38,-0.22,-9.88,1.24,-2.29,176.42,26.24
2023-05-05 11-33-14-896452,0,160,1550,1450,-89.78,-110.005,-0.3,-0.21,-9.93,1.09,-2.31,176.41,26.09
2023-05-05 11-33-14-965723,0,160,1550,1450,-89.78,-110.005,-0.36,-0.2,-9.92,0.86,-2.4,176.37,25.86
2023-05-05 11-33-15-038177,0,160,1550,1450,-89.78,-110.005,-0.4,-0.15,-9.87,0.56,-2.58,176.3,25.56
2023-05-05 11-33-15-110403,0,160,1550,1450,-89.78,-110.005,-0.41,-0.06,-9.83,0.22,-2.8,176.21,25.22
2023-05-05 11-33-15-182830,0,160,1550,1450,-89.78,-110.005,-0.44,-0.01,-9.85,-0.16,-3.04,176.07,24.84
2023-05-05 11-33-15-255574,0,160,1550,1450,-89.78,-110.005,-0.51,0.09,-9.79,-0.62,-3.33,175.87,24.38
2023-05-05 11-33-15-330094,0,160,1550,1450,-89.78,-110.005,-0.55,0.17,-9.79,-1.05,-3.56,175.65,23.95
2023-05-05 11-33-15-407066,0,160,1550,1450,-89.78,-110.005,-0.61,0.23,-9.75,-1.48,-3.79,175.42,23.52
2023-05-05 11-33-15-476435,0,160,1550,1450,-89.78,-110.005,-0.64,0.34,-9.73,-1.99,-4.03,175.11,23.01
2023-05-05 11-33-15-552270,0,160,1550,1450,-89.78,-110.005,-0.68,0.37,-9.75,-2.44,-4.16,174.82,22.56
2023-05-05 11-33-15-621601,0,160,1550,1450,-89.78,-110.005,-0.7,0.46,-9.74,-2.89,-4.22,174.5,22.11
2023-05-05 11-33-15-696354,0,160,1550,1450,-89.78,-110.005,-0.68,0.5,-9.77,-3.34,-4.28,174.17,21.66
2023-05-05 11-33-15-768238,0,160,1550,1450,-89.78,-110.005,-0.72,0.63,-9.76,-3.85,-4.44,173.79,21.15
2023-05-05 11-33-15-842573,0,160,1550,1450,-89.78,-110.005,-0.76,0.73,-9.71,-4.3,-4.67,173.43,20.7
2023-05-05 11-33-15-918203,0,160,1550,1450,-89.78,-110.005,-0.81,0.82,-9.73,-4.8,-4.97,173.02,20.2
2023-05-05 11-33-15-989325,0,160,1550,1450,-89.78,-110.005,-0.86,0.89,-9.68,-5.23,-5.27,172.65,19.77
2023-05-05 11-33-16-063293,0,160,1550,1450,-89.78,-110.005,-0.91,0.92,-9.7,-5.64,-5.55,172.27,19.36
2023-05-05 11-33-16-135421,0,160,1550,1450,-89.78,-110.005,-0.96,0.98,-9.69,-6.05,-5.88,171.87,18.95
2023-05-05 11-33-16-208159,0,160,1550,1450,-89.78,-110.005,-1.05,1.06,-9.65,-6.49,-6.34,171.41,18.509999999999998
2023-05-05 11-33-16-280264,0,160,1550,1450,-89.78,-110.005,-1.11,1.17,-9.65,-6.88,-6.76,171.0,18.12
2023-05-05 11-33-16-357045,0,160,1550,1450,-89.78,-110.005,-1.18,1.2,-9.64,-7.24,-7.24,170.59,17.759999999999998
2023-05-05 11-33-16-428408,0,160,1550,1450,-89.78,-110.005,-1.29,1.31,-9.6,-7.66,-7.84,170.1,17.34
2023-05-05 11-33-16-495272,0,160,1550,1450,-89.78,-110.005,-1.37,1.31,-9.58,-7.94,-8.31,169.73,17.06
2023-05-05 11-33-16-558485,0,160,1549,1450,-89.78,-110.005,-1.46,1.39,-9.55,-8.25,-8.88,169.27,16.75
2023-05-05 11-33-16-630128,0,160,1549,1450,-89.78,-110.005,-1.54,1.41,-9.52,-8.56,-9.43,168.79,16.439999999999998
2023-05-05 11-33-16-708496,0,160,1549,1450,-89.78,-110.005,-1.61,1.46,-9.46,-8.84,-9.92,168.26,16.16
2023-05-05 11-33-16-781055,0,160,1548,1450.2,-89.78,-110.005,-1.69,1.51,-9.44,-9.13,-10.37,167.61,15.87
2023-05-05 11-33-16-847537,0,160,1548,1450.2,-89.78,-110.005,-1.75,1.56,-9.44,-9.34,-10.7,166.99,15.66
2023-05-05 11-33-16-916604,0,160,1548,1450.2,-89.78,-110.005,-1.82,1.59,-9.39,-9.5,-10.97,166.36,15.5
2023-05-05 11-33-16-989262,0,160,1548,1450.2,-89.78,-110.005,-1.84,1.58,-9.45,-9.63,-11.13,165.68,15.37
2023-05-05 11-33-17-063027,0,160,1547,1451.3,-89.78,-110.005,-1.85,1.6,-9.48,-9.74,-11.24,164.98,15.26
2023-05-05 11-33-17-138372,0,160,1547,1451.3,-89.78,-110.005,-1.9,1.65,-9.41,-9.86,-11.41,164.19,15.14
2023-05-05 11-33-17-211990,0,160,1547,1451.3,-89.78,-110.005,-2.62,1.48,-9.41,-9.92,-11.61,163.55,15.08
2023-05-05 11-33-17-281953,0,160,1547,1451.3,-89.78,-110.005,-1.89,1.62,-9.47,-10.02,-11.84,163.3,14.98
