Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-04-21 01-37-38-910267,-90,-110,1570,1430,-89.868,-110.005,0.33,-0.38,-9.76,2.18,1.75,170.76,32.18
2023-04-21 01-37-38-987830,-90,-110,1570,1430,-89.868,-110.093,0.33,-0.39,-9.77,2.18,1.75,170.77,32.18
2023-04-21 01-37-39-078550,-90,-110,1570,1430,-89.868,-110.005,0.32,-0.38,-9.76,2.19,1.75,170.78,32.19
2023-04-21 01-37-39-139725,-90,-110,1570,1430,-89.868,-110.005,0.33,-0.43,-9.82,2.18,1.76,170.77,32.18
2023-04-21 01-37-39-219816,-90,-110,1570,1430,-89.868,-110.005,0.31,-0.49,-10.28,2.16,1.75,170.78,32.16
2023-04-21 01-37-39-297929,-90,-110,1570,1430,-89.868,-110.005,0.28,-0.37,-10.2,1.86,1.7,170.78,31.86
2023-04-21 01-37-39-373252,-90,-110,1570,1430,-89.868,-110.005,0.28,-0.25,-10.34,1.1,1.59,170.75,31.1
2023-04-21 01-37-39-447660,-90,-110,1570,1430,-89.868,-110.005,0.32,-0.01,-10.16,-0.13,1.42,170.68,29.87
2023-04-21 01-37-39-525211,-90,-110,1570,1430,-89.868,-110.005,0.23,0.2,-9.99,-1.69,1.25,170.52,28.31
2023-04-21 01-37-39-603551,-90,-110,1570,1430,-89.78,-110.005,0.24,0.45,-9.98,-3.27,1.19,170.31,26.73
2023-04-21 01-37-39-689955,-90,-110,1570,1430,-89.868,-110.005,0.26,0.82,-9.97,-5.29,1.2,169.95,24.71
2023-04-21 01-37-39-765528,-90,-110,1570,1430,-89.868,-110.005,0.22,1.1,-9.84,-7.22,1.18,169.55,22.78
2023-04-21 01-37-39-824190,-90,-110,1566,1430,-89.868,-110.005,0.23,1.49,-9.76,-9.27,1.16,169.03,20.73
2023-04-21 01-37-39-895751,-90,-110,1561,1434,-89.868,-110.005,0.21,1.75,-9.65,-11.41,1.2,168.41,18.59
2023-04-21 01-37-39-966717,-90,-110,1556,1439,-89.868,-110.005,0.22,2.24,-9.45,-13.93,1.33,167.53,16.07
2023-04-21 01-37-40-043771,-90,-110,1552,1443,-89.868,-110.005,0.23,2.59,-9.24,-16.16,1.64,166.59,13.84
2023-04-21 01-37-40-123962,-90,-110,1547,1448,-89.868,-110.005,0.41,3.05,-9.06,-18.68,2.26,165.3,11.32
2023-04-21 01-37-40-203141,-90,-110,1542,1453,-89.868,-110.093,0.53,3.39,-8.86,-21.09,3.0,163.78,8.91
2023-04-21 01-37-40-263821,-90,-110,1538,1457,-89.868,-110.005,0.62,3.78,-8.77,-23.1,3.7,162.32,6.899999999999999
2023-04-21 01-37-40-338791,-90,-110,1534,1461,-89.868,-110.093,0.76,4.05,-8.61,-24.96,4.47,160.72,5.039999999999999
2023-04-21 01-37-40-418204,-90,-110,1530,1465,-89.868,-110.005,0.91,4.37,-8.41,-26.91,5.39,158.84,3.09
2023-04-21 01-37-40-493837,-90,-110,1530,1465,-89.868,-110.005,1.03,4.59,-8.25,-28.44,6.2,157.17,1.5599999999999987
2023-04-21 01-37-40-564811,-90,-110,1530,1465,-89.868,-110.005,1.24,4.95,-8.18,-30.01,7.09,155.22,-0.010000000000001563
2023-04-21 01-37-40-660659,-90,-110,1530,1465,-89.868,-110.005,1.32,4.92,-8.15,-30.98,7.71,153.86,-0.9800000000000004
2023-04-21 01-37-40-734101,-90,-110,1521,1474,-89.868,-110.005,1.44,5.07,-8.1,-32.15,8.39,152.16,-2.1499999999999986
2023-04-21 01-37-40-805801,-90,-110,1519,1476,-89.868,-110.093,1.55,5.25,-8.02,-33.17,8.88,150.64,-3.1700000000000017
2023-04-21 01-37-40-866638,-90,-110,1517,1478,-89.868,-110.093,1.6,5.39,-7.91,-34.05,9.16,149.3,-4.049999999999997
2023-04-21 01-37-40-955337,-90,-110,1516,1479,-89.868,-110.093,1.62,5.49,-7.82,-34.72,9.24,148.28,-4.719999999999999
2023-04-21 01-37-41-048890,-90,-110,1515,1480,-89.868,-110.005,1.61,5.53,-7.8,-35.18,9.22,147.49,-5.18
2023-04-21 01-37-41-117397,-90,-110,1514,1481,-89.868,-110.093,1.57,5.63,-7.75,-35.69,9.08,146.56,-5.689999999999998
2023-04-21 01-37-41-173954,-90,-110,1513,1482,-89.868,-110.093,1.52,5.7,-7.7,-36.07,8.88,145.72,-6.07
2023-04-21 01-37-41-233556,-90,-110,1513,1482,-89.868,-110.093,1.48,5.72,-7.67,-36.35,8.74,145.01,-6.350000000000001
2023-04-21 01-37-41-312857,-90,-110,1512,1483,-89.868,-110.093,1.47,5.75,-7.67,-36.61,8.68,144.17,-6.609999999999999
2023-04-21 01-37-41-389037,-90,-110,1512,1483,-89.868,-110.093,1.49,5.78,-7.65,-36.8,8.71,143.35,-6.799999999999997
2023-04-21 01-37-41-465774,-90,-110,1512,1483,-89.78,-110.093,1.52,5.8,-7.64,-36.92,8.78,142.58,-6.920000000000002
2023-04-21 01-37-41-543914,-90,-110,1512,1483,-89.868,-110.093,1.52,5.79,-7.66,-36.97,8.87,141.94,-6.969999999999999
2023-04-21 01-37-41-613913,-90,-110,1512,1483,-89.868,-110.093,1.55,5.81,-7.66,-36.98,8.98,141.25,-6.979999999999997
2023-04-21 01-37-41-690648,-90,-110,1512,1483,-89.868,-110.005,1.59,5.8,-7.69,-36.94,9.08,140.71,-6.939999999999998
2023-04-21 01-37-41-768008,-90,-110,1512,1483,-89.868,-110.093,1.6,5.78,-7.7,-36.87,9.15,140.13,-6.869999999999997
2023-04-21 01-37-41-843776,-90,-110,1512,1483,-89.78,-110.005,1.6,5.77,-7.73,-36.78,9.19,139.68,-6.780000000000001
2023-04-21 01-37-41-923530,-90,-110,1512,1483,-89.868,-110.005,1.61,5.75,-7.73,-36.66,9.19,139.22,-6.659999999999997
2023-04-21 01-37-41-998400,-90,-110,1512,1483,-89.868,-110.093,1.6,5.74,-7.76,-36.52,9.1,138.84,-6.520000000000003
2023-04-21 01-37-42-077596,-90,-110,1513,1482,-89.868,-110.005,1.56,5.72,-7.75,-36.34,8.91,138.55,-6.340000000000003
2023-04-21 01-37-42-153971,-90,-110,1513,1482,-89.78,-110.093,1.51,5.69,-7.77,-36.16,8.71,138.33,-6.159999999999997
2023-04-21 01-37-42-242730,-90,-110,1514,1481,-89.868,-110.005,1.48,5.67,-7.78,-35.92,8.49,138.09,-5.920000000000002
2023-04-21 01-37-42-308231,-90,-110,1514,1481,-89.868,-110.093,1.41,5.62,-7.82,-35.66,8.32,137.84,-5.659999999999997
2023-04-21 01-37-42-377411,-90,-110,1515,1480,-89.868,-110.093,1.41,5.59,-7.83,-35.44,8.29,137.55,-5.439999999999998
2023-04-21 01-37-42-454127,-90,-110,1515,1480,-89.868,-110.093,1.45,5.56,-7.87,-35.22,8.36,137.21,-5.219999999999999
2023-04-21 01-37-42-533367,-90,-110,1516,1479,-89.868,-110.093,1.49,5.52,-7.91,-34.94,8.54,136.83,-4.939999999999998
2023-04-21 01-37-42-610291,-90,-110,1516,1479,-89.868,-110.093,1.53,5.49,-7.95,-34.65,8.73,136.47,-4.649999999999999
2023-04-21 01-37-42-688110,-90,-110,1517,1478,-89.868,-110.093,1.58,5.44,-7.98,-34.36,8.9,136.15,-4.359999999999999
2023-04-21 01-37-42-764409,-90,-110,1517,1478,-89.868,-110.093,1.59,5.39,-8.01,-34.1,8.98,135.93,-4.100000000000001
2023-04-21 01-37-42-834493,-90,-110,1518,1477,-89.868,-110.005,1.6,5.35,-8.05,-33.79,8.99,135.73,-3.789999999999999
2023-04-21 01-37-42-906233,-90,-110,1519,1476,-89.868,-110.005,1.58,5.32,-8.07,-33.52,8.93,135.6,-3.520000000000003
2023-04-21 01-37-42-984805,-90,-110,1519,1476,-89.868,-110.093,1.55,5.26,-8.1,-33.25,8.83,135.5,-3.25
2023-04-21 01-37-43-062213,-90,-110,1520,1475,-89.868,-110.005,1.52,5.23,-8.12,-32.94,8.7,135.39,-2.9399999999999977
2023-04-21 01-37-43-131205,-90,-110,1520,1475,-89.868,-110.005,1.49,5.2,-8.13,-32.61,8.5,135.32,-2.6099999999999994
