Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-04-21 01-44-41-077118,-90,-110,1560,1440,-89.868,-109.829,0.96,-0.23,-9.74,1.26,5.4,169.72,31.26
2023-04-21 01-44-41-148130,-90,-110,1560,1440,-89.868,-109.829,0.95,-0.24,-9.73,1.25,5.4,169.71,31.25
2023-04-21 01-44-41-218428,-90,-110,1560,1440,-89.868,-109.829,0.94,-0.23,-9.73,1.25,5.4,169.7,31.25
2023-04-21 01-44-41-302698,-90,-110,1560,1440,-89.868,-109.741,0.95,-0.23,-9.73,1.24,5.4,169.7,31.24
2023-04-21 01-44-41-361562,-90,-110,1560,1440,-89.868,-109.829,0.93,-0.25,-9.9,1.24,5.4,169.71,31.24
2023-04-21 01-44-41-437871,-90,-110,1560,1440,-89.868,-109.829,0.91,-0.21,-10.04,1.02,5.46,169.72,31.02
2023-04-21 01-44-41-516071,-90,-110,1560,1440,-89.868,-109.829,1.0,-0.17,-10.12,0.54,5.57,169.72,30.54
2023-04-21 01-44-41-598581,-90,-110,1560,1440,-89.868,-109.829,0.99,-0.0,-10.06,-0.21,5.63,169.7,29.79
2023-04-21 01-44-41-664883,-90,-110,1560,1440,-89.868,-109.829,0.96,0.12,-9.91,-1.14,5.59,169.65,28.86
2023-04-21 01-44-41-733319,-90,-110,1560,1440,-89.868,-109.829,0.98,0.32,-9.93,-2.23,5.58,169.59,27.77
2023-04-21 01-44-41-797165,-90,-110,1560,1440,-89.868,-109.829,0.98,0.58,-9.88,-3.65,5.53,169.46,26.35
2023-04-21 01-44-41-869389,-90,-110,1560,1440,-89.868,-109.829,0.96,0.73,-9.83,-4.81,5.46,169.31,25.19
2023-04-21 01-44-41-950093,-90,-110,1560,1440,-89.868,-109.829,0.95,0.96,-9.79,-6.25,5.36,169.08,23.75
2023-04-21 01-44-42-027828,-90,-110,1560,1440,-89.868,-109.829,0.91,1.28,-9.7,-8.0,5.22,168.75,22.0
2023-04-21 01-44-42-088050,-90,-110,1560,1440,-89.868,-109.741,0.89,1.54,-9.62,-9.6,5.15,168.39,20.4
2023-04-21 01-44-42-156101,-90,-110,1560,1440,-89.868,-109.829,0.88,1.83,-9.57,-11.24,5.16,167.95,18.759999999999998
2023-04-21 01-44-42-242766,-90,-110,1559,1440,-89.868,-109.829,0.89,2.11,-9.55,-12.69,5.19,167.5,17.310000000000002
2023-04-21 01-44-42-293891,-90,-110,1555,1440,-89.868,-109.829,0.9,2.39,-9.39,-14.67,5.3,166.81,15.33
