Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 12-12-33-178445,0,160,1546,1454.0,-89.868,-110.005,0.11,-0.29,-9.78,1.55,0.39,177.2,26.55
2023-05-05 12-12-33-548203,0,160,1550,1445,-89.868,-110.005,0.11,-0.29,-9.73,1.54,0.39,177.2,26.54
2023-05-05 12-12-33-929588,0,160,1550,1445,-89.868,-110.005,0.21,-0.07,-9.85,0.34,0.88,176.78,25.34
2023-05-05 12-12-34-292278,0,160,1550,1445,-89.868,-110.005,0.3,0.34,-9.78,-2.11,1.32,175.56,22.89
2023-05-05 12-12-34-665032,0,160,1550,1445,-89.868,-110.005,0.23,0.8,-9.74,-4.72,1.25,173.39,20.28
2023-05-05 12-12-35-029339,0,160,1550,1449.0,-89.868,-110.005,0.33,1.25,-9.74,-7.48,1.69,170.95,17.52
2023-05-05 12-12-35-394918,0,160,1548,1452.0,-89.78,-110.005,0.29,1.72,-9.61,-10.42,1.46,168.54,14.58
2023-05-05 12-12-35-767542,0,160,1545,1455.0,-89.868,-110.005,0.29,2.26,-9.43,-13.15,1.36,166.28,11.85
2023-05-05 12-12-36-126381,0,160,1542,1458.0,-89.78,-110.005,0.3,2.57,-9.39,-15.11,1.24,163.77,9.89
2023-05-05 12-12-36-498154,0,160,1541,1459.0,-89.78,-110.005,0.04,2.62,-9.32,-15.72,-0.12,161.95,9.28
2023-05-05 12-12-36-859617,0,160,1541,1459.0,-89.868,-110.005,-0.08,2.55,-9.35,-14.88,-0.75,159.78,10.12
2023-05-05 12-12-37-224019,0,160,1543,1457.0,-89.78,-110.005,0.09,2.2,-9.5,-13.12,0.26,157.61,11.88
2023-05-05 12-12-37-574352,0,160,1546,1454.0,-89.868,-110.005,0.35,1.83,-9.6,-10.97,1.75,156.5,14.03
2023-05-05 12-12-37-972751,0,160,1548,1452.0,-89.78,-110.005,0.63,1.48,-9.73,-8.65,3.23,156.99,16.35
2023-05-05 12-12-38-329320,0,160,1550,1449.0,-89.868,-110.005,0.63,1.2,-9.73,-7.08,3.21,158.0,17.92
2023-05-05 12-12-38-680392,0,160,1550,1448.0,-89.868,-110.005,0.49,1.04,-9.81,-6.29,2.62,158.85,18.71
2023-05-05 12-12-39-044923,0,160,1550,1449.0,-89.868,-110.005,0.43,1.11,-9.73,-6.81,2.22,159.4,18.19
2023-05-05 12-12-39-417505,0,160,1550,1450.0,-89.868,-110.005,0.5,1.4,-9.67,-8.24,2.63,159.33,16.759999999999998
2023-05-05 12-12-39-802429,0,160,1548,1452.0,-89.868,-110.005,0.48,1.73,-9.63,-10.32,2.38,159.0,14.68
2023-05-05 12-12-40-169771,0,160,1546,1454.0,-89.78,-110.005,0.11,1.99,-9.52,-12.06,0.35,158.64,12.94
2023-05-05 12-12-40-544895,0,160,1544,1456.0,-89.868,-110.005,-0.04,2.17,-9.52,-13.02,-0.59,157.55,11.98
2023-05-05 12-12-40-906718,0,160,1544,1456.0,-89.78,-110.005,-0.03,2.22,-9.44,-13.25,-0.51,156.12,11.75
2023-05-05 12-12-41-275424,0,160,1544,1456.0,-89.78,-110.005,0.2,2.05,-9.51,-12.33,0.84,154.98,12.67
2023-05-05 12-12-41-641869,0,160,1546,1454.0,-89.868,-110.005,0.38,1.75,-9.55,-10.67,2.74,154.63,14.33
2023-05-05 12-12-42-008466,0,160,1548,1452.0,-89.78,-110.005,0.82,1.45,-9.72,-8.74,4.17,155.39,16.259999999999998
2023-05-05 12-12-42-353758,0,160,1550,1450.0,-89.868,-110.005,0.78,1.22,-9.72,-7.51,4.1,156.62,17.490000000000002
2023-05-05 12-12-42-716409,0,160,1550,1449.0,-89.868,-110.005,0.66,1.1,-9.77,-6.85,3.3,157.84,18.15
2023-05-05 12-12-43-072502,0,160,1550,1449.0,-89.868,-110.005,0.28,1.2,-9.75,-7.09,1.18,158.74,17.91
2023-05-05 12-12-43-449659,0,160,1550,1450.0,-89.868,-110.005,0.1,1.42,-9.68,-8.44,0.25,158.86,16.560000000000002
2023-05-05 12-12-43-812029,0,160,1548,1452.0,-89.868,-110.005,-0.13,1.64,-9.65,-10.3,-0.01,158.09,14.7
2023-05-05 12-12-44-178272,0,160,1546,1454.0,-89.78,-110.005,-0.26,2.02,-9.45,-11.99,-1.82,157.67,13.01
2023-05-05 12-12-44-545117,0,160,1544,1456.0,-89.868,-110.005,-0.43,2.13,-9.49,-12.96,-2.79,156.86,12.04
2023-05-05 12-12-44-917227,0,160,1544,1456.0,-89.868,-110.005,-0.47,2.21,-9.43,-13.28,-2.96,155.81,11.72
2023-05-05 12-12-45-285847,0,160,1544,1456.0,-89.868,-110.005,-0.35,2.1,-9.49,-12.38,-2.29,155.01,12.62
