Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-04-20 23-40-12-043477,-90,-110,1522,1522,-90.044,-110.005,-0.65,1.03,-9.68,-6.08,-3.92,144.83,-23.92
2023-04-20 23-40-12-124584,-90,-110,1545,1545,-90.044,-110.005,-0.63,1.02,-9.71,-6.09,-3.91,144.83,-23.91
2023-04-20 23-40-12-223612,-90,-110,1568,1568,-90.044,-110.005,-0.62,1.02,-9.71,-6.1,-3.91,144.83,-23.9
2023-04-20 23-40-12-301792,-90,-110,1570,1570,-89.956,-110.005,-0.64,1.01,-9.7,-6.1,-3.91,144.84,-23.9
2023-04-20 23-40-12-380628,-90,-110,1570,1570,-90.044,-110.005,-0.63,0.97,-9.67,-6.1,-3.9,144.85,-23.9
2023-04-20 23-40-12-464307,-90,-110,1570,1570,-89.956,-110.005,-0.62,1.05,-9.67,-6.09,-3.89,144.85,-23.91
2023-04-20 23-40-12-550312,-90,-110,1570,1570,-90.044,-110.005,-0.64,0.95,-9.69,-6.08,-3.9,144.89,-23.92
2023-04-20 23-40-12-623199,-90,-110,1570,1570,-90.044,-110.005,-0.63,1.11,-9.65,-6.08,-3.9,144.89,-23.92
2023-04-20 23-40-12-705788,-90,-110,1570,1570,-89.956,-110.005,-0.61,0.88,-9.74,-6.1,-3.9,144.87,-23.9
2023-04-20 23-40-12-800269,-90,-110,1570,1570,-89.956,-110.005,-0.62,1.15,-9.66,-6.1,-3.9,144.87,-23.9
2023-04-20 23-40-12-893764,-90,-110,1570,1570,-90.044,-110.005,-0.65,0.82,-9.69,-6.12,-3.9,144.87,-23.88
2023-04-20 23-40-12-971708,-90,-110,1570,1570,-90.044,-110.005,-0.5,1.14,-9.68,-6.1,-3.88,144.87,-23.9
2023-04-20 23-40-13-054915,-90,-110,1570,1570,-89.956,-110.005,-0.56,1.08,-9.75,-6.05,-3.89,144.9,-23.95
2023-04-20 23-40-13-131499,-90,-110,1570,1570,-90.044,-110.005,-0.8,0.65,-9.84,-6.21,-3.87,144.96,-23.79
2023-04-20 23-40-13-210864,-90,-110,1570,1570,-90.044,-110.005,-0.62,0.98,-9.73,-6.68,-3.68,144.89,-23.32
2023-04-20 23-40-13-293758,-90,-110,1570,1570,-89.956,-110.005,-0.52,1.33,-9.72,-6.91,-3.44,144.87,-23.09
2023-04-20 23-40-13-384154,-90,-110,1570,1570,-89.956,-110.005,-0.32,1.34,-9.64,-7.22,-3.03,144.74,-22.78
2023-04-20 23-40-13-466830,-90,-110,1570,1570,-90.044,-110.005,-0.42,1.2,-9.93,-7.51,-2.11,144.51,-22.490000000000002
2023-04-20 23-40-13-573732,-90,-110,1570,1570,-90.044,-110.005,0.02,1.29,-10.19,-7.92,-1.09,144.31,-22.08
2023-04-20 23-40-13-643078,-90,-110,1570,1570,-90.044,-110.005,-0.31,1.47,-9.59,-8.93,-2.32,144.31,-21.07
2023-04-20 23-40-13-723659,-90,-110,1570,1570,-90.044,-110.005,-0.65,1.49,-9.38,-9.42,-3.21,144.05,-20.58
2023-04-20 23-40-13-810419,-90,-110,1570,1570,-90.044,-110.005,-0.77,1.61,-9.5,-9.83,-3.47,143.71,-20.17
2023-04-20 23-40-13-884110,-90,-110,1570,1570,-90.044,-110.005,-0.68,1.67,-9.5,-10.34,-3.15,143.22,-19.66
2023-04-20 23-40-13-963166,-90,-110,1570,1570,-89.956,-110.005,-0.42,1.91,-9.56,-10.93,-2.24,142.71,-19.07
2023-04-20 23-40-14-050479,-90,-110,1570,1570,-90.044,-110.005,-0.05,2.0,-9.72,-12.09,-0.91,142.2,-17.91
2023-04-20 23-40-14-130120,-90,-110,1570,1570,-90.044,-110.005,-0.04,2.21,-9.62,-12.79,-0.77,142.08,-17.21
2023-04-20 23-40-14-213263,-90,-110,1570,1570,-90.044,-110.005,-0.26,2.16,-9.5,-13.49,-1.06,142.03,-16.509999999999998
2023-04-20 23-40-14-301633,-90,-110,1570,1570,-89.956,-110.005,-0.27,2.36,-9.34,-14.14,-1.54,142.0,-15.86
2023-04-20 23-40-14-380498,-90,-110,1570,1570,-90.044,-110.005,-0.29,2.56,-9.3,-15.07,-2.43,141.99,-14.93
2023-04-20 23-40-14-463138,-90,-110,1570,1570,-90.044,-110.093,-0.33,2.57,-9.49,-15.44,-2.84,141.91,-14.56
2023-04-20 23-40-14-560921,-90,-110,1570,1570,-89.956,-110.005,-0.4,2.73,-9.4,-15.88,-3.3,141.74,-14.12
2023-04-20 23-40-14-637414,-90,-110,1570,1570,-89.956,-110.005,-0.68,2.6,-9.33,-16.2,-3.65,141.48,-13.8
2023-04-20 23-40-14-717921,-90,-110,1570,1570,-89.956,-110.005,-0.58,2.9,-9.27,-16.54,-3.94,141.15,-13.46
2023-04-20 23-40-14-795187,-90,-110,1570,1570,-89.956,-110.005,-0.61,2.77,-9.23,-16.89,-4.01,140.67,-13.11
2023-04-20 23-40-14-893961,-90,-110,1570,1570,-89.956,-110.005,-0.69,2.8,-9.28,-17.41,-3.63,139.37,-12.59
2023-04-20 23-40-14-977880,-90,-110,1570,1570,-90.044,-110.005,-0.56,2.92,-9.4,-17.57,-3.54,138.92,-12.43
2023-04-20 23-40-15-074103,-90,-110,1570,1570,-89.956,-110.005,-0.55,3.08,-9.28,-17.74,-3.54,138.61,-12.260000000000002
2023-04-20 23-40-15-163834,-90,-110,1570,1570,-89.956,-110.005,-0.6,2.82,-9.34,-17.97,-3.6,138.29,-12.030000000000001
2023-04-20 23-40-15-281586,-90,-110,1570,1570,-89.956,-110.005,-0.58,3.06,-9.11,-18.36,-3.83,137.69,-11.64
2023-04-20 23-40-15-360102,-90,-110,1570,1570,-89.956,-110.005,-0.59,2.97,-9.25,-18.47,-3.88,137.35,-11.530000000000001
2023-04-20 23-40-15-438381,-90,-110,1570,1570,-89.956,-110.005,-0.59,3.2,-9.22,-18.54,-3.81,136.96,-11.46
2023-04-20 23-40-15-525853,-90,-110,1570,1570,-89.956,-110.005,-0.55,3.12,-9.21,-18.63,-3.68,136.47,-11.370000000000001
2023-04-20 23-40-15-598774,-90,-110,1570,1570,-89.956,-110.005,-0.56,3.17,-9.16,-18.8,-3.58,135.62,-11.2
2023-04-20 23-40-15-680577,-90,-110,1570,1570,-89.956,-110.005,-0.61,3.25,-9.2,-18.85,-3.65,135.17,-11.149999999999999
2023-04-20 23-40-15-763826,-90,-110,1570,1570,-89.956,-110.005,-0.61,3.0,-9.38,-18.87,-3.72,134.81,-11.129999999999999
2023-04-20 23-40-15-845224,-90,-110,1570,1570,-89.956,-110.005,-0.7,3.19,-9.25,-18.98,-3.75,134.44,-11.02
2023-04-20 23-40-15-914893,-90,-110,1570,1570,-89.956,-110.005,-0.59,3.3,-9.18,-19.11,-3.73,134.14,-10.89
2023-04-20 23-40-15-995125,-90,-110,1570,1570,-89.956,-110.005,-0.63,3.1,-9.19,-19.27,-3.75,133.81,-10.73
2023-04-20 23-40-16-082005,-90,-110,1570,1570,-89.956,-110.005,-0.61,3.27,-9.19,-19.4,-3.81,133.54,-10.600000000000001
2023-04-20 23-40-16-175255,-90,-110,1570,1570,-89.956,-110.005,-0.6,3.27,-9.26,-19.53,-3.87,133.28,-10.469999999999999
2023-04-20 23-40-16-254455,-90,-110,1570,1570,-89.956,-110.005,-0.61,3.16,-9.25,-19.66,-3.88,133.01,-10.34
2023-04-20 23-40-16-332772,-90,-110,1570,1570,-89.956,-110.005,-0.61,3.26,-9.22,-19.86,-3.83,132.66,-10.14
