Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 11-48-22-212982,0,160,1555,1448,-89.868,-110.005,0.79,-0.4,-9.74,2.16,4.37,178.89,27.16
2023-05-05 11-48-22-398765,0,160,1555,1448,-89.868,-110.005,0.79,-0.39,-9.74,2.15,4.35,178.88,27.15
2023-05-05 11-48-22-582752,0,160,1555,1448,-89.78,-110.005,0.74,-0.44,-10.12,2.13,4.3,178.89,27.13
2023-05-05 11-48-22-766239,0,160,1555,1448,-89.78,-110.005,0.65,-0.28,-9.89,1.42,3.69,179.0,26.42
2023-05-05 11-48-22-949441,0,160,1554,1448,-89.868,-110.005,0.47,-0.07,-9.83,0.11,2.52,179.15,25.11
2023-05-05 11-48-23-133369,0,160,1553,1448,-89.868,-110.005,0.29,0.16,-9.84,-1.35,1.36,179.28,23.65
2023-05-05 11-48-23-328510,0,160,1551,1449.0,-89.78,-110.005,0.09,0.43,-9.77,-2.98,0.15,179.37,22.02
2023-05-05 11-48-23-519380,0,160,1549,1451.0,-89.868,-110.005,-0.02,0.73,-9.73,-4.72,-0.51,179.24,20.28
2023-05-05 11-48-23-687113,0,160,1548,1452.0,-89.868,-110.005,-0.04,1.07,-9.7,-6.11,-0.57,178.88,18.89
2023-05-05 11-48-23-878277,0,160,1547,1453.0,-89.78,-110.005,-0.05,1.27,-9.6,-7.58,-0.51,178.18,17.42
2023-05-05 11-48-24-066602,0,160,1546,1454.0,-89.868,-110.005,-0.01,1.46,-9.63,-8.52,-0.34,177.41,16.48
2023-05-05 11-48-24-260250,0,160,1545,1455.0,-89.868,-110.005,0.06,1.53,-9.63,-9.23,0.09,176.49,15.77
2023-05-05 11-48-24-443771,0,160,1545,1455.0,-89.78,-110.005,0.16,1.66,-9.63,-9.7,0.56,175.52,15.3
2023-05-05 11-48-24-622661,0,160,1545,1455.0,-89.78,-110.005,0.14,1.68,-9.63,-9.88,0.52,174.69,15.12
2023-05-05 11-48-24-809327,0,160,1545,1455.0,-89.868,-110.005,0.0,1.69,-9.56,-9.81,-0.28,174.01,15.19
2023-05-05 11-48-24-988316,0,160,1545,1455.0,-89.78,-110.005,-0.17,1.61,-9.6,-9.51,-1.18,173.32,15.49
2023-05-05 11-48-25-166656,0,160,1546,1454.0,-89.78,-110.005,-0.25,1.54,-9.62,-9.07,-1.73,172.68,15.93
2023-05-05 11-48-25-354039,0,160,1546,1454.0,-89.868,-110.005,-0.34,1.44,-9.64,-8.39,-2.35,172.01,16.61
2023-05-05 11-48-25-536461,0,160,1547,1453.0,-89.78,-110.005,-0.45,1.26,-9.67,-7.66,-2.85,171.41,17.34
2023-05-05 11-48-25-711216,0,160,1548,1452.0,-89.78,-110.005,-0.47,1.16,-9.66,-6.95,-2.9,170.76,18.05
2023-05-05 11-48-25-902310,0,160,1548,1452.0,-89.78,-110.005,-0.45,1.05,-9.71,-6.23,-2.76,170.12,18.77
2023-05-05 11-48-26-088453,0,160,1549,1451.0,-89.78,-110.005,-0.42,0.92,-9.73,-5.5,-2.72,169.58,19.5
2023-05-05 11-48-26-278350,0,160,1550,1450.0,-89.78,-110.005,-0.38,0.8,-9.74,-4.81,-2.48,169.08,20.19
2023-05-05 11-48-26-444850,0,160,1550,1450.0,-89.868,-110.005,-0.33,0.72,-9.78,-4.26,-2.08,168.66,20.740000000000002
2023-05-05 11-48-26-636419,0,160,1551,1449.0,-89.868,-110.005,-0.3,0.63,-9.83,-3.72,-2.08,168.35,21.28
2023-05-05 11-48-26-828592,0,160,1551,1449.0,-89.868,-110.005,-0.45,0.57,-9.82,-3.42,-2.85,168.16,21.58
2023-05-05 11-48-27-006825,0,160,1551,1449.0,-89.868,-110.005,-0.58,0.57,-9.76,-3.42,-3.47,168.0,21.58
2023-05-05 11-48-27-196998,0,160,1551,1449.0,-89.78,-110.005,-0.55,0.6,-9.74,-3.66,-3.37,167.75,21.34
2023-05-05 11-48-27-378951,0,160,1550,1450.0,-89.78,-110.005,-0.41,0.67,-9.84,-4.05,-2.73,167.52,20.95
2023-05-05 11-48-27-568248,0,160,1550,1450.0,-89.78,-110.005,-0.35,0.73,-9.81,-4.58,-2.47,167.27,20.42
2023-05-05 11-48-27-746409,0,160,1549,1451.0,-89.868,-110.005,-0.42,0.85,-9.74,-5.17,-2.78,167.09,19.83
