Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 12-53-42-109790,0,160,1562,1436,-89.78,-110.093,0.65,-0.28,-9.76,1.44,3.57,178.73,31.44
2023-05-05 12-53-42-330921,0,160,1562,1436,-89.78,-110.093,0.64,-0.28,-9.76,1.44,3.57,178.73,31.44
2023-05-05 12-53-42-555938,0,160,1562,1436,-89.78,-110.093,0.62,-0.28,-10.04,1.32,3.49,178.74,31.32
2023-05-05 12-53-42-783944,0,160,1562,1436,-89.78,-110.093,0.64,0.02,-9.92,-0.45,3.05,178.6,29.55
2023-05-05 12-53-42-997731,0,160,1562,1436,-89.78,-110.093,0.46,0.49,-9.8,-3.2,2.48,177.94,26.8
2023-05-05 12-53-43-235702,0,160,1562,1436,-89.78,-110.093,0.44,1.03,-9.76,-6.74,2.18,176.65,23.259999999999998
2023-05-05 12-53-43-468227,0,160,1557,1443.0,-89.78,-110.093,0.4,1.76,-9.63,-10.82,2.05,174.67,19.18
2023-05-05 12-53-43-699690,0,160,1551,1449.0,-89.78,-110.093,0.34,2.52,-9.37,-14.93,1.91,172.34,15.07
2023-05-05 12-53-43-933262,0,160,1545,1455.0,-89.78,-110.093,0.33,3.12,-9.11,-19.01,1.84,169.45,10.989999999999998
2023-05-05 12-53-44-167540,0,160,1541,1459.0,-89.78,-110.093,0.41,3.67,-8.96,-22.15,2.21,166.39,7.850000000000001
2023-05-05 12-53-44-396042,0,160,1537,1463.0,-89.78,-110.093,0.43,4.03,-8.77,-24.41,2.21,163.28,5.59
2023-05-05 12-53-44-634504,0,160,1536,1464.0,-89.78,-110.093,0.38,4.21,-8.7,-25.56,1.98,160.19,4.440000000000001
2023-05-05 12-53-44-860475,0,160,1536,1464.0,-89.78,-110.093,0.36,4.18,-8.71,-25.55,1.89,157.38,4.449999999999999
2023-05-05 12-53-45-091514,0,160,1538,1462.0,-89.78,-110.093,0.36,4.05,-8.8,-24.58,2.05,154.81,5.420000000000002
2023-05-05 12-53-45-309600,0,160,1540,1460.0,-89.78,-110.093,0.4,3.79,-8.93,-22.95,2.21,152.81,7.050000000000001
2023-05-05 12-53-45-547974,0,160,1544,1456.0,-89.78,-110.093,0.48,3.37,-9.19,-20.55,2.54,151.11,9.45
2023-05-05 12-53-45-761881,0,160,1548,1452.0,-89.78,-110.093,0.46,3.0,-9.29,-18.18,2.46,150.24,11.82
2023-05-05 12-53-45-976698,0,160,1552,1448.0,-89.78,-110.093,0.44,2.57,-9.42,-15.57,2.34,149.76,14.43
2023-05-05 12-53-46-188500,0,160,1555,1445.0,-89.78,-110.093,0.46,2.19,-9.52,-13.23,2.61,149.58,16.77
2023-05-05 12-53-46-424178,0,160,1558,1442.0,-89.78,-110.093,0.65,1.86,-9.79,-11.28,3.39,149.71,18.72
2023-05-05 12-53-46-655229,0,160,1560,1440.0,-89.78,-110.093,0.53,1.71,-9.73,-10.13,2.9,150.41,19.869999999999997
2023-05-05 12-53-46-878221,0,160,1560,1440.0,-89.78,-110.093,0.43,1.67,-9.73,-9.86,2.25,151.18,20.14
2023-05-05 12-53-47-095116,0,160,1559,1441.0,-89.78,-110.093,0.3,1.71,-9.73,-10.46,1.32,151.88,19.54
2023-05-05 12-53-47-335985,0,160,1556,1444.0,-89.78,-110.093,0.01,1.97,-9.62,-11.85,-0.34,152.43,18.15
2023-05-05 12-53-47-560586,0,160,1554,1446.0,-89.78,-110.093,-0.23,2.27,-9.5,-13.6,-1.75,152.5,16.4
2023-05-05 12-53-47-799529,0,160,1551,1449.0,-89.78,-110.093,-0.41,2.62,-9.34,-15.5,-2.63,152.0,14.5
2023-05-05 12-53-48-031982,0,160,1548,1452.0,-89.78,-110.093,-0.47,2.86,-9.32,-17.19,-3.0,150.99,12.809999999999999
2023-05-05 12-53-48-274741,0,160,1546,1454.0,-89.78,-110.093,-0.47,3.14,-9.16,-18.7,-3.06,149.56,11.3
2023-05-05 12-53-48-519750,0,160,1545,1455.0,-89.78,-110.093,-0.4,3.25,-9.16,-19.61,-2.6,147.76,10.39
2023-05-05 12-53-48-764893,0,160,1545,1455.0,-89.78,-110.093,-0.3,3.31,-9.19,-19.94,-2.07,145.97,10.059999999999999
2023-05-05 12-53-48-994997,0,160,1545,1455.0,-89.78,-110.093,-0.4,3.26,-9.17,-19.78,-2.45,144.9,10.219999999999999
2023-05-05 12-53-49-238432,0,160,1546,1454.0,-89.78,-110.093,-0.59,3.18,-9.2,-19.08,-3.79,144.24,10.920000000000002
2023-05-05 12-53-49-476535,0,160,1548,1452.0,-89.78,-110.093,-0.9,2.98,-9.23,-17.92,-5.66,143.72,12.079999999999998
2023-05-05 12-53-49-719321,0,160,1550,1450.0,-89.78,-110.093,-1.2,2.76,-9.28,-16.61,-7.38,142.97,13.39
2023-05-05 12-53-49-964489,0,160,1552,1448.0,-89.78,-110.093,-1.4,2.51,-9.38,-15.23,-8.58,141.9,14.77
2023-05-05 12-53-50-206205,0,160,1554,1446.0,-89.78,-110.093,-1.68,2.28,-9.38,-13.86,-10.32,140.76,16.14
