Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 12-55-47-794786,0,160,1562,1436,-89.78,-110.093,0.76,-0.24,-9.74,1.29,4.25,178.76,31.29
2023-05-05 12-55-48-045210,0,160,1562,1436,-89.78,-110.093,0.77,-0.24,-9.75,1.3,4.3,178.75,31.3
2023-05-05 12-55-48-280892,0,160,1562,1436,-89.78,-110.093,0.69,-0.24,-10.0,1.0,4.25,178.78,31.0
2023-05-05 12-55-48-534429,0,160,1562,1436,-89.78,-110.093,0.69,0.09,-9.88,-1.11,4.05,178.93,28.89
2023-05-05 12-55-48-770287,0,160,1562,1436,-89.78,-110.093,0.69,0.68,-9.83,-4.26,3.88,179.01,25.740000000000002
2023-05-05 12-55-49-014471,0,160,1562,1438.0,-89.78,-110.093,0.65,1.29,-9.69,-7.95,3.52,178.95,22.05
2023-05-05 12-55-49-257482,0,160,1555,1445.0,-89.78,-110.093,0.67,2.02,-9.56,-12.17,3.67,178.36,17.83
2023-05-05 12-55-49-501877,0,160,1549,1451.0,-89.78,-110.093,0.76,2.73,-9.34,-16.44,4.1,177.23,13.559999999999999
2023-05-05 12-55-49-739699,0,160,1543,1457.0,-89.78,-110.093,0.74,3.33,-9.03,-20.27,4.13,175.74,9.73
2023-05-05 12-55-49-982273,0,160,1539,1461.0,-89.78,-110.093,0.78,3.81,-8.78,-23.16,4.38,173.84,6.84
2023-05-05 12-55-50-233097,0,160,1537,1463.0,-89.78,-110.093,0.95,4.04,-8.66,-24.66,5.6,171.55,5.34
2023-05-05 12-55-50-479598,0,160,1537,1463.0,-89.78,-110.093,1.22,4.04,-8.69,-24.73,7.03,169.66,5.27
2023-05-05 12-55-50-735412,0,160,1539,1461.0,-89.78,-110.093,1.48,3.86,-8.75,-23.59,8.69,168.2,6.41
2023-05-05 12-55-50-975232,0,160,1543,1457.0,-89.78,-110.093,1.85,3.45,-8.87,-21.51,10.82,167.32,8.489999999999998
2023-05-05 12-55-51-210869,0,160,1547,1453.0,-89.78,-110.093,2.25,3.03,-8.99,-18.83,13.11,167.19,11.170000000000002
2023-05-05 12-55-51-456295,0,160,1551,1449.0,-89.78,-110.093,2.65,2.58,-9.05,-16.04,15.49,167.71,13.96
2023-05-05 12-55-51-699217,0,160,1555,1445.0,-89.78,-110.093,3.08,2.07,-9.13,-13.23,18.06,168.83,16.77
2023-05-05 12-55-51-946698,0,160,1558,1442.0,-89.78,-110.093,3.47,1.69,-9.15,-11.17,20.37,170.35,18.83
2023-05-05 12-55-52-180744,0,160,1560,1440.0,-89.78,-110.093,3.71,1.53,-9.08,-9.99,21.72,172.24,20.009999999999998
2023-05-05 12-55-52-425162,0,160,1559,1441.0,-89.78,-110.093,3.88,1.54,-9.05,-10.1,22.81,173.71,19.9
2023-05-05 12-55-52-648360,0,160,1558,1442.0,-89.78,-110.093,3.92,1.68,-8.89,-11.17,23.13,175.03,18.83
2023-05-05 12-55-52-889266,0,160,1555,1445.0,-89.78,-110.093,4.0,1.94,-8.71,-12.92,23.76,175.93,17.08
2023-05-05 12-55-53-136971,0,160,1551,1449.0,-89.78,-110.093,4.26,2.24,-8.53,-15.19,25.49,176.1,14.81
2023-05-05 12-55-53-382553,0,160,1548,1452.0,-89.78,-110.093,4.43,2.54,-8.23,-17.36,26.85,175.96,12.64
2023-05-05 12-55-53-621474,0,160,1545,1455.0,-89.78,-110.093,4.76,2.81,-7.92,-19.4,28.99,175.23,10.600000000000001
2023-05-05 12-55-53-877448,0,160,1543,1457.0,-89.78,-110.093,5.27,2.96,-7.72,-20.88,31.58,173.85,9.120000000000001
2023-05-05 12-55-54-126805,0,160,1543,1457.0,-89.78,-110.093,5.23,2.95,-7.58,-20.93,31.79,172.51,9.07
2023-05-05 12-55-54-361422,0,160,1544,1456.0,-89.78,-110.093,5.16,2.78,-7.7,-20.24,32.17,170.62,9.760000000000002
2023-05-05 12-55-54-609319,0,160,1546,1454.0,-89.78,-110.093,5.33,2.63,-7.72,-19.16,33.46,169.22,10.84
2023-05-05 12-55-54-844376,0,160,1548,1452.0,-89.78,-110.093,5.1,2.51,-7.83,-18.07,31.86,168.97,11.93
2023-05-05 12-55-55-083335,0,160,1549,1451.0,-89.692,-110.093,5.03,2.42,-8.02,-17.14,30.93,168.86,12.86
2023-05-05 12-55-55-331529,0,160,1550,1450.0,-89.78,-110.093,5.06,2.25,-8.17,-16.33,30.51,168.97,13.670000000000002
2023-05-05 12-55-55-572436,0,160,1551,1449.0,-89.692,-110.093,4.93,2.22,-8.21,-15.75,29.83,169.11,14.25
2023-05-05 12-55-55-825210,0,160,1551,1449.0,-89.78,-110.093,4.76,2.23,-8.25,-15.51,29.0,169.28,14.49
2023-05-05 12-55-56-068023,0,160,1551,1449.0,-89.78,-110.093,4.76,2.28,-8.23,-15.71,28.97,169.24,14.29
