Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 12-41-08-202508,0,160,1565,1430,-89.868,-110.093,0.28,-0.29,-9.78,1.54,1.42,176.94,31.54
2023-05-05 12-41-08-315895,0,160,1565,1430,-89.78,-110.093,0.28,-0.29,-9.78,1.54,1.43,176.95,31.54
2023-05-05 12-41-08-435271,0,160,1565,1430,-89.868,-110.093,0.28,-0.29,-9.78,1.53,1.43,176.96,31.53
2023-05-05 12-41-08-560757,0,160,1565,1430,-89.868,-110.093,0.22,-0.28,-10.04,1.43,1.43,176.97,31.43
2023-05-05 12-41-08-678586,0,160,1565,1430,-89.868,-110.093,0.33,-0.19,-10.12,0.81,1.38,177.01,30.81
2023-05-05 12-41-08-805498,0,160,1565,1430,-89.868,-110.093,0.33,0.02,-9.97,-0.61,1.37,176.88,29.39
2023-05-05 12-41-08-927105,0,160,1565,1430,-89.868,-110.093,0.31,0.34,-9.92,-2.38,1.36,176.54,27.62
2023-05-05 12-41-09-050925,0,160,1565,1433.0,-89.78,-110.093,0.29,0.69,-9.89,-4.47,1.36,176.03,25.53
2023-05-05 12-41-09-163359,0,160,1564,1436.0,-89.868,-110.093,0.25,1.05,-9.75,-6.79,1.27,175.37,23.21
2023-05-05 12-41-09-271751,0,160,1560,1440.0,-89.78,-110.093,0.26,1.41,-9.74,-9.08,1.26,174.59,20.92
2023-05-05 12-41-09-396353,0,160,1556,1444.0,-89.78,-110.093,0.25,1.93,-9.52,-11.67,1.2,173.55,18.33
2023-05-05 12-41-09-514682,0,160,1553,1447.0,-89.868,-110.093,0.23,2.29,-9.46,-14.16,1.01,172.38,15.84
2023-05-05 12-41-09-645951,0,160,1549,1451.0,-89.868,-110.093,0.1,2.82,-9.24,-16.71,0.51,171.04,13.29
2023-05-05 12-41-09-765758,0,160,1546,1454.0,-89.868,-110.093,0.07,3.09,-9.14,-18.81,0.23,169.63,11.190000000000001
2023-05-05 12-41-09-893341,0,160,1543,1457.0,-89.78,-110.093,0.01,3.27,-8.95,-20.65,-0.35,168.38,9.350000000000001
2023-05-05 12-41-10-007997,0,160,1541,1459.0,-89.78,-110.093,-0.1,3.76,-8.92,-21.9,-0.98,167.59,8.100000000000001
2023-05-05 12-41-10-133622,0,160,1540,1460.0,-89.868,-110.093,-0.2,3.82,-8.79,-23.07,-1.44,166.36,6.93
2023-05-05 12-41-10-265453,0,160,1539,1461.0,-89.868,-110.093,-0.28,3.91,-8.82,-23.8,-1.74,165.05,6.199999999999999
2023-05-05 12-41-10-386675,0,160,1538,1462.0,-89.78,-110.093,-0.27,4.01,-8.8,-24.13,-2.09,163.87,5.870000000000001
2023-05-05 12-41-10-507006,0,160,1538,1462.0,-89.868,-110.093,-0.35,4.0,-8.76,-24.13,-2.47,162.61,5.870000000000001
2023-05-05 12-41-10-636515,0,160,1539,1461.0,-89.868,-110.093,-0.38,3.97,-8.85,-23.81,-2.71,161.19,6.190000000000001
2023-05-05 12-41-10-758481,0,160,1540,1460.0,-89.868,-110.093,-0.46,3.85,-8.89,-23.31,-2.81,159.9,6.690000000000001
2023-05-05 12-41-10-883156,0,160,1541,1459.0,-89.78,-110.093,-0.44,3.75,-8.93,-22.6,-2.76,158.53,7.399999999999999
2023-05-05 12-41-11-008879,0,160,1542,1458.0,-89.78,-110.093,-0.39,3.63,-9.08,-21.76,-2.73,157.34,8.239999999999998
2023-05-05 12-41-11-128497,0,160,1543,1457.0,-89.868,-110.093,-0.42,3.45,-9.12,-20.88,-2.81,156.27,9.120000000000001
2023-05-05 12-41-11-243299,0,160,1545,1455.0,-89.78,-110.093,-0.42,3.32,-9.15,-19.98,-2.81,155.23,10.02
2023-05-05 12-41-11-377098,0,160,1546,1454.0,-89.868,-110.093,-0.4,3.14,-9.23,-18.93,-2.8,154.15,11.07
2023-05-05 12-41-11-496626,0,160,1548,1452.0,-89.78,-110.093,-0.44,2.98,-9.33,-17.93,-2.97,153.23,12.07
2023-05-05 12-41-11-609762,0,160,1549,1451.0,-89.78,-110.093,-0.53,2.83,-9.34,-16.97,-3.33,152.38,13.030000000000001
2023-05-05 12-41-11-737168,0,160,1551,1449.0,-89.78,-110.093,-0.51,2.62,-9.39,-16.07,-3.48,151.62,13.93
2023-05-05 12-41-11-860578,0,160,1552,1448.0,-89.868,-110.093,-0.36,2.67,-9.45,-15.3,-2.76,151.15,14.7
2023-05-05 12-41-11-989906,0,160,1553,1447.0,-89.78,-110.093,-0.22,2.51,-9.57,-14.7,-1.99,150.81,15.3
2023-05-05 12-41-12-117298,0,160,1553,1447.0,-89.78,-110.093,-0.16,2.41,-9.56,-14.2,-1.39,150.47,15.8
2023-05-05 12-41-12-238414,0,160,1554,1446.0,-89.78,-110.093,-0.16,2.32,-9.56,-13.87,-0.94,150.17,16.130000000000003
2023-05-05 12-41-12-353980,0,160,1554,1446.0,-89.868,-110.093,-0.02,2.32,-9.53,-13.67,-0.46,149.96,16.33
2023-05-05 12-41-12-478027,0,160,1554,1446.0,-89.868,-110.093,0.07,2.27,-9.58,-13.56,0.04,149.72,16.439999999999998
2023-05-05 12-41-12-603593,0,160,1554,1446.0,-89.78,-110.093,0.13,2.29,-9.54,-13.5,0.39,149.58,16.5
2023-05-05 12-41-12-726128,0,160,1554,1446.0,-89.78,-110.093,0.17,2.25,-9.55,-13.48,0.57,149.57,16.52
2023-05-05 12-41-12-852710,0,160,1554,1446.0,-89.78,-110.093,0.15,2.27,-9.55,-13.52,0.59,149.58,16.48
2023-05-05 12-41-12-973857,0,160,1554,1446.0,-89.78,-110.093,0.12,2.28,-9.52,-13.62,0.48,149.61,16.380000000000003
2023-05-05 12-41-13-105288,0,160,1554,1446.0,-89.78,-110.093,0.12,2.31,-9.51,-13.77,0.35,149.65,16.23
2023-05-05 12-41-13-224589,0,160,1554,1446.0,-89.78,-110.093,0.06,2.32,-9.51,-13.91,0.2,149.67,16.09
2023-05-05 12-41-13-349748,0,160,1553,1447.0,-89.868,-110.093,0.04,2.39,-9.52,-14.1,-0.01,149.69,15.9
2023-05-05 12-41-13-457374,0,160,1553,1447.0,-89.868,-110.093,0.02,2.38,-9.49,-14.28,-0.21,149.7,15.72
2023-05-05 12-41-13-587529,0,160,1553,1447.0,-89.868,-110.093,-0.01,2.4,-9.47,-14.49,-0.48,149.69,15.51
2023-05-05 12-41-13-709776,0,160,1552,1448.0,-89.78,-110.093,-0.06,2.47,-9.49,-14.7,-0.71,149.66,15.3
2023-05-05 12-41-13-823952,0,160,1552,1448.0,-89.868,-110.093,-0.13,2.51,-9.46,-14.92,-0.96,149.61,15.08
2023-05-05 12-41-13-953324,0,160,1552,1448.0,-89.868,-110.093,-0.16,2.56,-9.45,-15.19,-1.24,149.55,14.81
2023-05-05 12-41-14-074504,0,160,1551,1449.0,-89.868,-110.093,-0.2,2.56,-9.44,-15.42,-1.49,149.47,14.58
2023-05-05 12-41-14-196598,0,160,1551,1449.0,-89.868,-110.093,-0.26,2.61,-9.43,-15.65,-1.74,149.37,14.35
2023-05-05 12-41-14-313765,0,160,1551,1449.0,-89.78,-110.093,-0.31,2.67,-9.36,-15.87,-2.0,149.25,14.13
2023-05-05 12-41-14-432964,0,160,1550,1450.0,-89.868,-110.093,-0.35,2.71,-9.38,-16.08,-2.22,149.12,13.920000000000002
2023-05-05 12-41-14-558187,0,160,1550,1450.0,-89.868,-110.181,-0.38,2.74,-9.36,-16.3,-2.45,148.97,13.7
2023-05-05 12-41-14-682452,0,160,1550,1450.0,-89.78,-110.093,-0.44,2.78,-9.36,-16.5,-2.72,148.81,13.5
2023-05-05 12-41-14-805958,0,160,1549,1451.0,-89.78,-110.093,-0.47,2.79,-9.36,-16.7,-3.08,148.63,13.3
2023-05-05 12-41-14-931435,0,160,1549,1451.0,-89.78,-110.093,-0.5,2.85,-9.37,-16.88,-3.45,148.44,13.120000000000001
2023-05-05 12-41-15-059944,0,160,1549,1451.0,-89.868,-110.093,-0.6,2.9,-9.25,-17.04,-3.84,148.17,12.96
2023-05-05 12-41-15-177273,0,160,1549,1451.0,-89.868,-110.093,-0.64,2.87,-9.28,-17.06,-3.99,147.88,12.940000000000001
2023-05-05 12-41-15-296731,0,160,1549,1451.0,-89.868,-110.093,-0.63,2.86,-9.3,-16.99,-4.05,147.56,13.010000000000002
2023-05-05 12-41-15-415723,0,160,1549,1451.0,-89.78,-110.093,-0.67,2.84,-9.3,-16.86,-4.11,147.25,13.14
2023-05-05 12-41-15-543767,0,160,1550,1450.0,-89.78,-110.093,-0.66,2.78,-9.34,-16.64,-4.17,146.89,13.36
2023-05-05 12-41-15-661288,0,160,1550,1450.0,-89.78,-110.093,-1.07,2.67,-9.29,-16.4,-4.27,146.6,13.600000000000001
2023-05-05 12-41-15-789456,0,160,1550,1450.0,-89.868,-110.093,-0.55,2.72,-9.45,-16.19,-4.01,146.35,13.809999999999999
2023-05-05 12-41-15-923917,0,160,1550,1450.0,-89.868,-110.093,-0.66,2.66,-9.44,-16.07,-3.9,146.1,13.93
2023-05-05 12-41-16-044681,0,160,1550,1450.0,-89.78,-110.093,-0.61,2.67,-9.41,-16.04,-3.87,145.94,13.96
2023-05-05 12-41-16-168121,0,160,1550,1450.0,-89.78,-110.093,-0.63,2.72,-9.38,-16.06,-3.88,145.78,13.940000000000001
2023-05-05 12-41-16-296323,0,160,1550,1450.0,-89.78,-110.093,-0.62,2.7,-9.39,-16.12,-3.97,145.63,13.879999999999999
2023-05-05 12-41-16-426960,0,160,1550,1450.0,-89.78,-110.093,-0.63,2.69,-9.38,-16.22,-4.08,145.47,13.780000000000001
2023-05-05 12-41-16-555114,0,160,1550,1450.0,-89.868,-110.093,-0.69,2.73,-9.37,-16.36,-4.25,145.32,13.64
2023-05-05 12-41-16-687187,0,160,1550,1450.0,-89.868,-110.093,-0.69,2.81,-9.36,-16.53,-4.45,145.17,13.469999999999999
2023-05-05 12-41-16-817127,0,160,1549,1451.0,-89.78,-110.093,-0.78,2.79,-9.33,-16.66,-4.68,145.03,13.34
2023-05-05 12-41-16-941471,0,160,1549,1451.0,-89.868,-110.093,-0.75,2.84,-9.33,-16.8,-4.85,144.89,13.2
2023-05-05 12-41-17-068746,0,160,1549,1451.0,-89.868,-110.093,-0.82,2.81,-9.26,-16.93,-5.03,144.7,13.07
2023-05-05 12-41-17-201878,0,160,1549,1451.0,-89.868,-110.093,-0.82,2.88,-9.25,-16.92,-5.01,144.43,13.079999999999998
2023-05-05 12-41-17-306929,0,160,1549,1451.0,-89.78,-110.093,-0.8,2.8,-9.31,-16.84,-4.91,144.26,13.16
2023-05-05 12-41-17-432978,0,160,1549,1451.0,-89.868,-110.093,-0.77,2.79,-9.35,-16.72,-4.73,144.01,13.280000000000001
2023-05-05 12-41-17-537132,0,160,1550,1450.0,-89.868,-110.093,-0.76,2.79,-9.33,-16.61,-4.57,143.82,13.39
2023-05-05 12-41-17-678695,0,160,1550,1450.0,-89.78,-110.093,-0.72,2.75,-9.35,-16.45,-4.34,143.63,13.55
2023-05-05 12-41-17-793477,0,160,1550,1450.0,-89.78,-110.093,-0.66,2.71,-9.39,-16.26,-4.12,143.47,13.739999999999998
2023-05-05 12-41-17-915350,0,160,1550,1450.0,-89.868,-110.093,-0.63,2.71,-9.39,-16.17,-4.03,143.39,13.829999999999998
2023-05-05 12-41-18-038676,0,160,1550,1450.0,-89.868,-110.093,-0.65,2.68,-9.45,-16.14,-3.94,143.26,13.86
2023-05-05 12-41-18-146814,0,160,1550,1450.0,-89.78,-110.093,-0.64,2.68,-9.41,-16.14,-3.94,143.21,13.86
2023-05-05 12-41-18-286714,0,160,1550,1450.0,-89.78,-110.093,-0.62,2.72,-9.39,-16.19,-4.01,143.15,13.809999999999999
2023-05-05 12-41-18-401755,0,160,1550,1450.0,-89.868,-110.093,-0.65,2.68,-9.34,-16.27,-4.11,143.11,13.73
2023-05-05 12-41-18-513872,0,160,1550,1450.0,-89.868,-110.093,-0.66,2.73,-9.38,-16.34,-4.15,143.02,13.66
2023-05-05 12-41-18-637399,0,160,1550,1450.0,-89.868,-110.093,-0.67,2.75,-9.34,-16.42,-4.29,142.99,13.579999999999998
2023-05-05 12-41-18-769763,0,160,1550,1450.0,-89.78,-110.093,-0.69,2.78,-9.34,-16.53,-4.43,142.92,13.469999999999999
2023-05-05 12-41-18-891642,0,160,1550,1450.0,-89.868,-110.093,-0.73,2.77,-9.35,-16.6,-4.53,142.85,13.399999999999999
2023-05-05 12-41-19-017487,0,160,1550,1450.0,-89.868,-110.093,-0.73,2.78,-9.33,-16.65,-4.61,142.76,13.350000000000001
2023-05-05 12-41-19-134881,0,160,1549,1451.0,-89.868,-110.093,-0.75,2.8,-9.34,-16.71,-4.68,142.68,13.29
2023-05-05 12-41-19-258341,0,160,1549,1451.0,-89.868,-110.093,-0.76,2.78,-9.41,-16.76,-4.78,142.6,13.239999999999998
2023-05-05 12-41-19-370363,0,160,1549,1451.0,-89.78,-110.093,-0.8,2.84,-9.24,-16.84,-4.89,142.52,13.16
2023-05-05 12-41-19-492832,0,160,1549,1451.0,-89.78,-110.093,-0.78,2.81,-9.29,-16.81,-4.85,142.38,13.190000000000001
2023-05-05 12-41-19-618635,0,160,1549,1451.0,-89.868,-110.093,-0.73,2.76,-9.32,-16.7,-4.68,142.21,13.3
2023-05-05 12-41-19-736741,0,160,1550,1450.0,-89.78,-110.093,-0.64,2.78,-9.35,-16.54,-4.42,142.06,13.46
2023-05-05 12-41-19-862759,0,160,1550,1450.0,-89.78,-110.093,-0.69,2.67,-9.35,-16.29,-4.12,141.91,13.71
2023-05-05 12-41-19-982931,0,160,1550,1450.0,-89.78,-110.093,-0.59,2.7,-9.41,-16.05,-3.77,141.81,13.95
2023-05-05 12-41-20-117585,0,160,1551,1449.0,-89.78,-110.093,-0.54,2.62,-9.44,-15.82,-3.5,141.77,14.18
2023-05-05 12-41-20-248793,0,160,1551,1449.0,-89.868,-110.093,-0.53,2.6,-9.45,-15.67,-3.28,141.74,14.33
2023-05-05 12-41-20-362687,0,160,1551,1449.0,-89.868,-110.093,-0.51,2.6,-9.49,-15.59,-3.08,141.72,14.41
2023-05-05 12-41-20-488201,0,160,1551,1449.0,-89.868,-110.093,-0.5,2.62,-9.4,-15.57,-3.02,141.78,14.43
2023-05-05 12-41-20-599766,0,160,1551,1449.0,-89.868,-110.093,-0.48,2.56,-9.42,-15.58,-3.02,141.83,14.42
2023-05-05 12-41-20-725437,0,160,1551,1449.0,-89.868,-110.093,-0.48,2.61,-9.42,-15.63,-3.04,141.92,14.37
2023-05-05 12-41-20-860680,0,160,1551,1449.0,-89.78,-110.093,-0.44,2.64,-9.43,-15.69,-3.04,141.99,14.31
2023-05-05 12-41-20-981544,0,160,1551,1449.0,-89.78,-110.093,-0.49,2.62,-9.39,-15.74,-3.06,142.06,14.26
2023-05-05 12-41-21-109548,0,160,1551,1449.0,-89.78,-110.093,-0.49,2.66,-9.39,-15.79,-3.08,142.11,14.21
2023-05-05 12-41-21-240539,0,160,1551,1449.0,-89.868,-110.093,-0.43,2.65,-9.46,-15.84,-3.13,142.17,14.16
2023-05-05 12-41-21-363901,0,160,1551,1449.0,-89.868,-110.093,-0.56,2.62,-9.36,-15.92,-3.33,142.25,14.08
2023-05-05 12-41-21-489504,0,160,1550,1450.0,-89.78,-110.093,-0.52,2.68,-9.42,-16.05,-3.48,142.31,13.95
2023-05-05 12-41-21-611421,0,160,1550,1450.0,-89.78,-110.093,-0.55,2.7,-9.38,-16.24,-3.68,142.36,13.760000000000002
2023-05-05 12-41-21-731477,0,160,1550,1450.0,-89.78,-110.093,-0.54,2.77,-9.39,-16.42,-3.94,142.4,13.579999999999998
2023-05-05 12-41-21-842286,0,160,1550,1450.0,-89.78,-110.093,-0.98,2.68,-9.26,-16.52,-4.46,142.41,13.48
