Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 13-09-38-505157,0,160,1564,1440,-90.044,-110.005,-0.09,-0.28,-9.78,1.56,-0.69,179.91,31.56
2023-05-05 13-09-38-852126,0,160,1564,1440,-90.044,-110.093,-0.09,-0.27,-9.73,1.53,-0.7,179.92,31.53
2023-05-05 13-09-39-199123,0,160,1564,1440,-90.044,-110.005,-0.19,-0.02,-9.86,0.06,-1.28,179.79,30.06
2023-05-05 13-09-39-546487,0,160,1564,1440,-90.044,-110.005,-0.36,0.62,-9.81,-3.78,-2.31,179.01,26.22
2023-05-05 13-09-39-894485,0,160,1561,1440,-90.044,-110.005,-0.67,1.4,-9.67,-8.56,-4.17,177.34,21.439999999999998
2023-05-05 13-09-40-246356,0,160,1553,1447.0,-90.044,-110.005,-1.04,2.27,-9.43,-13.78,-6.43,174.66,16.22
2023-05-05 13-09-40-597938,0,160,1545,1455.0,-90.044,-110.093,-1.38,3.13,-9.01,-19.05,-8.41,170.55,10.95
2023-05-05 13-09-40-962002,0,160,1539,1461.0,-90.044,-110.093,-1.52,3.73,-8.75,-22.99,-9.11,164.64,7.010000000000002
2023-05-05 13-09-41-307787,0,160,1538,1462.0,-90.044,-110.093,-1.67,4.0,-8.57,-24.45,-10.04,158.65,5.550000000000001
2023-05-05 13-09-41-639058,0,160,1540,1460.0,-90.044,-110.005,-1.8,3.77,-8.71,-23.29,-10.9,153.36,6.710000000000001
2023-05-05 13-09-41-989005,0,160,1545,1455.0,-90.044,-110.093,-1.93,3.27,-9.0,-20.18,-11.89,148.49,9.82
2023-05-05 13-09-42-337268,0,160,1551,1449.0,-89.956,-110.005,-2.4,2.62,-9.12,-16.23,-14.45,144.63,13.77
2023-05-05 13-09-42-668053,0,160,1557,1443.0,-90.044,-110.005,-2.91,1.97,-9.16,-12.47,-17.46,141.15,17.53
2023-05-05 13-09-42-994756,0,160,1561,1440,-90.044,-110.005,-3.13,1.52,-9.26,-9.7,-18.88,137.05,20.3
2023-05-05 13-09-43-341234,0,160,1562,1440,-90.044,-110.005,-3.18,1.41,-9.25,-8.61,-19.29,132.79,21.39
2023-05-05 13-09-43-676247,0,160,1561,1440,-90.044,-110.005,-3.46,1.44,-9.08,-9.11,-20.83,128.67,20.89
2023-05-05 13-09-44-031794,0,160,1558,1442.0,-90.044,-110.093,-3.99,1.67,-8.76,-10.86,-24.15,123.72,19.14
2023-05-05 13-09-44-354233,0,160,1555,1445.0,-90.044,-110.005,-4.54,1.89,-8.38,-13.03,-27.86,117.92,16.97
2023-05-05 13-09-44-698532,0,160,1549,1451.0,-90.044,-110.005,-4.72,2.46,-8.1,-16.35,-29.77,112.38,13.649999999999999
2023-05-05 13-09-45-048535,0,160,1544,1456.0,-90.044,-110.005,-5.21,2.83,-7.61,-19.79,-32.92,107.61,10.21
2023-05-05 13-09-45-393772,0,160,1542,1458.0,-90.044,-110.005,-5.46,3.0,-7.34,-21.2,-34.89,101.71,8.8
2023-05-05 13-09-45-742485,0,160,1544,1456.0,-90.044,-110.093,-5.56,2.84,-7.52,-20.41,-34.32,96.18,9.59
