Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 11-40-51-271680,0,160,1554,1446,-89.78,-110.005,0.23,-0.35,-9.78,1.89,1.1,178.5,26.89
2023-05-05 11-40-51-408724,0,160,1554,1446,-89.78,-110.005,0.22,-0.34,-9.78,1.89,1.1,178.51,26.89
2023-05-05 11-40-51-540416,0,160,1554,1446,-89.78,-110.005,0.24,-0.38,-9.81,1.89,1.1,178.52,26.89
2023-05-05 11-40-51-669819,0,160,1554,1446,-89.78,-110.005,0.26,-0.32,-9.93,1.72,1.18,178.51,26.72
2023-05-05 11-40-51-793047,0,160,1554,1446,-89.78,-110.005,0.31,-0.27,-9.88,1.21,1.35,178.44,26.21
2023-05-05 11-40-51-932965,0,160,1554,1446,-89.78,-110.005,0.31,-0.09,-9.84,0.37,1.56,178.26,25.37
2023-05-05 11-40-52-062828,0,160,1554,1446,-89.78,-110.005,0.32,0.06,-9.82,-0.56,1.73,178.0,24.44
2023-05-05 11-40-52-192408,0,160,1553,1446,-89.78,-110.005,0.35,0.24,-9.77,-1.58,1.98,177.67,23.42
2023-05-05 11-40-52-325638,0,160,1551,1446,-89.78,-110.005,0.41,0.45,-9.74,-2.78,2.37,177.25,22.22
2023-05-05 11-40-52-454085,0,160,1550,1446,-89.78,-110.005,0.48,0.62,-9.72,-3.85,2.81,176.86,21.15
2023-05-05 11-40-52-584703,0,160,1549,1447.2,-89.868,-110.005,0.6,0.81,-9.75,-5.12,3.46,176.34,19.88
2023-05-05 11-40-52-718197,0,160,1548,1448.4,-89.78,-110.005,0.76,1.02,-9.72,-6.24,4.14,175.84,18.759999999999998
2023-05-05 11-40-52-860049,0,160,1547,1449.6,-89.868,-110.005,0.86,1.25,-9.62,-7.56,5.03,175.14,17.44
2023-05-05 11-40-52-990925,0,160,1546,1450.8,-89.78,-110.005,1.04,1.42,-9.55,-8.58,6.0,174.5,16.42
2023-05-05 11-40-53-125208,0,160,1545,1452.0,-89.78,-110.005,1.25,1.55,-9.54,-9.62,7.31,173.75,15.38
2023-05-05 11-40-53-261598,0,160,1544,1453.2,-89.78,-110.005,1.47,1.72,-9.49,-10.49,8.48,173.08,14.51
2023-05-05 11-40-53-398162,0,160,1543,1454.4,-89.78,-110.005,1.63,1.86,-9.45,-11.28,9.48,172.42,13.72
2023-05-05 11-40-53-526761,0,160,1543,1454.4,-89.78,-110.005,1.75,1.96,-9.3,-11.8,10.32,171.9,13.2
