Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 13-01-39-962161,0,160,1562,1442,-89.78,-110.093,1.0,-0.21,-9.72,1.11,5.67,178.18,31.11
2023-05-05 13-01-40-266598,0,160,1562,1442,-89.78,-110.093,1.0,-0.18,-9.73,1.1,5.69,178.18,31.1
2023-05-05 13-01-40-560268,0,160,1562,1442,-89.78,-110.093,0.89,-0.03,-9.91,-0.16,5.01,178.27,29.84
2023-05-05 13-01-40-829887,0,160,1562,1442,-89.78,-110.093,0.49,0.46,-9.84,-3.06,2.7,178.44,26.94
2023-05-05 13-01-41-108682,0,160,1562,1442,-89.78,-110.093,0.12,1.05,-9.69,-6.7,0.4,178.37,23.3
2023-05-05 13-01-41-385185,0,160,1558,1442,-89.78,-110.093,-0.1,1.73,-9.66,-10.68,-0.8,177.58,19.32
2023-05-05 13-01-41-678206,0,160,1551,1449.0,-89.78,-110.093,-0.3,2.5,-9.37,-15.25,-2.02,175.92,14.75
2023-05-05 13-01-41-961611,0,160,1545,1455.0,-89.78,-110.093,-0.34,3.23,-9.13,-19.23,-2.18,173.41,10.77
2023-05-05 13-01-42-248433,0,160,1540,1460.0,-89.78,-110.093,-0.3,3.71,-8.93,-22.4,-2.01,170.26,7.600000000000001
2023-05-05 13-01-42-531510,0,160,1538,1462.0,-89.78,-110.093,-0.45,3.99,-8.76,-24.13,-2.89,167.23,5.870000000000001
2023-05-05 13-01-42-825128,0,160,1538,1462.0,-89.78,-110.093,-0.69,3.98,-8.75,-24.09,-4.3,164.52,5.91
2023-05-05 13-01-43-106182,0,160,1541,1459.0,-89.78,-110.093,-0.8,3.72,-8.89,-22.57,-4.91,161.76,7.43
2023-05-05 13-01-43-397456,0,160,1545,1455.0,-89.78,-110.093,-0.74,3.27,-9.16,-19.75,-4.59,158.9,10.25
2023-05-05 13-01-43-674249,0,160,1550,1450.0,-89.78,-110.093,-0.54,2.76,-9.43,-16.78,-3.45,156.64,13.219999999999999
2023-05-05 13-01-43-944231,0,160,1554,1446.0,-89.78,-110.093,-0.54,2.32,-9.59,-14.01,-3.46,155.4,15.99
2023-05-05 13-01-44-232569,0,160,1557,1443.0,-89.78,-110.093,-0.74,1.95,-9.56,-11.68,-4.5,154.63,18.32
2023-05-05 13-01-44-536646,0,160,1560,1442,-89.78,-110.093,-0.74,1.65,-9.71,-10.13,-4.6,153.75,19.869999999999997
2023-05-05 13-01-44-834101,0,160,1559,1442,-89.78,-110.093,-0.66,1.68,-9.73,-10.1,-4.09,153.01,19.9
2023-05-05 13-01-45-116508,0,160,1557,1443.0,-89.78,-110.093,-0.86,1.9,-9.51,-11.35,-5.17,152.64,18.65
2023-05-05 13-01-45-407535,0,160,1554,1446.0,-89.78,-110.093,-0.91,2.17,-9.49,-13.13,-5.48,151.76,16.869999999999997
2023-05-05 13-01-45-690870,0,160,1551,1449.0,-89.78,-110.093,-0.73,2.53,-9.4,-15.19,-4.49,150.34,14.81
2023-05-05 13-01-45-968671,0,160,1549,1451.0,-89.78,-110.093,-0.72,2.79,-9.27,-16.82,-4.17,149.18,13.18
2023-05-05 13-01-46-245087,0,160,1547,1453.0,-89.78,-110.093,-0.63,3.03,-9.19,-18.08,-3.96,148.18,11.920000000000002
2023-05-05 13-01-46-525253,0,160,1547,1453.0,-89.78,-110.093,-0.67,3.07,-9.21,-18.5,-4.17,147.38,11.5
2023-05-05 13-01-46-804310,0,160,1547,1453.0,-89.78,-110.093,-0.73,3.0,-9.21,-18.21,-4.43,146.71,11.79
2023-05-05 13-01-47-094946,0,160,1549,1451.0,-89.78,-110.093,-0.71,2.89,-9.29,-17.43,-4.53,146.08,12.57
2023-05-05 13-01-47-376708,0,160,1550,1450.0,-89.78,-110.093,-0.77,2.71,-9.3,-16.39,-4.65,145.61,13.61
2023-05-05 13-01-47-646461,0,160,1552,1448.0,-89.78,-110.093,-0.68,2.51,-9.46,-15.05,-4.28,145.26,14.95
2023-05-05 13-01-47-954410,0,160,1554,1446.0,-89.78,-110.093,-0.65,2.3,-9.54,-13.81,-4.27,145.37,16.189999999999998
2023-05-05 13-01-48-219451,0,160,1555,1445.0,-89.78,-110.093,-0.74,2.2,-9.49,-13.09,-4.58,145.58,16.91
2023-05-05 13-01-48-504480,0,160,1556,1444.0,-89.78,-110.093,-0.74,2.13,-9.65,-12.58,-4.72,145.72,17.42
2023-05-05 13-01-48-779181,0,160,1555,1445.0,-89.78,-110.093,-0.99,2.12,-9.52,-12.82,-5.99,145.95,17.18
2023-05-05 13-01-49-078685,0,160,1554,1446.0,-89.78,-110.093,-1.09,2.23,-9.49,-13.77,-6.85,145.72,16.23
2023-05-05 13-01-49-367047,0,160,1552,1448.0,-89.78,-110.093,-1.36,2.46,-9.3,-15.02,-8.26,145.14,14.98
2023-05-05 13-01-49-646045,0,160,1550,1450.0,-89.78,-110.005,-1.52,2.63,-9.24,-15.92,-9.1,144.14,14.08
2023-05-05 13-01-49-933202,0,160,1550,1450.0,-89.78,-110.093,-1.47,2.74,-9.28,-16.53,-9.1,142.66,13.469999999999999
2023-05-05 13-01-50-217411,0,160,1549,1451.0,-89.78,-110.093,-1.76,2.79,-9.18,-16.89,-10.7,141.6,13.11
2023-05-05 13-01-50-494977,0,160,1549,1451.0,-89.78,-110.093,-2.17,2.8,-9.03,-17.01,-13.19,140.54,12.989999999999998
2023-05-05 13-01-50-767453,0,160,1550,1450.0,-89.78,-110.093,-2.54,2.66,-9.03,-16.52,-15.5,138.88,13.48
2023-05-05 13-01-51-056018,0,160,1551,1449.0,-89.78,-110.093,-2.93,2.51,-9.01,-15.53,-17.84,136.93,14.47
2023-05-05 13-01-51-317487,0,160,1553,1447.0,-89.78,-110.005,-3.44,2.27,-8.82,-14.54,-20.82,134.44,15.46
2023-05-05 13-01-51-594178,0,160,1554,1446.0,-89.78,-110.093,-3.75,2.14,-8.78,-13.7,-22.87,131.17,16.3
2023-05-05 13-01-51-872711,0,160,1555,1445.0,-89.78,-110.093,-4.0,2.0,-8.7,-12.97,-24.41,127.07,17.03
2023-05-05 13-01-52-168243,0,160,1556,1444.0,-89.78,-110.093,-4.15,1.89,-8.79,-12.29,-25.41,122.56,17.71
2023-05-05 13-01-52-449851,0,160,1556,1444.0,-89.78,-110.093,-4.31,1.93,-8.64,-12.52,-26.65,117.84,17.48
2023-05-05 13-01-52-718627,0,160,1554,1446.0,-89.692,-110.093,-4.39,2.02,-8.53,-13.61,-26.95,113.96,16.39
2023-05-05 13-01-52-992972,0,160,1552,1448.0,-89.78,-110.093,-4.59,2.21,-8.28,-15.04,-28.31,109.8,14.96
2023-05-05 13-01-53-274855,0,160,1550,1450.0,-89.78,-110.005,-4.86,2.29,-8.1,-16.02,-30.16,105.81,13.98
2023-05-05 13-01-53-546332,0,160,1548,1452.0,-89.78,-110.093,-4.99,2.6,-7.96,-17.43,-31.55,102.82,12.57
2023-05-05 13-01-53-820023,0,160,1546,1454.0,-89.78,-110.093,-5.7,2.44,-7.43,-18.72,-33.85,100.54,11.280000000000001
2023-05-05 13-01-54-091783,0,160,1546,1454.0,-89.692,-110.093,-5.48,2.65,-7.58,-19.16,-34.21,97.7,10.84
2023-05-05 13-01-54-375012,0,160,1546,1454.0,-89.692,-110.093,-5.4,2.66,-7.65,-18.99,-34.07,95.05,11.010000000000002
2023-05-05 13-01-54-640597,0,160,1547,1453.0,-89.692,-110.093,-5.37,2.55,-7.72,-18.39,-33.55,92.47,11.61
2023-05-05 13-01-54-914181,0,160,1548,1452.0,-89.692,-110.093,-5.24,2.48,-7.82,-17.49,-32.65,90.27,12.510000000000002
2023-05-05 13-01-55-192282,0,160,1550,1450.0,-89.692,-110.093,-5.06,2.36,-8.01,-16.38,-31.51,88.4,13.620000000000001
2023-05-05 13-01-55-489269,0,160,1552,1448.0,-89.692,-110.093,-4.87,2.25,-8.22,-15.24,-30.32,86.91,14.76
2023-05-05 13-01-55-766499,0,160,1553,1447.0,-89.692,-110.093,-4.75,2.15,-8.26,-14.58,-29.59,85.95,15.42
2023-05-05 13-01-56-046928,0,160,1553,1447.0,-89.692,-110.093,-4.72,2.18,-8.27,-14.33,-29.32,85.18,15.67
2023-05-05 13-01-56-322864,0,160,1553,1447.0,-89.692,-110.093,-4.71,2.12,-8.29,-14.3,-29.2,84.58,15.7
2023-05-05 13-01-56-594460,0,160,1553,1447.0,-89.692,-110.093,-4.71,2.16,-8.35,-14.4,-29.38,84.17,15.6
