Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 10-45-47-946671,0,160,1545,1455,-89.692,-110.093,0.06,-0.03,-9.78,0.04,0.19,-176.67,30.04
2023-05-05 10-45-48-115057,0,160,1545,1455,-89.692,-110.093,0.06,-0.03,-9.79,0.03,0.19,-176.67,30.03
2023-05-05 10-45-48-278228,0,160,1545,1455,-89.692,-110.093,0.07,-0.09,-9.89,0.04,0.17,-176.68,30.04
2023-05-05 10-45-48-452682,0,160,1545,1455,-89.692,-110.093,0.02,0.02,-9.93,-0.37,-0.14,-176.68,29.63
2023-05-05 10-45-48-622485,0,160,1545,1455,-89.692,-110.093,-0.1,0.18,-9.81,-1.21,-0.8,-176.74,28.79
2023-05-05 10-45-48-797429,0,160,1545,1455,-89.692,-110.093,-0.24,0.34,-9.8,-2.22,-1.67,-176.94,27.78
2023-05-05 10-45-48-966412,0,160,1545,1455,-89.692,-110.093,-0.39,0.51,-9.8,-3.19,-2.54,-177.21,26.81
2023-05-05 10-45-49-141558,0,160,1545,1455,-89.692,-110.093,-0.55,0.68,-9.75,-4.18,-3.47,-177.59,25.82
2023-05-05 10-45-49-308131,0,160,1545,1455,-89.692,-110.181,-0.73,0.82,-9.71,-5.15,-4.45,-178.1,24.85
2023-05-05 10-45-49-470967,0,160,1545,1455,-89.692,-110.093,-0.89,0.97,-9.69,-6.09,-5.45,-178.73,23.91
2023-05-05 10-45-49-638098,0,160,1545,1455,-89.692,-110.093,-1.05,1.19,-9.63,-6.94,-6.44,-179.47,23.06
2023-05-05 10-45-49-813650,0,160,1545,1455,-89.692,-110.093,-1.24,1.3,-9.62,-7.77,-7.66,179.6,22.23
2023-05-05 10-45-49-982665,0,160,1545,1455,-89.692,-110.093,-1.49,1.42,-9.51,-8.65,-9.03,178.44,21.35
2023-05-05 10-45-50-147229,0,160,1545,1455,-89.692,-110.093,-1.66,1.53,-9.47,-9.34,-10.02,177.21,20.66
2023-05-05 10-45-50-316906,0,160,1545,1455,-89.692,-110.093,-1.78,1.65,-9.43,-10.02,-10.69,175.63,19.98
2023-05-05 10-45-50-480651,0,160,1545,1455,-89.692,-110.181,-1.87,1.76,-9.43,-10.61,-11.26,173.88,19.39
2023-05-05 10-45-50-648743,0,160,1545,1455,-89.692,-110.181,-2.01,1.81,-9.39,-11.1,-12.01,172.15,18.9
2023-05-05 10-45-50-822248,0,160,1545,1455,-89.692,-110.093,-2.15,1.93,-9.32,-11.6,-13.02,170.07,18.4
2023-05-05 10-45-50-990883,0,160,1545,1455,-89.692,-110.181,-2.32,1.92,-9.31,-11.98,-13.99,168.11,18.02
2023-05-05 10-45-51-144450,0,160,1545,1455,-89.604,-110.093,-2.51,1.98,-9.22,-12.34,-15.0,166.01,17.66
