Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-04-20 23-44-49-652518,-90,-110,1534,1534,-89.868,-110.005,-0.16,1.05,-9.71,-6.31,-1.17,149.2,23.69
2023-04-20 23-44-49-730710,-90,-110,1557,1557,-89.868,-110.005,-0.15,1.05,-9.72,-6.31,-1.18,149.2,23.69
2023-04-20 23-44-49-809575,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.05,-9.72,-6.31,-1.18,149.2,23.69
2023-04-20 23-44-49-902752,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.04,-9.72,-6.32,-1.17,149.2,23.68
2023-04-20 23-44-49-995992,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.16,-9.69,-6.31,-1.17,149.2,23.69
2023-04-20 23-44-50-075731,-90,-110,1570,1570,-89.868,-110.005,-0.17,1.04,-9.73,-6.3,-1.18,149.19,23.7
2023-04-20 23-44-50-145642,-90,-110,1570,1570,-89.868,-110.005,-0.17,1.08,-9.68,-6.29,-1.19,149.22,23.71
2023-04-20 23-44-50-234842,-90,-110,1570,1570,-89.868,-110.005,-0.12,0.99,-9.77,-6.28,-1.2,149.22,23.72
2023-04-20 23-44-50-309579,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.09,-9.76,-6.29,-1.2,149.23,23.71
2023-04-20 23-44-50-391355,-90,-110,1570,1570,-89.868,-110.005,-0.17,1.04,-9.73,-6.27,-1.2,149.26,23.73
2023-04-20 23-44-50-479533,-90,-110,1570,1570,-89.868,-110.005,-0.1,1.01,-9.66,-6.27,-1.19,149.25,23.73
2023-04-20 23-44-50-566283,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.1,-9.72,-6.27,-1.18,149.25,23.73
2023-04-20 23-44-50-640258,-90,-110,1570,1570,-89.868,-110.005,-0.22,0.96,-9.74,-6.28,-1.19,149.23,23.72
2023-04-20 23-44-50-724087,-90,-110,1570,1570,-89.868,-110.005,-0.13,1.12,-9.74,-6.28,-1.19,149.26,23.72
2023-04-20 23-44-50-835148,-90,-110,1570,1570,-89.868,-110.005,-0.12,0.98,-9.71,-6.29,-1.18,149.23,23.71
2023-04-20 23-44-50-924411,-90,-110,1570,1570,-89.868,-110.005,-0.14,0.93,-9.81,-6.29,-1.17,149.24,23.71
2023-04-20 23-44-50-999871,-90,-110,1570,1570,-89.868,-110.005,-0.12,1.1,-9.69,-6.28,-1.16,149.24,23.72
2023-04-20 23-44-51-078092,-90,-110,1570,1570,-89.868,-110.005,-0.13,0.99,-9.77,-6.29,-1.16,149.23,23.71
2023-04-20 23-44-51-155671,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.12,-9.67,-6.29,-1.17,149.24,23.71
2023-04-20 23-44-51-236599,-90,-110,1570,1570,-89.78,-110.005,-0.22,0.92,-9.72,-6.3,-1.17,149.22,23.7
2023-04-20 23-44-51-319039,-90,-110,1570,1570,-89.78,-110.005,-0.14,1.09,-9.73,-6.3,-1.16,149.22,23.7
2023-04-20 23-44-51-405916,-90,-110,1570,1570,-89.868,-110.005,-0.17,1.12,-9.64,-6.29,-1.16,149.22,23.71
2023-04-20 23-44-51-488617,-90,-110,1570,1570,-89.868,-110.005,-0.16,1.08,-9.77,-6.27,-1.17,149.24,23.73
