Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-04-21 01-42-03-171038,-90,-110,1570,1430,-89.868,-109.741,0.36,-0.34,-9.77,1.9,1.95,169.72,31.9
2023-04-21 01-42-03-245952,-90,-110,1570,1430,-89.868,-109.829,0.36,-0.34,-9.76,1.9,1.96,169.72,31.9
2023-04-21 01-42-03-322530,-90,-110,1570,1430,-89.78,-109.741,0.36,-0.34,-9.77,1.91,1.98,169.72,31.91
2023-04-21 01-42-03-396780,-90,-110,1570,1430,-89.868,-109.741,0.35,-0.32,-9.66,1.91,2.0,169.72,31.91
2023-04-21 01-42-03-473716,-90,-110,1570,1430,-89.868,-109.741,0.36,-0.4,-10.17,1.85,1.95,169.74,31.85
2023-04-21 01-42-03-551210,-90,-110,1570,1430,-89.868,-109.829,0.38,-0.32,-10.38,1.49,1.81,169.71,31.49
2023-04-21 01-42-03-632310,-90,-110,1570,1430,-89.868,-109.829,0.31,-0.15,-10.24,0.65,1.43,169.68,30.65
2023-04-21 01-42-03-715844,-90,-110,1570,1430,-89.868,-109.829,0.23,-0.01,-10.14,-0.62,0.93,169.55,29.38
2023-04-21 01-42-03-781070,-90,-110,1570,1430,-89.868,-109.829,0.12,0.17,-10.11,-2.02,0.47,169.37,27.98
2023-04-21 01-42-03-849756,-90,-110,1570,1430,-89.868,-109.741,0.05,0.49,-9.99,-3.89,-0.09,169.1,26.11
2023-04-21 01-42-03-930585,-90,-110,1570,1430,-89.868,-109.829,-0.08,0.82,-9.86,-5.72,-0.53,168.77,24.28
2023-04-21 01-42-04-008827,-90,-110,1568,1430,-89.868,-109.829,-0.12,1.21,-9.82,-7.97,-0.92,168.29,22.03
2023-04-21 01-42-04-082031,-90,-110,1564,1431,-89.868,-109.829,-0.21,1.53,-9.65,-10.07,-1.18,167.75,19.93
2023-04-21 01-42-04-159271,-90,-110,1559,1436,-89.868,-109.829,-0.27,1.96,-9.44,-12.56,-1.33,166.98,17.439999999999998
2023-04-21 01-42-04-231351,-90,-110,1555,1440,-89.868,-109.829,-0.22,2.37,-9.35,-14.75,-1.18,166.09,15.25
2023-04-21 01-42-04-302311,-90,-110,1550,1445,-89.868,-109.829,-0.12,2.71,-9.26,-16.89,-0.68,164.97,13.11
2023-04-21 01-42-04-388856,-90,-110,1546,1449,-89.78,-109.741,0.03,3.1,-9.06,-19.26,0.09,163.49,10.739999999999998
2023-04-21 01-42-04-458677,-90,-110,1541,1454,-89.868,-109.829,0.14,3.5,-8.9,-21.5,0.83,161.9,8.5
2023-04-21 01-42-04-536932,-90,-110,1537,1458,-89.78,-109.829,0.24,3.92,-8.77,-23.6,1.52,160.23,6.399999999999999
2023-04-21 01-42-04-614164,-90,-110,1533,1462,-89.868,-109.741,0.36,4.16,-8.58,-25.55,2.25,158.46,4.449999999999999
2023-04-21 01-42-04-692669,-90,-110,1529,1466,-89.868,-109.829,0.53,4.43,-8.44,-27.36,3.13,156.56,2.6400000000000006
2023-04-21 01-42-04-770267,-90,-110,1529,1466,-89.868,-109.829,0.66,4.68,-8.26,-28.82,3.98,154.83,1.1799999999999997
2023-04-21 01-42-04-846587,-90,-110,1529,1466,-89.868,-109.829,0.86,4.83,-8.17,-30.26,5.02,152.8,-0.26000000000000156
2023-04-21 01-42-04-933945,-90,-110,1529,1466,-89.868,-109.829,1.06,5.03,-8.15,-31.34,5.88,151.12,-1.3399999999999999
2023-04-21 01-42-05-000881,-90,-110,1521,1474,-89.868,-109.829,1.18,5.16,-8.08,-32.38,6.66,149.36,-2.3800000000000026
2023-04-21 01-42-05-078128,-90,-110,1519,1476,-89.868,-109.829,1.26,5.3,-8.04,-33.25,7.2,147.81,-3.25
2023-04-21 01-42-05-154335,-90,-110,1517,1478,-89.868,-109.829,1.31,5.42,-8.01,-33.96,7.49,146.49,-3.960000000000001
2023-04-21 01-42-05-235029,-90,-110,1516,1479,-89.78,-109.829,1.35,5.47,-7.97,-34.5,7.55,145.52,-4.5
2023-04-21 01-42-05-316332,-90,-110,1515,1480,-89.868,-109.829,1.3,5.56,-7.88,-35.07,7.38,144.54,-5.07
2023-04-21 01-42-05-394146,-90,-110,1514,1481,-89.868,-109.829,1.23,5.57,-7.82,-35.48,7.12,143.79,-5.479999999999997
2023-04-21 01-42-05-471198,-90,-110,1514,1481,-89.868,-109.829,1.19,5.62,-7.8,-35.77,6.91,143.19,-5.770000000000003
2023-04-21 01-42-05-551502,-90,-110,1513,1482,-89.868,-109.829,1.15,5.68,-7.76,-36.06,6.75,142.52,-6.060000000000002
2023-04-21 01-42-05-630555,-90,-110,1513,1482,-89.868,-109.829,1.14,5.72,-7.75,-36.28,6.69,141.85,-6.280000000000001
2023-04-21 01-42-05-702496,-90,-110,1513,1482,-89.868,-109.829,1.15,5.75,-7.73,-36.43,6.72,141.29,-6.43
2023-04-21 01-42-05-760473,-90,-110,1512,1483,-89.868,-109.829,1.18,5.77,-7.73,-36.53,6.79,140.75,-6.530000000000001
2023-04-21 01-42-05-838079,-90,-110,1512,1483,-89.868,-109.829,1.2,5.75,-7.67,-36.59,6.92,140.22,-6.590000000000003
2023-04-21 01-42-05-916104,-90,-110,1512,1483,-89.868,-109.829,1.26,5.76,-7.69,-36.59,7.16,139.59,-6.590000000000003
2023-04-21 01-42-05-993155,-90,-110,1512,1483,-89.868,-109.829,1.33,5.75,-7.74,-36.52,7.44,138.97,-6.520000000000003
2023-04-21 01-42-06-055546,-90,-110,1513,1482,-89.868,-109.829,1.38,5.74,-7.78,-36.4,7.69,138.46,-6.399999999999999
2023-04-21 01-42-06-132905,-90,-110,1513,1482,-89.868,-109.829,1.42,5.73,-7.83,-36.29,7.88,138.07,-6.289999999999999
2023-04-21 01-42-06-220537,-90,-110,1513,1482,-89.868,-109.829,1.45,5.68,-7.86,-36.13,8.03,137.62,-6.130000000000003
2023-04-21 01-42-06-289485,-90,-110,1514,1481,-89.868,-109.829,1.45,5.66,-7.88,-35.94,8.03,137.3,-5.939999999999998
2023-04-21 01-42-06-367496,-90,-110,1514,1481,-89.868,-109.829,1.41,5.64,-7.88,-35.74,7.86,137.1,-5.740000000000002
2023-04-21 01-42-06-451910,-90,-110,1515,1480,-89.868,-109.829,1.35,5.61,-7.87,-35.52,7.59,136.98,-5.520000000000003
2023-04-21 01-42-06-523604,-90,-110,1515,1480,-89.868,-109.829,1.3,5.58,-7.87,-35.31,7.35,136.89,-5.310000000000002
2023-04-21 01-42-06-599369,-90,-110,1515,1480,-89.868,-109.829,1.23,5.54,-7.86,-35.04,7.09,136.78,-5.039999999999999
2023-04-21 01-42-06-678886,-90,-110,1516,1479,-89.868,-109.829,1.21,5.5,-7.89,-34.74,6.99,136.59,-4.740000000000002
2023-04-21 01-42-06-748571,-90,-110,1517,1478,-89.868,-109.829,1.22,5.46,-7.94,-34.45,7.03,136.36,-4.450000000000003
2023-04-21 01-42-06-823840,-90,-110,1517,1478,-89.78,-109.829,1.27,5.39,-8.0,-34.14,7.16,136.1,-4.140000000000001
2023-04-21 01-42-06-903318,-90,-110,1518,1477,-89.868,-109.829,1.32,5.37,-8.08,-33.71,7.39,135.77,-3.710000000000001
2023-04-21 01-42-06-981681,-90,-110,1519,1476,-89.868,-109.829,1.34,5.3,-8.14,-33.37,7.54,135.57,-3.3699999999999974
2023-04-21 01-42-07-066130,-90,-110,1520,1475,-89.868,-109.829,1.37,5.25,-8.18,-32.99,7.64,135.41,-2.990000000000002
2023-04-21 01-42-07-128918,-90,-110,1520,1475,-89.78,-109.829,1.37,5.21,-8.2,-32.67,7.66,135.33,-2.6700000000000017
2023-04-21 01-42-07-210027,-90,-110,1521,1474,-89.868,-109.829,1.35,5.17,-8.21,-32.31,7.6,135.3,-2.3100000000000023
