Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-05-05 12-02-02-162549,0,160,1550,1445,-89.868,-110.005,0.34,-0.36,-9.77,2.01,1.74,178.51,27.009999999999998
2023-05-05 12-02-02-468406,0,160,1550,1445,-89.868,-110.005,0.34,-0.36,-9.83,2.02,1.74,178.5,27.02
2023-05-05 12-02-02-747196,0,160,1550,1445,-89.868,-110.005,0.38,-0.2,-9.85,1.06,1.89,178.3,26.06
2023-05-05 12-02-03-055003,0,160,1550,1447.0,-89.868,-110.005,0.42,0.21,-9.82,-1.3,2.3,177.36,23.7
2023-05-05 12-02-03-330730,0,160,1550,1450.0,-89.868,-110.005,0.49,0.66,-9.77,-4.11,2.76,176.01,20.89
2023-05-05 12-02-03-611719,0,160,1547,1453.0,-89.868,-110.005,0.51,1.16,-9.68,-7.05,2.85,174.36,17.95
2023-05-05 12-02-03-902600,0,160,1544,1456.0,-89.868,-110.005,0.39,1.63,-9.54,-9.6,2.28,172.64,15.4
2023-05-05 12-02-04-190146,0,160,1543,1457.0,-89.868,-110.005,0.41,1.92,-9.44,-11.26,2.16,170.85,13.74
2023-05-05 12-02-04-478860,0,160,1543,1457.0,-89.78,-110.005,0.39,1.98,-9.5,-11.59,2.06,169.18,13.41
2023-05-05 12-02-04-770419,0,160,1544,1456.0,-89.868,-110.005,0.39,1.86,-9.54,-10.96,1.98,167.76,14.04
2023-05-05 12-02-05-068551,0,160,1545,1455.0,-89.868,-110.005,0.31,1.6,-9.59,-9.59,1.67,166.55,15.41
2023-05-05 12-02-05-359779,0,160,1547,1453.0,-89.868,-110.005,0.3,1.35,-9.76,-7.93,1.4,165.81,17.07
2023-05-05 12-02-05-644364,0,160,1548,1452.0,-89.868,-110.005,-0.05,1.1,-9.67,-6.39,-0.48,165.51,18.61
2023-05-05 12-02-05-933867,0,160,1549,1451.0,-89.868,-110.005,-0.09,0.92,-9.74,-5.37,-0.83,165.02,19.63
2023-05-05 12-02-06-220464,0,160,1550,1450.0,-89.868,-110.005,-0.02,0.75,-9.74,-4.67,-0.2,164.37,20.33
2023-05-05 12-02-06-515644,0,160,1550,1450.0,-89.868,-110.005,0.09,0.69,-9.86,-4.32,0.11,163.89,20.68
2023-05-05 12-02-06-804091,0,160,1550,1450.0,-89.868,-110.005,-0.14,0.75,-9.8,-4.48,-1.08,163.6,20.52
2023-05-05 12-02-07-111328,0,160,1549,1451.0,-89.78,-110.005,-0.53,0.85,-9.73,-5.04,-3.48,163.25,19.96
2023-05-05 12-02-07-398725,0,160,1548,1452.0,-89.868,-110.005,-1.34,0.9,-9.6,-5.86,-6.11,162.58,19.14
2023-05-05 12-02-07-691168,0,160,1548,1452.0,-89.868,-110.005,-1.13,1.12,-9.64,-6.57,-7.18,162.36,18.43
2023-05-05 12-02-07-966873,0,160,1547,1453.0,-89.868,-110.005,-1.21,1.18,-9.58,-7.1,-7.24,161.78,17.9
2023-05-05 12-02-08-270471,0,160,1547,1453.0,-89.78,-110.005,-0.98,1.24,-9.63,-7.4,-5.95,160.91,17.6
2023-05-05 12-02-08-556245,0,160,1547,1453.0,-89.868,-110.005,-0.76,1.27,-9.65,-7.57,-4.7,160.02,17.43
2023-05-05 12-02-08-853529,0,160,1547,1453.0,-89.78,-110.005,-0.59,1.32,-9.67,-7.7,-3.85,159.35,17.3
2023-05-05 12-02-09-146521,0,160,1547,1453.0,-89.78,-110.005,-0.53,1.32,-9.65,-7.69,-3.45,159.0,17.31
2023-05-05 12-02-09-420863,0,160,1547,1453.0,-89.78,-110.005,-0.55,1.27,-9.65,-7.61,-3.2,158.76,17.39
2023-05-05 12-02-09-704882,0,160,1547,1453.0,-89.868,-110.005,-0.45,1.27,-9.68,-7.52,-2.92,158.58,17.48
2023-05-05 12-02-09-995378,0,160,1547,1453.0,-89.868,-110.005,-0.44,1.26,-9.66,-7.43,-2.93,158.5,17.57
2023-05-05 12-02-10-285896,0,160,1547,1453.0,-89.78,-110.005,-0.33,1.22,-9.67,-7.3,-2.18,158.25,17.7
2023-05-05 12-02-10-577228,0,160,1547,1453.0,-89.868,-110.005,-0.18,1.18,-9.75,-7.15,-1.36,158.22,17.85
2023-05-05 12-02-10-881542,0,160,1548,1452.0,-89.868,-110.005,-0.16,1.18,-9.73,-7.0,-1.2,158.43,18.0
2023-05-05 12-02-11-175952,0,160,1548,1452.0,-89.868,-110.005,-0.23,1.13,-9.73,-6.9,-1.55,158.62,18.1
2023-05-05 12-02-11-462762,0,160,1548,1452.0,-89.868,-110.005,-0.29,1.14,-9.7,-6.81,-2.05,158.71,18.19
2023-05-05 12-02-11-755425,0,160,1548,1452.0,-89.868,-110.005,-0.37,1.14,-9.69,-6.81,-2.14,158.75,18.19
2023-05-05 12-02-12-040730,0,160,1548,1452.0,-89.78,-110.005,-0.31,1.19,-9.67,-6.96,-2.09,158.76,18.04
2023-05-05 12-02-12-324704,0,160,1547,1453.0,-89.78,-110.005,-0.32,1.19,-9.68,-7.13,-1.76,158.66,17.87
2023-05-05 12-02-12-614192,0,160,1547,1453.0,-89.868,-110.005,-0.16,1.23,-9.68,-7.24,-1.06,158.65,17.759999999999998
2023-05-05 12-02-12-924338,0,160,1547,1453.0,-89.868,-110.005,-0.07,1.27,-9.71,-7.32,-0.74,158.71,17.68
2023-05-05 12-02-13-215588,0,160,1547,1453.0,-89.868,-110.005,-0.13,1.23,-9.68,-7.29,-1.0,158.88,17.71
2023-05-05 12-02-13-519199,0,160,1547,1453.0,-89.868,-110.005,-0.19,1.21,-9.72,-7.16,-1.45,158.98,17.84
2023-05-05 12-02-13-812654,0,160,1547,1453.0,-89.868,-110.005,-0.25,1.22,-9.71,-7.07,-1.74,158.94,17.93
2023-05-05 12-02-14-116945,0,160,1547,1453.0,-89.78,-110.005,-0.27,1.21,-9.72,-7.09,-1.94,158.93,17.91
2023-05-05 12-02-14-400580,0,160,1547,1453.0,-89.868,-110.005,-0.34,1.18,-9.69,-7.18,-1.88,158.86,17.82
2023-05-05 12-02-14-701415,0,160,1547,1453.0,-89.868,-110.005,-0.12,1.23,-9.71,-7.25,-0.94,158.79,17.75
2023-05-05 12-02-14-990953,0,160,1547,1453.0,-89.868,-110.005,-0.05,1.21,-9.69,-7.29,-0.42,158.8,17.71
2023-05-05 12-02-15-277775,0,160,1547,1453.0,-89.868,-110.005,-0.02,1.24,-9.7,-7.3,-0.34,158.9,17.7
2023-05-05 12-02-15-570578,0,160,1547,1453.0,-89.78,-110.005,-0.1,1.2,-9.68,-7.19,-0.79,159.09,17.81
2023-05-05 12-02-15-868285,0,160,1547,1453.0,-89.868,-110.005,-0.17,1.18,-9.7,-7.12,-1.11,159.19,17.88
2023-05-05 12-02-16-144737,0,160,1547,1453.0,-89.868,-110.005,-0.15,1.22,-9.72,-7.11,-1.22,159.16,17.89
2023-05-05 12-02-16-443572,0,160,1547,1453.0,-89.868,-110.005,-0.21,1.21,-9.63,-7.16,-1.42,159.17,17.84
2023-05-05 12-02-16-740735,0,160,1547,1453.0,-89.78,-110.005,-0.06,1.21,-9.69,-7.19,-0.59,159.09,17.81
2023-05-05 12-02-17-033249,0,160,1547,1453.0,-89.868,-110.005,0.05,1.18,-9.72,-7.18,0.05,159.16,17.82
2023-05-05 12-02-17-325115,0,160,1547,1453.0,-89.78,-110.005,0.08,1.2,-9.72,-7.13,0.12,159.36,17.87
2023-05-05 12-02-17-624626,0,160,1548,1452.0,-89.868,-110.005,0.04,1.2,-9.71,-7.01,-0.25,159.63,17.990000000000002
2023-05-05 12-02-17-917313,0,160,1548,1452.0,-89.868,-110.005,-0.06,1.13,-9.73,-6.88,-0.67,159.87,18.12
2023-05-05 12-02-18-194526,0,160,1548,1452.0,-89.868,-110.005,-0.09,1.12,-9.73,-6.85,-0.85,159.94,18.15
2023-05-05 12-02-18-485802,0,160,1548,1452.0,-89.868,-110.005,-0.15,1.16,-9.68,-6.92,-1.15,159.88,18.08
2023-05-05 12-02-18-803003,0,160,1547,1453.0,-89.868,-110.005,-0.13,1.2,-9.67,-7.07,-0.83,159.63,17.93
2023-05-05 12-02-19-110429,0,160,1547,1453.0,-89.78,-110.005,0.01,1.18,-9.68,-7.2,-0.07,159.45,17.8
2023-05-05 12-02-19-422736,0,160,1547,1453.0,-89.868,-110.005,0.04,1.2,-9.7,-7.28,0.03,159.6,17.72
2023-05-05 12-02-19-713027,0,160,1547,1453.0,-89.868,-110.005,0.01,1.2,-9.71,-7.27,-0.22,159.81,17.73
2023-05-05 12-02-20-017811,0,160,1547,1453.0,-89.78,-110.005,-0.06,1.2,-9.71,-7.22,-0.74,159.93,17.78
2023-05-05 12-02-20-304601,0,160,1547,1453.0,-89.868,-110.005,-0.09,1.22,-9.7,-7.21,-0.93,159.8,17.79
2023-05-05 12-02-20-588497,0,160,1547,1453.0,-89.868,-110.005,-0.24,1.2,-9.72,-7.24,-1.19,159.58,17.759999999999998
2023-05-05 12-02-20-892196,0,160,1547,1453.0,-89.868,-110.005,-0.18,1.24,-9.65,-7.31,-1.23,159.53,17.69
2023-05-05 12-02-21-183232,0,160,1547,1453.0,-89.868,-110.005,-0.01,1.25,-9.74,-7.29,-0.34,159.38,17.71
2023-05-05 12-02-21-487842,0,160,1547,1453.0,-89.868,-110.005,-0.0,1.23,-9.7,-7.26,-0.24,159.43,17.740000000000002
