Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,error
2023-04-21 01-34-53-491685,-90,-110,1565,1435,-89.868,-110.005,0.16,-0.55,-9.77,3.11,0.84,173.4,33.11
2023-04-21 01-34-53-564504,-90,-110,1565,1435,-89.868,-110.005,0.16,-0.55,-9.77,3.11,0.85,173.41,33.11
2023-04-21 01-34-53-635236,-90,-110,1565,1435,-89.868,-110.005,0.16,-0.56,-9.76,3.12,0.86,173.41,33.12
2023-04-21 01-34-53-705649,-90,-110,1565,1435,-89.868,-110.005,0.16,-0.55,-9.76,3.12,0.85,173.41,33.12
2023-04-21 01-34-53-785177,-90,-110,1565,1435,-89.868,-110.005,0.18,-0.6,-10.27,3.13,0.86,173.41,33.13
2023-04-21 01-34-53-848483,-90,-110,1565,1435,-89.868,-110.005,0.16,-0.57,-10.33,2.86,0.69,173.4,32.86
2023-04-21 01-34-53-929398,-90,-110,1565,1435,-89.868,-110.005,0.1,-0.43,-10.19,2.3,0.35,173.35,32.3
2023-04-21 01-34-53-994445,-90,-110,1565,1435,-89.868,-110.005,-0.0,-0.35,-10.07,1.41,-0.03,173.25,31.41
2023-04-21 01-34-54-066024,-90,-110,1565,1435,-89.868,-110.005,-0.05,-0.11,-10.0,0.31,-0.42,173.12,30.31
2023-04-21 01-34-54-135193,-90,-110,1565,1435,-89.868,-110.005,-0.16,0.09,-9.94,-0.96,-0.77,172.93,29.04
2023-04-21 01-34-54-208846,-90,-110,1565,1435,-89.868,-110.005,-0.2,0.39,-9.85,-2.6,-0.99,172.63,27.4
2023-04-21 01-34-54-280974,-90,-110,1565,1435,-89.868,-110.005,-0.21,0.64,-9.87,-4.17,-1.0,172.27,25.83
2023-04-21 01-34-54-352023,-90,-110,1565,1435,-89.868,-110.005,-0.19,0.9,-9.81,-5.84,-0.92,171.82,24.16
2023-04-21 01-34-54-423121,-90,-110,1565,1435,-89.868,-110.005,-0.13,1.18,-9.78,-7.6,-0.69,171.25,22.4
2023-04-21 01-34-54-494692,-90,-110,1565,1435,-89.868,-110.005,-0.03,1.5,-9.74,-9.43,-0.37,170.56,20.57
2023-04-21 01-34-54-559944,-90,-110,1562,1435,-89.868,-110.005,-0.02,1.85,-9.62,-11.3,-0.08,169.78,18.7
2023-04-21 01-34-54-634244,-90,-110,1558,1437,-89.868,-110.005,0.07,2.16,-9.58,-13.24,0.19,168.88,16.759999999999998
2023-04-21 01-34-54-705144,-90,-110,1554,1441,-89.868,-110.005,0.06,2.46,-9.34,-15.23,0.41,167.91,14.77
2023-04-21 01-34-54-776364,-90,-110,1550,1445,-89.868,-110.093,0.1,2.76,-9.18,-17.24,0.72,166.78,12.760000000000002
2023-04-21 01-34-54-845536,-90,-110,1546,1449,-89.868,-110.005,0.18,3.16,-9.01,-19.21,1.22,165.48,10.79
2023-04-21 01-34-54-917264,-90,-110,1542,1453,-89.78,-110.093,0.35,3.44,-8.91,-21.07,1.91,164.01,8.93
2023-04-21 01-34-54-989613,-90,-110,1538,1457,-89.868,-110.093,0.43,3.77,-8.79,-23.08,2.73,162.24,6.920000000000002
2023-04-21 01-34-55-063486,-90,-110,1535,1460,-89.868,-110.005,0.59,4.08,-8.59,-24.75,3.52,160.6,5.25
2023-04-21 01-34-55-138277,-90,-110,1532,1463,-89.78,-110.005,0.75,4.31,-8.53,-26.31,4.44,158.85,3.6900000000000013
2023-04-21 01-34-55-209791,-90,-110,1529,1466,-89.868,-110.005,0.94,4.48,-8.38,-27.76,5.35,157.02,2.2399999999999984
2023-04-21 01-34-55-270940,-90,-110,1529,1466,-89.868,-110.093,1.14,4.67,-8.31,-29.22,6.43,154.95,0.7800000000000011
2023-04-21 01-34-55-344438,-90,-110,1529,1466,-89.868,-110.005,1.26,4.85,-8.26,-30.19,7.17,153.47,-0.19000000000000128
2023-04-21 01-34-55-415265,-90,-110,1529,1466,-89.868,-110.005,1.4,5.02,-8.17,-31.2,7.86,151.88,-1.1999999999999993
2023-04-21 01-34-55-495830,-90,-110,1521,1474,-89.868,-110.093,1.48,5.16,-8.07,-32.08,8.34,150.44,-2.0799999999999983
2023-04-21 01-34-55-559077,-90,-110,1519,1476,-89.868,-110.005,1.52,5.27,-8.02,-32.93,8.7,148.97,-2.9299999999999997
2023-04-21 01-34-55-637119,-90,-110,1518,1477,-89.868,-110.005,1.56,5.38,-8.02,-33.57,8.87,147.83,-3.5700000000000003
2023-04-21 01-34-55-711067,-90,-110,1517,1478,-89.868,-110.005,1.55,5.44,-7.98,-34.18,8.83,146.75,-4.18
2023-04-21 01-34-55-797010,-90,-110,1516,1479,-89.868,-110.093,1.5,5.5,-7.92,-34.62,8.55,146.03,-4.619999999999997
2023-04-21 01-34-55-869784,-90,-110,1515,1480,-89.868,-110.005,1.4,5.55,-7.86,-34.99,8.13,145.42,-4.990000000000002
2023-04-21 01-34-55-929430,-90,-110,1515,1480,-89.868,-110.093,1.3,5.59,-7.82,-35.31,7.67,144.87,-5.310000000000002
2023-04-21 01-34-55-999022,-90,-110,1514,1481,-89.868,-110.093,1.2,5.65,-7.77,-35.64,7.24,144.24,-5.640000000000001
2023-04-21 01-34-56-074001,-90,-110,1514,1481,-89.868,-110.093,1.17,5.68,-7.76,-35.9,7.01,143.65,-5.899999999999999
2023-04-21 01-34-56-143754,-90,-110,1513,1482,-89.868,-110.005,1.16,5.71,-7.74,-36.12,6.9,143.04,-6.119999999999997
2023-04-21 01-34-56-217975,-90,-110,1513,1482,-89.78,-110.093,1.17,5.74,-7.73,-36.3,6.87,142.43,-6.299999999999997
2023-04-21 01-34-56-294982,-90,-110,1513,1482,-89.868,-110.005,1.19,5.75,-7.73,-36.45,6.93,141.73,-6.450000000000003
2023-04-21 01-34-56-369422,-90,-110,1512,1483,-89.868,-110.005,1.21,5.77,-7.67,-36.54,7.07,141.06,-6.539999999999999
2023-04-21 01-34-56-461059,-90,-110,1512,1483,-89.868,-110.093,1.25,5.76,-7.71,-36.58,7.31,140.43,-6.579999999999998
2023-04-21 01-34-56-531544,-90,-110,1512,1483,-89.868,-110.093,1.33,5.72,-7.71,-36.58,7.62,139.88,-6.579999999999998
2023-04-21 01-34-56-585281,-90,-110,1512,1483,-89.868,-110.093,1.42,5.74,-7.75,-36.56,8.03,139.23,-6.560000000000002
2023-04-21 01-34-56-651574,-90,-110,1513,1482,-89.868,-110.093,1.51,5.74,-7.77,-36.5,8.51,138.56,-6.5
2023-04-21 01-34-56-729125,-90,-110,1513,1482,-89.868,-110.005,1.58,5.71,-7.8,-36.42,8.82,138.06,-6.420000000000002
2023-04-21 01-34-56-799865,-90,-110,1513,1482,-89.868,-110.093,1.61,5.7,-7.82,-36.27,8.96,137.67,-6.270000000000003
2023-04-21 01-34-56-883939,-90,-110,1513,1482,-89.868,-110.093,1.59,5.68,-7.83,-36.1,8.91,137.44,-6.100000000000001
2023-04-21 01-34-56-947614,-90,-110,1514,1481,-89.78,-110.093,1.55,5.66,-7.83,-35.9,8.71,137.27,-5.899999999999999
2023-04-21 01-34-57-028266,-90,-110,1514,1481,-89.868,-110.093,1.47,5.62,-7.82,-35.7,8.46,137.14,-5.700000000000003
2023-04-21 01-34-57-106550,-90,-110,1515,1480,-89.868,-110.093,1.43,5.59,-7.84,-35.49,8.27,136.92,-5.490000000000002
2023-04-21 01-34-57-176596,-90,-110,1515,1480,-89.78,-110.093,1.4,5.54,-7.86,-35.29,8.18,136.66,-5.289999999999999
2023-04-21 01-34-57-249117,-90,-110,1515,1480,-89.868,-110.093,1.42,5.53,-7.88,-35.09,8.17,136.38,-5.090000000000003
2023-04-21 01-34-57-324638,-90,-110,1516,1479,-89.78,-110.093,1.41,5.5,-7.92,-34.86,8.21,136.04,-4.859999999999999
2023-04-21 01-34-57-397383,-90,-110,1516,1479,-89.868,-110.093,1.42,5.47,-7.96,-34.63,8.23,135.77,-4.630000000000003
2023-04-21 01-34-57-460978,-90,-110,1517,1478,-89.868,-110.093,1.42,5.44,-7.98,-34.38,8.24,135.53,-4.380000000000003
2023-04-21 01-34-57-537204,-90,-110,1517,1478,-89.868,-110.093,1.44,5.38,-8.01,-34.12,8.26,135.32,-4.119999999999997
2023-04-21 01-34-57-613548,-90,-110,1518,1477,-89.868,-110.005,1.44,5.37,-8.04,-33.82,8.25,135.1,-3.8200000000000003
2023-04-21 01-34-57-687082,-90,-110,1518,1477,-89.868,-110.093,1.44,5.32,-8.05,-33.54,8.24,134.93,-3.539999999999999
2023-04-21 01-34-57-762476,-90,-110,1519,1476,-89.868,-110.093,1.44,5.28,-8.09,-33.21,8.22,134.75,-3.210000000000001
2023-04-21 01-34-57-820764,-90,-110,1520,1475,-89.868,-110.005,1.43,5.23,-8.12,-32.91,8.18,134.61,-2.9099999999999966
2023-04-21 01-34-57-905004,-90,-110,1520,1475,-89.78,-110.093,1.41,5.21,-8.15,-32.64,8.1,134.53,-2.6400000000000006
