Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 21-23-45-638941,0,0,1568,1568,178.769,-19.697,-0.5,1.25,-9.67,-7.49,-3.12,44.97,30.011000000000003
2023-03-24 21-23-45-781424,0,0,1565,1565,178.769,-19.697,-0.5,1.25,-9.67,-7.48,-3.14,44.98,30.021
2023-03-24 21-23-45-939367,0,0,1565,1565,178.769,-19.697,-0.5,1.25,-9.67,-7.48,-3.15,44.98,30.021
2023-03-24 21-23-46-086722,0,0,1564,1564,178.769,-19.697,-0.55,1.17,-9.64,-7.5,-3.17,44.89,29.931000000000004
2023-03-24 21-23-46-214936,0,0,1561,1561,178.769,-19.697,-0.51,1.28,-9.68,-7.52,-3.31,43.04,28.081000000000003
2023-03-24 21-23-46-343283,0,0,1557,1557,178.769,-19.697,-0.58,1.29,-9.69,-7.5,-3.4,40.49,25.531000000000006
2023-03-24 21-23-46-471867,0,0,1553,1553,178.769,-19.697,-0.62,1.25,-9.68,-7.46,-3.44,37.7,22.741000000000007
2023-03-24 21-23-46-603895,0,0,1548,1548,178.769,-19.697,-0.54,1.27,-9.67,-7.39,-3.46,34.43,19.471000000000004
2023-03-24 21-23-46-741427,0,0,1545,1545,178.769,-19.697,-0.52,1.25,-9.69,-7.33,-3.14,32.26,17.301000000000002
2023-03-24 21-23-46-870528,0,0,1543,1543,178.769,-19.697,-0.44,1.26,-9.68,-7.37,-2.72,30.69,15.731000000000005
2023-03-24 21-23-46-999182,0,0,1541,1541,178.769,-19.697,-0.27,1.26,-9.67,-7.43,-2.35,29.52,14.561000000000003
2023-03-24 21-23-47-128514,0,0,1539,1539,178.769,-19.697,-0.34,1.28,-9.67,-7.53,-2.13,28.37,13.411000000000005
2023-03-24 21-23-47-267503,0,0,1538,1538,178.769,-19.697,-0.33,1.31,-9.65,-7.64,-2.03,27.36,12.401000000000003
2023-03-24 21-23-47-399822,0,0,1550,1550,178.769,-19.697,-0.36,1.3,-9.68,-7.75,-2.0,26.48,11.521000000000004
