Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 21-01-42-824336,0,0,1572,1572,178.505,-19.697,-0.08,0.2,-9.76,-1.26,-0.61,45.56,30.074600000000004
2023-03-24 21-01-42-945430,0,0,1565,1565,178.505,-19.697,-0.08,0.19,-9.76,-1.27,-0.63,45.58,30.0946
2023-03-24 21-01-43-072816,0,0,1565,1565,178.505,-19.697,-0.07,0.19,-9.77,-1.28,-0.63,45.6,30.114600000000003
2023-03-24 21-01-43-202113,0,0,1565,1565,178.505,-19.697,-0.08,0.17,-9.76,-1.27,-0.63,45.57,30.084600000000002
2023-03-24 21-01-43-327146,0,0,1564,1564,178.505,-19.697,-0.11,0.13,-9.76,-1.33,-0.6,45.06,29.574600000000004
2023-03-24 21-01-43-455242,0,0,1561,1561,178.505,-19.697,-0.06,0.21,-9.76,-1.38,-0.54,43.51,28.0246
2023-03-24 21-01-43-587299,0,0,1557,1557,178.505,-19.697,-0.06,0.28,-9.75,-1.43,-0.48,41.38,25.894600000000004
2023-03-24 21-01-43-711015,0,0,1553,1553,178.505,-19.785,-0.01,0.24,-9.76,-1.48,-0.35,38.86,23.3746
2023-03-24 21-01-43-840286,0,0,1549,1549,178.505,-19.697,0.1,0.11,-9.82,-1.54,-0.13,36.02,20.534600000000005
2023-03-24 21-01-43-968079,0,0,1545,1545,178.505,-19.697,-0.01,0.37,-9.71,-1.58,0.15,33.17,17.684600000000003
2023-03-24 21-01-44-104148,0,0,1542,1542,178.417,-19.697,0.1,0.29,-9.75,-1.65,0.51,31.27,15.784600000000001
2023-03-24 21-01-44-225642,0,0,1540,1540,178.505,-19.697,0.17,0.3,-9.75,-1.75,0.91,29.87,14.384600000000002
2023-03-24 21-01-44-352028,0,0,1539,1539,178.505,-19.697,0.29,0.31,-9.75,-1.84,1.24,28.92,13.434600000000003
2023-03-24 21-01-44-479482,0,0,1538,1538,178.505,-19.697,0.45,0.3,-9.76,-1.98,1.39,28.08,12.5946
2023-03-24 21-01-44-609200,0,0,1536,1536,178.505,-19.697,0.22,0.36,-9.73,-2.13,1.42,27.01,11.524600000000003
2023-03-24 21-01-44-735906,0,0,1535,1535,178.505,-19.697,0.21,0.37,-9.76,-2.27,1.4,25.97,10.4846
2023-03-24 21-01-44-867331,0,0,1533,1533,178.505,-19.697,0.23,0.38,-9.72,-2.44,1.43,24.89,9.404600000000002
2023-03-24 21-01-44-991196,0,0,1532,1532,178.505,-19.697,0.26,0.46,-9.74,-2.61,1.52,23.86,8.374600000000001
2023-03-24 21-01-45-135016,0,0,1531,1531,178.505,-19.697,0.25,0.46,-9.74,-2.77,1.63,23.15,7.6646
2023-03-24 21-01-45-263487,0,0,1530,1530,178.505,-19.697,0.29,0.51,-9.73,-2.92,1.7,22.81,7.3246
2023-03-24 21-01-45-394090,0,0,1530,1530,178.505,-19.697,0.32,0.51,-9.75,-3.1,1.68,22.68,7.194600000000001
2023-03-24 21-01-45-521478,0,0,1530,1530,178.505,-19.697,0.36,0.55,-9.74,-3.28,1.55,22.67,7.184600000000003
