Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 22-56-25-727830,0,0,1552,1552,0.528,159.687,-0.23,0.61,-9.74,-3.64,-1.41,16.31,29.941400000000005
2023-03-24 22-56-25-854083,0,0,1555,1555,0.528,159.687,-0.21,0.62,-9.74,-3.64,-1.41,16.31,29.941400000000005
2023-03-24 22-56-25-984901,0,0,1555,1555,0.528,159.687,-0.22,0.61,-9.74,-3.64,-1.4,16.31,29.941400000000005
2023-03-24 22-56-26-108944,0,0,1555,1555,0.528,159.687,-0.18,0.69,-9.73,-3.6,-1.4,16.57,29.681400000000004
2023-03-24 22-56-26-245019,0,0,1553,1553,0.528,159.687,-0.23,0.63,-9.72,-3.49,-1.21,17.86,28.391400000000004
2023-03-24 22-56-26-364875,0,0,1551,1551,0.528,159.687,-0.12,0.54,-9.78,-3.36,-0.81,19.73,26.521400000000003
2023-03-24 22-56-26-493987,0,0,1548,1548,0.528,159.687,-0.04,0.52,-9.78,-3.16,-0.34,22.31,23.941400000000005
2023-03-24 22-56-26-630634,0,0,1545,1545,0.616,159.687,0.06,0.5,-9.73,-2.99,0.16,24.93,21.321400000000004
2023-03-24 22-56-26-768447,0,0,1542,1542,0.528,159.687,0.1,0.48,-9.75,-2.89,0.63,27.08,19.171400000000006
2023-03-24 22-56-26-892940,0,0,1541,1541,0.528,159.687,0.03,0.42,-9.76,-2.84,0.87,28.45,17.801400000000005
2023-03-24 22-56-27-021035,0,0,1540,1540,0.528,159.687,0.2,0.47,-9.76,-2.85,0.85,29.05,17.201400000000003
2023-03-24 22-56-27-149838,0,0,1539,1539,0.528,159.687,0.15,0.47,-9.77,-2.8,0.63,29.8,16.451400000000003
2023-03-24 22-56-27-277369,0,0,1538,1538,0.528,159.687,0.05,0.44,-9.73,-2.7,0.38,30.85,15.401400000000002
2023-03-24 22-56-27-411260,0,0,1537,1537,0.528,159.687,0.01,0.42,-9.76,-2.61,0.18,31.81,14.441400000000005
2023-03-24 22-56-27-535663,0,0,1536,1536,0.528,159.687,0.04,0.41,-9.76,-2.52,0.07,32.68,13.571400000000004
2023-03-24 22-56-27-661435,0,0,1534,1534,0.528,159.687,0.07,0.38,-9.74,-2.4,0.06,33.81,12.441400000000002
2023-03-24 22-56-27-788547,0,0,1533,1533,0.528,159.687,0.08,0.35,-9.77,-2.27,0.11,35.02,11.2314
2023-03-24 22-56-27-916619,0,0,1532,1532,0.528,159.687,0.1,0.35,-9.77,-2.19,0.18,35.95,10.301400000000001
2023-03-24 22-56-28-046539,0,0,1540,1540,0.528,159.687,0.1,0.34,-9.76,-2.12,0.27,36.67,9.581400000000002
2023-03-24 22-56-28-173635,0,0,1540,1540,0.528,159.687,0.08,0.34,-9.76,-2.06,0.35,37.21,9.041400000000003
2023-03-24 22-56-28-303763,0,0,1540,1540,0.528,159.687,0.09,0.3,-9.76,-1.97,0.45,37.61,8.641400000000004
2023-03-24 22-56-28-431294,0,0,1540,1540,0.528,159.687,0.07,0.28,-9.74,-1.83,0.54,38.08,8.171400000000006
2023-03-24 22-56-28-557714,0,0,1540,1540,0.528,159.687,0.1,0.26,-9.74,-1.68,0.64,38.45,7.801400000000001
2023-03-24 22-56-28-683970,0,0,1540,1540,0.616,159.687,0.1,0.23,-9.74,-1.53,0.61,38.64,7.611400000000003
2023-03-24 22-56-28-829461,0,0,1540,1540,0.528,159.687,0.08,0.21,-9.75,-1.38,0.44,38.69,7.561400000000006
2023-03-24 22-56-28-956740,0,0,1540,1540,0.528,159.687,0.07,0.2,-9.76,-1.21,0.17,38.7,7.551400000000001
2023-03-24 22-56-29-084498,0,0,1540,1540,0.528,159.687,-0.03,0.18,-9.74,-0.99,-0.08,38.93,7.321400000000004
2023-03-24 22-56-29-212657,0,0,1540,1540,0.528,159.687,0.01,0.11,-9.76,-0.77,-0.23,39.33,6.9214000000000055
2023-03-24 22-56-29-340214,0,0,1540,1540,0.528,159.687,-0.01,0.07,-9.78,-0.58,-0.18,39.51,6.741400000000006
2023-03-24 22-56-29-468542,0,0,1540,1540,0.528,159.687,0.02,0.03,-9.76,-0.39,-0.01,39.47,6.781400000000005
2023-03-24 22-56-29-607574,0,0,1540,1540,0.528,159.687,0.02,0.03,-9.73,-0.17,0.18,39.34,6.9114
2023-03-24 22-56-29-754480,0,0,1540,1540,0.528,159.687,-0.05,-0.02,-9.75,0.08,0.25,39.37,6.881400000000006
2023-03-24 22-56-29-894326,0,0,1540,1540,0.528,159.687,0.01,-0.09,-9.76,0.39,0.14,39.42,6.831400000000002
2023-03-24 22-56-30-013808,0,0,1540,1540,0.528,159.687,-0.03,-0.13,-9.77,0.67,-0.15,39.26,6.991400000000006
2023-03-24 22-56-30-154914,0,0,1540,1540,0.528,159.687,0.02,-0.17,-9.77,0.97,-0.53,39.06,7.191400000000002
2023-03-24 22-56-30-286480,0,0,1540,1540,0.616,159.687,-0.06,-0.21,-9.8,1.32,-0.84,39.36,6.891400000000004
2023-03-24 22-56-30-412580,0,0,1540,1540,0.528,159.687,-0.1,-0.31,-9.77,1.61,-1.01,39.85,6.401400000000002
2023-03-24 22-56-30-540691,0,0,1540,1540,0.528,159.687,-0.13,-0.36,-9.75,1.87,-1.0,40.27,5.981400000000001
2023-03-24 22-56-30-674188,0,0,1540,1540,0.528,159.687,-0.15,-0.37,-9.76,2.09,-0.79,40.65,5.601400000000005
2023-03-24 22-56-30-796694,0,0,1540,1540,0.528,159.687,-0.04,-0.41,-9.76,2.28,-0.48,40.57,5.681400000000004
2023-03-24 22-56-30-924304,0,0,1540,1540,0.616,159.687,-0.06,-0.45,-9.73,2.48,-0.24,40.12,6.131400000000006
2023-03-24 22-56-31-063905,0,0,1540,1540,0.528,159.687,-0.05,-0.47,-9.74,2.68,-0.2,39.26,6.991400000000006
2023-03-24 22-56-31-201170,0,0,1540,1540,0.528,159.687,-0.18,-0.48,-9.71,2.91,-0.45,38.24,8.011400000000002
2023-03-24 22-56-31-324514,0,0,1540,1540,0.528,159.687,-0.16,-0.55,-9.75,3.19,-0.88,37.38,8.871400000000001
2023-03-24 22-56-31-462129,0,0,1540,1540,0.528,159.687,-0.21,-0.62,-9.75,3.49,-1.31,36.71,9.541400000000003
2023-03-24 22-56-31-608970,0,0,1540,1540,0.528,159.687,-0.27,-0.67,-9.74,3.82,-1.69,36.39,9.861400000000003
2023-03-24 22-56-31-764004,0,0,1540,1540,0.528,159.687,-0.34,-0.71,-9.71,4.12,-2.01,36.15,10.101400000000005
2023-03-24 22-56-31-886512,0,0,1540,1540,0.528,159.687,-0.31,-0.77,-9.74,4.4,-2.29,35.96,10.291400000000003
