Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 23-41-37-950169,0,0,1551,1551,0.44,159.687,-0.99,1.32,-9.62,-7.83,-5.93,22.73,29.8494
2023-03-24 23-41-38-075225,0,0,1555,1555,0.44,159.775,-0.99,1.32,-9.63,-7.83,-6.02,22.75,29.8294
2023-03-24 23-41-38-204943,0,0,1555,1555,0.44,159.775,-1.0,1.33,-9.62,-7.81,-6.04,22.74,29.8394
2023-03-24 23-41-38-335948,0,0,1555,1555,0.44,159.687,-0.95,1.34,-9.64,-7.79,-6.02,22.81,29.7694
2023-03-24 23-41-38-458547,0,0,1554,1554,0.44,159.687,-0.99,1.39,-9.6,-7.76,-5.95,23.36,29.2194
2023-03-24 23-41-38-589242,0,0,1552,1552,0.44,159.687,-0.95,1.33,-9.62,-7.74,-5.83,24.86,27.7194
2023-03-24 23-41-38-722369,0,0,1550,1550,0.44,159.687,-0.91,1.29,-9.65,-7.72,-5.67,26.84,25.7394
2023-03-24 23-41-38-858280,0,0,1547,1547,0.44,159.687,-0.88,1.3,-9.66,-7.7,-5.43,29.12,23.4594
2023-03-24 23-41-38-986304,0,0,1544,1544,0.44,159.687,-0.84,1.3,-9.66,-7.7,-5.12,31.48,21.0994
2023-03-24 23-41-39-128281,0,0,1542,1542,0.44,159.687,-0.82,1.29,-9.64,-7.73,-4.88,33.34,19.239399999999996
2023-03-24 23-41-39-257967,0,0,1541,1541,0.44,159.775,-0.79,1.3,-9.64,-7.72,-4.81,34.7,17.879399999999997
2023-03-24 23-41-39-386757,0,0,1539,1539,0.352,159.775,-0.86,1.3,-9.63,-7.67,-4.9,35.84,16.739399999999996
2023-03-24 23-41-39-515509,0,0,1538,1538,0.44,159.687,-0.91,1.28,-9.65,-7.59,-5.05,37.03,15.549399999999999
2023-03-24 23-41-39-642540,0,0,1536,1536,0.352,159.687,-0.82,1.29,-9.64,-7.51,-5.21,38.26,14.319400000000002
2023-03-24 23-41-39-769499,0,0,1535,1535,0.44,159.687,-0.83,1.24,-9.65,-7.41,-5.31,39.53,13.049399999999999
2023-03-24 23-41-39-897545,0,0,1533,1533,0.44,159.687,-0.85,1.22,-9.65,-7.31,-5.38,41.01,11.569400000000002
2023-03-24 23-41-40-026499,0,0,1540,1540,0.352,159.687,-0.85,1.18,-9.64,-7.21,-5.39,42.59,9.989399999999996
2023-03-24 23-41-40-156246,0,0,1540,1540,0.352,159.687,-0.83,1.19,-9.65,-7.11,-5.35,43.92,8.659399999999998
2023-03-24 23-41-40-283909,0,0,1540,1540,0.44,159.687,-0.86,1.17,-9.66,-7.01,-5.32,44.97,7.609400000000001
2023-03-24 23-41-40-412021,0,0,1540,1540,0.352,159.687,-0.86,1.15,-9.63,-6.9,-5.33,45.82,6.759399999999999
2023-03-24 23-41-40-543910,0,0,1540,1540,0.44,159.687,-0.94,1.16,-9.65,-6.78,-5.34,46.57,6.009399999999999
2023-03-24 23-41-40-679521,0,0,1540,1540,0.44,159.687,-0.9,1.12,-9.65,-6.65,-5.34,47.26,5.319400000000002
