Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 21-45-44-054091,0,0,1557,1557,177.538,-19.697,-2.0,0.11,-9.57,-0.63,-12.1,41.47,24.1554
2023-03-24 21-45-44-180136,0,0,1556,1556,177.538,-19.609,-2.06,0.11,-9.55,-0.68,-12.35,41.37,24.0554
2023-03-24 21-45-44-309436,0,0,1555,1555,177.538,-19.697,-2.07,0.11,-9.51,-0.69,-12.54,41.29,23.9754
2023-03-24 21-45-44-435919,0,0,1555,1555,177.538,-19.697,-2.09,0.07,-9.53,-0.66,-12.67,41.02,23.705400000000004
2023-03-24 21-45-44-574829,0,0,1553,1553,177.538,-19.697,-2.12,0.02,-9.5,-0.54,-12.81,39.79,22.4754
2023-03-24 21-45-44-721141,0,0,1550,1550,177.538,-19.697,-2.12,0.06,-9.57,-0.32,-13.02,37.84,20.525400000000005
2023-03-24 21-45-44-852593,0,0,1546,1546,177.45,-19.697,-2.18,0.0,-9.54,0.03,-13.17,35.06,17.745400000000004
2023-03-24 21-45-44-980204,0,0,1541,1541,177.538,-19.697,-2.24,-0.07,-9.52,0.46,-13.32,32.17,14.855400000000003
2023-03-24 21-45-45-107973,0,0,1550,1555,177.538,-19.697,-2.26,-0.13,-9.49,0.9,-13.44,29.56,12.2454
2023-03-24 21-45-45-235893,0,0,1550,1555,177.538,-19.697,-2.25,-0.18,-9.48,1.17,-13.51,27.87,10.555400000000002
2023-03-24 21-45-45-364446,0,0,1550,1555,177.538,-19.609,-2.23,-0.2,-9.48,1.29,-13.56,26.8,9.485400000000002
2023-03-24 21-45-45-494951,0,0,1550,1555,177.538,-19.697,-2.13,-0.21,-9.49,1.31,-13.51,26.15,8.8354
2023-03-24 21-45-45-620207,0,0,1550,1555,177.538,-19.609,-1.83,-0.26,-9.52,1.29,-13.3,25.77,8.455400000000001
2023-03-24 21-45-45-761364,0,0,1550,1555,177.538,-19.609,-2.14,-0.23,-9.53,1.2,-13.06,25.64,8.325400000000002
2023-03-24 21-45-45-891802,0,0,1550,1555,177.538,-19.697,-2.21,-0.15,-9.51,1.04,-12.78,25.64,8.325400000000002
2023-03-24 21-45-46-021522,0,0,1550,1555,177.538,-19.697,-2.09,-0.14,-9.57,0.9,-12.27,25.8,8.485400000000002
2023-03-24 21-45-46-149602,0,0,1550,1555,177.538,-19.697,-2.0,-0.07,-9.64,0.8,-11.39,26.2,8.8854
2023-03-24 21-45-46-294541,0,0,1550,1555,177.538,-19.697,-1.86,-0.14,-9.62,0.7,-10.17,26.87,9.555400000000002
2023-03-24 21-45-46-433687,0,0,1550,1555,177.538,-19.697,-1.55,-0.06,-9.66,0.64,-9.12,26.91,9.595400000000001
2023-03-24 21-45-46-594376,0,0,1550,1555,177.538,-19.697,-1.37,-0.1,-9.65,0.61,-8.59,26.31,8.9954
2023-03-24 21-45-46-728262,0,0,1550,1555,177.538,-19.609,-1.32,-0.07,-9.67,0.65,-8.28,25.09,7.775400000000001
2023-03-24 21-45-46-868747,0,0,1550,1555,177.538,-19.697,-1.33,-0.08,-9.69,0.7,-8.02,23.61,6.295400000000001
2023-03-24 21-45-46-995796,0,0,1550,1555,177.538,-19.609,-1.44,-0.1,-9.69,0.7,-7.84,22.11,4.795400000000001
2023-03-24 21-45-47-133298,0,0,1550,1555,177.538,-19.609,-1.42,-0.12,-9.7,0.67,-7.78,21.03,3.7154000000000025
2023-03-24 21-45-47-269464,0,0,1550,1555,177.538,-19.609,-1.51,-0.06,-9.63,0.58,-7.62,20.06,2.7454
2023-03-24 21-45-47-412124,0,0,1550,1555,177.538,-19.697,-1.25,-0.02,-9.63,0.47,-7.63,19.07,1.7554000000000016
2023-03-24 21-45-47-554652,0,0,1550,1555,177.538,-19.697,-1.25,0.02,-9.66,0.35,-7.79,17.85,0.5354000000000028
