Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-23 23-06-06-305746,0,0,1535,1465,178.857,-12.926,-0.01,1.51,-9.65,-8.94,-0.29,153.16,29.55377999999999
2023-03-23 23-06-06-406240,0,0,1535,1465,178.857,-12.926,-0.01,1.5,-9.66,-8.92,-0.3,153.19,29.58377999999999
2023-03-23 23-06-06-505001,0,0,1535,1465,178.857,-12.926,-0.05,1.58,-9.58,-8.9,-0.34,153.14,29.53377999999998
2023-03-23 23-06-06-616656,0,0,1535,1465,178.769,-12.926,-0.07,1.52,-9.64,-8.89,-0.41,152.29,28.683779999999985
2023-03-23 23-06-06-706369,0,0,1535,1465,178.857,-12.926,-0.05,1.55,-9.64,-8.91,-0.32,150.84,27.233779999999996
2023-03-23 23-06-06-805992,0,0,1535,1465,178.769,-12.926,0.03,1.54,-9.68,-8.95,-0.1,149.0,25.393779999999992
2023-03-23 23-06-06-906208,0,0,1535,1465,178.857,-12.838,0.06,1.53,-9.64,-8.98,0.23,146.92,23.31377999999998
2023-03-23 23-06-07-005214,0,0,1535,1465,178.857,-12.838,0.13,1.54,-9.66,-9.03,0.59,144.7,21.09377999999998
2023-03-23 23-06-07-104970,0,0,1535,1465,178.769,-12.926,0.21,1.56,-9.68,-9.1,0.96,142.35,18.743779999999987
2023-03-23 23-06-07-205291,0,0,1535,1465,178.857,-12.926,0.26,1.58,-9.64,-9.2,1.31,139.94,16.33377999999999
2023-03-23 23-06-07-304980,0,0,1535,1465,178.769,-12.926,0.32,1.58,-9.57,-9.34,1.62,137.47,13.863779999999991
2023-03-23 23-06-07-406043,0,0,1535,1465,178.857,-12.838,0.36,1.63,-9.65,-9.51,1.93,134.94,11.33377999999999
2023-03-23 23-06-07-505327,0,0,1534,1466,178.857,-12.926,0.41,1.64,-9.61,-9.69,2.19,132.43,8.82378
2023-03-23 23-06-07-605438,0,0,1532,1468,178.857,-12.838,0.48,1.69,-9.59,-9.89,2.43,129.95,6.343779999999981
2023-03-23 23-06-07-704930,0,0,1531,1469,178.857,-12.926,0.52,1.72,-9.61,-10.08,2.66,127.65,4.043779999999998
2023-03-23 23-06-07-804925,0,0,1530,1470,178.769,-12.926,0.56,1.74,-9.53,-10.25,2.84,125.49,1.8837799999999874
2023-03-23 23-06-07-904950,0,0,1530,1470,175.164,-9.409,0.51,1.75,-9.58,-10.43,2.98,123.42,-0.18622000000000583
2023-03-23 23-06-08-451429,0,0,1530,1470,0.088,165.843,0.57,1.79,-9.59,-10.6,3.1,121.77,-1.8362200000000115
2023-03-23 23-06-08-979321,0,0,1530,1470,0.088,165.843,0.57,1.8,-9.58,-10.72,3.16,120.6,-3.006220000000013
2023-03-23 23-06-09-522813,0,0,1530,1470,0.088,165.843,0.55,1.82,-9.58,-10.8,3.06,119.8,-3.8062200000000104
2023-03-23 23-06-10-051077,0,0,1530,1470,0.088,165.843,0.51,1.82,-9.6,-10.82,2.77,119.3,-4.30622000000001
2023-03-23 23-06-10-579029,0,0,1530,1470,0.088,165.843,0.44,1.82,-9.6,-10.81,2.35,119.06,-4.546220000000005
2023-03-23 23-06-11-122924,0,0,1530,1470,0.088,165.931,0.34,1.87,-9.52,-10.81,1.69,118.51,-5.096220000000002
2023-03-23 23-06-11-654666,0,0,1530,1470,0.088,165.843,0.03,1.8,-9.37,-10.88,0.24,117.15,-6.456220000000002
2023-03-23 23-06-12-211525,0,0,1530,1470,0.088,165.843,-0.5,1.75,-9.63,-10.68,-3.05,116.71,-6.896220000000014
2023-03-23 23-06-12-738862,0,0,1530,1470,0.088,165.843,-0.64,1.76,-9.59,-10.55,-4.02,117.61,-5.996220000000008
2023-03-23 23-06-13-282740,0,0,1530,1470,0.088,165.843,-0.78,1.76,-9.56,-10.46,-4.78,118.58,-5.026220000000009
2023-03-23 23-06-13-810711,0,0,1530,1470,0.088,165.843,-0.87,1.73,-9.56,-10.39,-5.35,119.66,-3.946220000000011
2023-03-23 23-06-14-339102,0,0,1530,1470,0.088,165.843,-0.93,1.73,-9.57,-10.34,-5.69,120.87,-2.736220000000003
2023-03-23 23-06-14-882718,0,0,1530,1470,0.088,165.843,-0.98,1.73,-9.57,-10.31,-5.85,122.13,-1.476220000000012
2023-03-23 23-06-15-411218,0,0,1530,1470,0.088,165.843,-0.98,1.74,-9.56,-10.27,-5.93,123.29,-0.3162200000000013
2023-03-23 23-06-15-939379,0,0,1530,1470,0.088,165.843,-0.98,1.73,-9.56,-10.22,-5.95,124.22,0.6137799999999913
2023-03-23 23-06-15-956490,0,0,1530,1470,0.088,165.843,-0.97,1.71,-9.6,-10.13,-5.91,124.98,1.3737799999999964
2023-03-23 23-06-15-971897,0,0,1531,1469,0.088,165.843,-0.89,1.68,-9.57,-9.94,-5.68,126.05,2.4437799999999896
2023-03-23 23-06-15-990508,0,0,1531,1469,0.088,165.931,-0.86,1.65,-9.57,-9.81,-5.5,126.52,2.9137799999999885
