Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 23-17-10-434742,0,0,1551,1551,0.088,160.127,-1.82,2.26,-9.33,-13.66,-10.95,16.98,28.6746
2023-03-24 23-17-10-558254,0,0,1554,1554,0.088,160.127,-1.8,2.25,-9.34,-13.67,-10.81,17.0,28.654600000000002
2023-03-24 23-17-10-685756,0,0,1554,1554,0.088,160.127,-1.8,2.25,-9.34,-13.7,-10.75,17.05,28.6046
2023-03-24 23-17-10-824215,0,0,1553,1553,0.088,160.127,-1.81,2.26,-9.31,-13.74,-10.76,17.29,28.364600000000003
2023-03-24 23-17-10-943763,0,0,1552,1552,0.088,160.127,-1.78,2.33,-9.29,-13.89,-10.64,18.43,27.224600000000002
2023-03-24 23-17-11-070671,0,0,1550,1550,0.088,160.127,-1.75,2.33,-9.32,-14.09,-10.33,20.16,25.494600000000002
2023-03-24 23-17-11-203991,0,0,1548,1548,0.088,160.039,-1.66,2.36,-9.32,-14.27,-10.01,21.74,23.914600000000004
2023-03-24 23-17-11-326608,0,0,1546,1546,0.088,160.039,-1.59,2.38,-9.35,-14.41,-9.65,23.38,22.274600000000003
2023-03-24 23-17-11-454263,0,0,1544,1544,0.088,160.039,-1.35,2.45,-9.37,-14.55,-9.25,25.32,20.334600000000002
2023-03-24 23-17-11-582926,0,0,1541,1541,0.088,160.039,-1.48,2.43,-9.3,-14.7,-8.9,27.31,18.344600000000003
2023-03-24 23-17-11-712293,0,0,1540,1540,0.088,160.039,-1.48,2.44,-9.34,-14.83,-8.81,28.61,17.044600000000003
2023-03-24 23-17-11-840760,0,0,1539,1539,0.088,160.127,-1.49,2.43,-9.35,-14.86,-8.86,29.46,16.1946
2023-03-24 23-17-11-973993,0,0,1538,1538,0.088,160.039,-1.51,2.44,-9.33,-14.81,-8.9,30.03,15.624600000000001
2023-03-24 23-17-12-111240,0,0,1537,1537,0.088,160.039,-1.59,2.45,-9.31,-14.72,-8.86,30.58,15.074600000000004
2023-03-24 23-17-12-237923,0,0,1537,1537,0.088,160.127,-1.46,2.42,-9.35,-14.62,-8.79,31.33,14.324600000000004
2023-03-24 23-17-12-366608,0,0,1535,1535,0.088,160.127,-1.4,2.4,-9.36,-14.55,-8.7,32.23,13.424600000000005
2023-03-24 23-17-12-509869,0,0,1534,1534,0.088,160.127,-1.42,2.38,-9.38,-14.46,-8.62,33.24,12.4146
2023-03-24 23-17-12-639227,0,0,1533,1533,0.088,160.039,-1.42,2.37,-9.36,-14.39,-8.53,34.24,11.4146
2023-03-24 23-17-12-767264,0,0,1532,1532,0.088,160.039,-1.36,2.36,-9.39,-14.31,-8.42,35.13,10.5246
2023-03-24 23-17-12-895131,0,0,1540,1540,0.088,160.039,-1.37,2.32,-9.38,-14.2,-8.26,35.72,9.934600000000003
2023-03-24 23-17-13-021974,0,0,1540,1540,0.088,160.039,-1.34,2.3,-9.38,-14.04,-8.07,36.06,9.5946
2023-03-24 23-17-13-163520,0,0,1540,1540,0.088,160.039,-1.36,2.24,-9.39,-13.82,-7.84,36.21,9.444600000000001
2023-03-24 23-17-13-310073,0,0,1540,1540,0.088,160.039,-1.31,2.24,-9.43,-13.52,-7.58,36.31,9.3446
2023-03-24 23-17-13-438507,0,0,1540,1540,0.088,160.039,-1.26,2.16,-9.45,-13.18,-7.38,36.25,9.404600000000002
2023-03-24 23-17-13-566208,0,0,1540,1540,0.088,160.039,-1.24,2.12,-9.46,-12.83,-7.31,36.1,9.5546
2023-03-24 23-17-13-694827,0,0,1540,1540,0.088,160.039,-1.25,2.06,-9.45,-12.49,-7.39,35.83,9.824600000000004
2023-03-24 23-17-13-822413,0,0,1532,1532,0.088,160.039,-1.31,2.01,-9.45,-12.14,-7.62,35.5,10.154600000000002
2023-03-24 23-17-13-960396,0,0,1532,1532,0.088,160.039,-1.3,1.94,-9.47,-11.81,-7.88,35.38,10.2746
2023-03-24 23-17-14-084180,0,0,1532,1532,0.088,160.039,-1.31,1.88,-9.49,-11.55,-8.11,35.56,10.0946
2023-03-24 23-17-14-207968,0,0,1532,1532,0.088,160.039,-1.3,1.86,-9.51,-11.33,-8.2,35.62,10.034600000000005
2023-03-24 23-17-14-336546,0,0,1532,1532,0.088,160.039,-1.38,1.83,-9.52,-11.12,-8.14,35.51,10.144600000000004
2023-03-24 23-17-14-463851,0,0,1532,1532,0.088,160.039,-1.35,1.77,-9.52,-10.88,-7.99,35.26,10.394600000000004
2023-03-24 23-17-14-606100,0,0,1532,1532,0.088,160.039,-1.35,1.75,-9.52,-10.64,-7.77,35.23,10.424600000000005
2023-03-24 23-17-14-733955,0,0,1532,1532,0.088,160.039,-1.33,1.7,-9.52,-10.43,-7.64,35.23,10.424600000000005
2023-03-24 23-17-14-863049,0,0,1532,1532,0.088,160.039,-1.39,1.67,-9.51,-10.2,-7.73,35.07,10.584600000000002
