Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 18-23-58-822353,0,0,1571,1571,178.681,-19.609,-0.98,0.55,-9.7,-3.2,-5.98,47.13,30.099599999999995
2023-03-24 18-23-58-948388,0,0,1565,1565,178.681,-19.609,-0.97,0.55,-9.7,-3.25,-5.95,47.13,30.099599999999995
2023-03-24 18-23-59-075643,0,0,1565,1565,178.593,-19.609,-0.97,0.55,-9.71,-3.29,-5.98,47.12,30.08959999999999
2023-03-24 18-23-59-204594,0,0,1565,1565,178.681,-19.609,-1.04,0.57,-9.69,-3.31,-6.02,47.13,30.099599999999995
2023-03-24 18-23-59-337592,0,0,1564,1564,178.681,-19.609,-0.97,0.5,-9.7,-3.3,-6.03,46.73,29.69959999999999
2023-03-24 18-23-59-461078,0,0,1561,1561,178.681,-19.609,-0.96,0.53,-9.77,-3.15,-6.01,45.23,28.19959999999999
2023-03-24 18-23-59-590043,0,0,1557,1557,178.681,-19.609,-0.98,0.5,-9.71,-2.88,-5.92,42.77,25.739599999999996
2023-03-24 18-23-59-716890,0,0,1553,1553,178.593,-19.609,-0.95,0.46,-9.74,-2.56,-5.77,40.14,23.109599999999993
2023-03-24 18-23-59-844348,0,0,1549,1549,178.593,-19.609,-0.94,0.36,-9.71,-2.2,-5.56,37.53,20.499599999999994
2023-03-24 18-23-59-972161,0,0,1546,1546,178.681,-19.609,-0.96,0.33,-9.74,-1.86,-5.26,35.61,18.579599999999992
2023-03-24 18-24-00-100121,0,0,1544,1544,178.681,-19.609,-0.83,0.31,-9.73,-1.56,-5.11,34.09,17.059599999999996
2023-03-24 18-24-00-227981,0,0,1543,1543,178.681,-19.609,-0.8,0.22,-9.73,-1.28,-5.19,33.01,15.97959999999999
2023-03-24 18-24-00-356074,0,0,1541,1541,178.681,-19.609,-0.89,0.18,-9.74,-1.01,-5.44,31.88,14.849599999999992
2023-03-24 18-24-00-484907,0,0,1539,1539,178.681,-19.609,-0.84,0.12,-9.7,-0.68,-5.66,30.61,13.579599999999992
2023-03-24 18-24-00-612624,0,0,1538,1538,178.593,-19.609,-0.93,0.09,-9.7,-0.35,-5.68,29.47,12.439599999999992
2023-03-24 18-24-00-740542,0,0,1536,1536,178.681,-19.609,-1.03,0.03,-9.72,-0.05,-5.47,28.45,11.419599999999992
2023-03-24 18-24-00-867821,0,0,1535,1535,178.681,-19.609,-0.93,-0.02,-9.72,0.19,-5.16,27.57,10.539599999999993
2023-03-24 18-24-01-006638,0,0,1550,1550,178.681,-19.609,-0.88,-0.06,-9.74,0.39,-4.96,26.91,9.879599999999993
2023-03-24 18-24-01-124478,0,0,1550,1550,178.593,-19.609,-0.9,-0.07,-9.76,0.6,-4.96,26.43,9.399599999999992
2023-03-24 18-24-01-252970,0,0,1550,1550,178.593,-19.609,-0.88,-0.14,-9.73,0.8,-5.14,26.12,9.089599999999994
