Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 23-21-02-887995,0,0,1552,1552,0.088,159.951,1.47,-0.04,-9.63,0.23,8.49,19.41,29.9404
2023-03-24 23-21-03-019957,0,0,1555,1555,0.088,159.951,1.45,-0.05,-9.63,0.24,8.47,19.41,29.9404
2023-03-24 23-21-03-148736,0,0,1555,1555,0.088,159.951,1.46,-0.04,-9.65,0.23,8.48,19.41,29.9404
2023-03-24 23-21-03-284370,0,0,1555,1555,0.088,159.951,1.44,-0.03,-9.65,0.29,8.48,19.6,29.7504
2023-03-24 23-21-03-407375,0,0,1554,1554,0.088,159.951,1.44,-0.1,-9.72,0.62,8.43,20.74,28.610400000000002
2023-03-24 23-21-03-534463,0,0,1551,1551,0.088,159.951,1.45,-0.19,-9.67,1.13,8.36,22.73,26.6204
2023-03-24 23-21-03-660871,0,0,1548,1548,0.088,159.951,1.42,-0.28,-9.66,1.7,8.27,24.96,24.3904
2023-03-24 23-21-03-789841,0,0,1545,1545,0.088,159.951,1.39,-0.41,-9.66,2.31,8.22,27.32,22.0304
2023-03-24 23-21-03-918926,0,0,1543,1543,0.088,159.951,1.43,-0.44,-9.73,2.86,8.25,29.5,19.8504
2023-03-24 23-21-04-046670,0,0,1541,1541,0.088,159.951,1.43,-0.58,-9.65,3.3,8.37,31.08,18.270400000000002
2023-03-24 23-21-04-174151,0,0,1540,1540,0.088,159.951,1.45,-0.63,-9.64,3.65,8.55,32.22,17.1304
2023-03-24 23-21-04-300255,0,0,1539,1539,0.088,159.951,1.54,-0.67,-9.65,3.88,8.8,32.87,16.480400000000003
2023-03-24 23-21-04-428110,0,0,1539,1539,0.088,159.951,1.66,-0.7,-9.62,3.94,9.03,32.92,16.4304
2023-03-24 23-21-04-556909,0,0,1539,1539,0.088,159.951,1.67,-0.66,-9.59,3.98,9.18,32.79,16.5604
2023-03-24 23-21-04-683729,0,0,1540,1540,0.088,159.951,1.6,-0.7,-9.61,4.0,9.33,32.6,16.7504
2023-03-24 23-21-04-811632,0,0,1540,1540,0.088,159.951,1.67,-0.69,-9.58,3.98,9.62,32.32,17.0304
2023-03-24 23-21-04-940389,0,0,1540,1540,0.088,159.951,1.72,-0.68,-9.59,3.95,10.09,31.99,17.360400000000002
2023-03-24 23-21-05-068057,0,0,1541,1541,0.088,159.951,1.81,-0.69,-9.57,3.95,10.67,31.68,17.6704
2023-03-24 23-21-05-195647,0,0,1541,1541,0.088,159.951,1.93,-0.68,-9.55,3.97,11.23,31.45,17.9004
2023-03-24 23-21-05-323907,0,0,1541,1541,0.088,159.951,1.97,-0.69,-9.52,4.02,11.74,31.25,18.1004
2023-03-24 23-21-05-452660,0,0,1541,1541,0.088,159.951,1.98,-0.71,-9.5,4.09,12.14,31.06,18.2904
2023-03-24 23-21-05-579886,0,0,1541,1541,0.088,159.951,2.07,-0.74,-9.5,4.3,12.43,31.16,18.1904
2023-03-24 23-21-05-714658,0,0,1541,1541,0.088,159.863,2.03,-0.75,-9.48,4.58,12.61,31.35,18.0004
2023-03-24 23-21-05-836763,0,0,1540,1540,0.088,159.951,2.18,-0.84,-9.47,4.98,12.58,31.79,17.5604
2023-03-24 23-21-05-963888,0,0,1540,1540,0.088,159.863,2.1,-0.93,-9.48,5.47,12.35,32.47,16.8804
