Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 17-11-48-192677,0,0,1565,1565,178.593,-12.838,2.31,0.46,-9.47,-2.81,13.35,41.38,30.0328
2023-03-24 17-11-48-415465,0,0,1565,1565,178.593,-12.838,2.29,0.45,-9.47,-2.82,13.33,41.39,30.0428
2023-03-24 17-11-48-638908,0,0,1565,1565,178.593,-12.838,2.29,0.45,-9.48,-2.83,13.33,41.39,30.0428
2023-03-24 17-11-48-862293,0,0,1565,1565,178.681,-12.838,2.3,0.45,-9.47,-2.83,13.33,41.39,30.0428
2023-03-24 17-11-49-086137,0,0,1564,1564,178.593,-12.838,2.31,0.46,-9.48,-2.84,13.35,41.32,29.9728
2023-03-24 17-11-49-310175,0,0,1563,1563,178.593,-12.838,2.28,0.48,-9.46,-3.01,13.36,40.59,29.242800000000003
2023-03-24 17-11-49-534212,0,0,1561,1561,178.593,-12.838,2.28,0.53,-9.46,-3.28,13.44,39.06,27.7128
2023-03-24 17-11-49-758229,0,0,1559,1559,178.593,-12.838,2.33,0.51,-9.47,-3.51,13.57,37.59,26.242800000000003
2023-03-24 17-11-49-982184,0,0,1556,1556,178.593,-12.838,2.36,0.65,-9.46,-3.79,13.7,35.63,24.2828
2023-03-24 17-11-50-206387,0,0,1553,1553,178.593,-12.838,2.41,0.65,-9.47,-3.98,13.9,34.01,22.662799999999997
2023-03-24 17-11-50-430268,0,0,1550,1550,178.593,-12.838,2.41,0.72,-9.43,-4.22,14.12,32.01,20.662799999999997
2023-03-24 17-11-50-654477,0,0,1548,1548,178.593,-12.838,2.48,0.73,-9.43,-4.27,14.37,30.68,19.3328
2023-03-24 17-11-50-877938,0,0,1547,1547,178.593,-12.838,2.51,0.72,-9.4,-4.24,14.62,29.89,18.5428
2023-03-24 17-11-51-102021,0,0,1546,1546,178.593,-12.838,2.53,0.69,-9.4,-4.17,14.78,29.38,18.032799999999998
2023-03-24 17-11-51-326068,0,0,1544,1544,178.593,-12.838,2.52,0.72,-9.39,-4.32,14.84,28.08,16.732799999999997
2023-03-24 17-11-51-549890,0,0,1542,1542,178.593,-12.838,2.59,0.78,-9.4,-4.59,15.03,26.24,14.892799999999998
2023-03-24 17-11-51-773894,0,0,1539,1539,178.593,-12.838,2.62,0.72,-9.36,-4.83,15.34,24.76,13.4128
2023-03-24 17-11-51-997880,0,0,1537,1537,178.593,-12.838,2.68,0.86,-9.36,-5.17,15.69,22.82,11.4728
2023-03-24 17-11-52-221980,0,0,1534,1534,178.593,-12.838,2.75,0.91,-9.33,-5.43,16.08,21.39,10.0428
2023-03-24 17-11-52-445745,0,0,1532,1532,178.593,-12.838,2.79,0.98,-9.3,-5.77,16.44,19.69,8.3428
2023-03-24 17-11-52-669959,0,0,1530,1530,178.593,-12.838,2.87,1.0,-9.29,-5.95,16.79,18.7,7.3527999999999984
2023-03-24 17-11-52-893976,0,0,1530,1530,178.593,-12.838,2.91,1.01,-9.28,-6.04,17.0,18.26,6.912800000000001
2023-03-24 17-11-53-117712,0,0,1530,1530,178.593,-12.838,2.9,1.01,-9.25,-6.12,16.98,18.13,6.782799999999998
2023-03-24 17-11-53-341821,0,0,1529,1529,178.593,-12.838,2.86,1.04,-9.26,-6.34,16.81,17.59,6.242799999999999
2023-03-24 17-11-53-565877,0,0,1528,1528,178.593,-12.838,2.83,1.08,-9.3,-6.65,16.74,16.75,5.402799999999999
2023-03-24 17-11-53-790074,0,0,1526,1526,178.593,-12.838,2.79,1.09,-9.33,-7.01,16.88,15.84,4.492799999999999
2023-03-24 17-11-54-013947,0,0,1524,1524,178.593,-12.838,2.88,1.17,-9.18,-7.53,17.11,14.36,3.0127999999999986
2023-03-24 17-11-54-238382,0,0,1522,1522,178.593,-12.838,2.98,1.3,-9.23,-7.96,17.36,13.31,1.9627999999999997
2023-03-24 17-11-54-462063,0,0,1521,1521,178.593,-12.838,2.99,1.37,-9.21,-8.35,17.54,12.43,1.0827999999999989
2023-03-24 17-11-54-685904,0,0,1521,1521,178.593,-12.838,3.0,1.42,-9.18,-8.62,17.64,12.12,0.7727999999999984
